node,clade,node.type,branch.length,label,astral,gcf,scf,ds.sum,dn.sum,dn.ds.sum,synonymous.bl.sum,nonsynonymous.bl.sum,num.genes.full,num.genes.partial,num.genes.no.clade,num.genes.no.ds,num.genes.no.dn,avg.ds,avg.dn,avg.dn.ds,avg.synonymous.bl,avg.nonsynonymous.bl,ES.sum,EN.sum,S.sum,N.sum,num.genes.full,num.genes.partial,num.genes.no.clade,avg.ES,avg.EN,avg.S,avg.N,avg.dS,avg.dN,avg.dNdS
212,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Saxatilomys_paulinae_ABTC116266,internal,1.3780790456,1/70.5/61,1,70.5,61,129.28451691223646,12.562995799347263,1090.702726049468,30.82850988348156,9.551678460464226,4146,3973,3675,351,3835,0.015925661112618436,0.0015475481398555388,0.13435608845152353,0.003797549874782158,0.0011766048854969483,3556666.3229912007,7870753.405544042,39643.3498931624,11444.784722222223,4146,3973,3675,438.06704310767344,969.4239937854467,4.882787275916049,1.4096298463138592,0.011146210044191564,0.0014540901146973665,0.1304560123066326
213,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,0.5822530386,1/50.8/48.1,1,50.8,48.1,66.17214238983964,7.081364181240986,722.7170229214651,15.739355051195739,5.382129913481401,2979,2945,5870,467,3270,0.011170179336569823,0.0011953687004120504,0.12199814701577735,0.002656879650775783,0.0009085296950508779,2824707.2654614598,6252702.438630167,18865.266559829062,5964.868055555556,2979,2945,5870,476.8243189502802,1055.4865696539782,3.1845487103020025,1.0068987264610998,0.0066786625256713555,0.0009539664031833138,0.14283794090755
214,Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833,internal,1.5882238942,1/80.2/79.3,1,80.2,79.3,134.26517771927664,15.434391152244237,1328.5240097771132,31.992975452539444,11.734631558618394,7223,1727,2844,656,3912,0.015001695834556048,0.0017245129779043839,0.14843843684660482,0.003574634128775357,0.0013111320177227256,3718139.8229419882,8236132.922478849,40631.40544871795,14183.895833333336,7223,1727,2844,415.4346170884903,920.2383153607652,4.539821837845581,1.5847928305400376,0.010927885282315242,0.0017221547984760275,0.15759268641509405
215,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,0.5965268673,1/49.1/46,1,49.1,46,61.20607306752444,8.045003910665708,834.8293399578574,14.537827407300538,6.117271205637536,2989,2672,6133,581,2952,0.01081188360139983,0.0014211277001705896,0.14747029499343886,0.0025680670212507575,0.0010805990471007836,2698246.6813653684,5980559.160706365,17190.165266725617,6682.670498084292,2989,2672,6133,476.63781688135816,1056.4492423081372,3.036595171652644,1.1804752690486295,0.00637086497148105,0.0011173989452342447,0.17539203078957746
216,Anonymomys_mindorensis_FMNH2222010;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,0.3412238823,1/43.1/41.8,1,43.1,41.8,62.69333028218915,8.098160283872142,725.753591560782,14.911842775914293,6.15811985472033,2817,2443,6534,505,2832,0.011918884084066378,0.0015395741984547799,0.13797596797733497,0.002834951098082565,0.00117074521952858,2390595.0844908142,5297743.297925452,16726.842350058945,6588.576748084292,2817,2443,6534,454.4857575077594,1007.1755319249909,3.180008051342005,1.2525811308145043,0.006996936645011836,0.0012436572286664625,0.1777431026981035
217,Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,1.3573337145,1/77/70.2,1,77,70.2,175.0054036893405,18.836359140603147,1263.7558644434446,41.711001623125966,14.311081225867568,5538,3248,3008,396,3880,0.01992093382917934,0.0021441501582929023,0.1438538263452982,0.004747979695290378,0.0016290359961146918,3643247.179866177,8067946.3161651045,50844.32211538462,17138.645833333332,5538,3248,3008,414.66505575531266,918.2729701986233,5.786970420599205,1.9506767395098261,0.013955770664249089,0.0021242885316420596,0.152215781037726
218,Niviventer_bukit_LSUMZ38136;Niviventer_rapit_LSUMZ38196,internal,2.3598216167,1/91/92.6,1,91,92.6,209.36843648015045,22.55318285486006,1976.8104711026442,49.891688319939945,17.138034877080248,7469,2098,2227,509,3848,0.02188215264215619,0.002357147037506277,0.20660644555838673,0.005214432307686031,0.001791182574945678,3781544.8026880017,8375837.22356421,62366.63461538463,21139.75,7469,2098,2227,395.2696563905092,875.4925497610756,6.518933272225842,2.2096529737639803,0.016492369618641863,0.0025238969473435277,0.15303422162517413
219,Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148,internal,1.6745340036,1/69.4/67.7,1,69.4,67.7,176.32780294756859,18.914778171913618,1238.470306015538,42.075573883622546,14.36364838812975,0,369,11425,277,3083,0.021863335765352584,0.00234529177581074,0.15356110427966993,0.0052170581380809105,0.0017809855409956293,113247.00245627902,256899.84698384567,2749.375,1099.125,0,369,11425,306.90244568097296,696.2055473816956,7.450880758807588,2.9786585365853657,0.024277684533517294,0.004278418274297823,0.17622843185029127
220,Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402,internal,2.1652461429,1/88.4/92.6,1,88.4,92.6,295.10626884772023,33.663945894435436,1554.1960082460619,70.19150721620598,25.597377115991215,5197,4520,2077,462,2835,0.030370100735589198,0.003464438190226967,0.15994607473974085,0.007223577978409589,0.002634288063804797,3739564.112569865,8287194.483505889,93362.08413461539,34329.172275641,5197,4520,2077,384.84759828855255,852.8552519816701,9.60811815731351,3.5328982479819904,0.024966033827524364,0.004142435940651182,0.16592286821642693
221,Bandicota_indica_ABTC119185;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148,internal,0.9917213602,1/55.5/60.9,1,55.5,60.9,100.18816867650673,10.58112565727797,949.2694944516148,23.959961801066402,8.031734680402964,0,326,11468,334,2957,0.015366283539341524,0.001622872033324842,0.1455934807441127,0.0036748407670347243,0.0012318611473010682,102480.77010145222,232766.78495742174,2135.208333333333,814.7916666666666,0,326,11468,314.3581904952522,714.0085428141771,6.54971881390593,2.4993609406952966,0.020835209680992395,0.0035004636370937134,0.16800712307143836
222,Bandicota_indica_ABTC119185;Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Tarsomys_apoensis_KU167148,internal,0.6456882855,1/39.9/50.2,1,39.9,50.2,44.63952161995271,4.994802433164211,959.1840943049936,10.600019467327884,3.8045598063155737,0,1585,10209,426,2453,0.009614370368286175,0.0010757705003584344,0.2065871407075153,0.002283010869551558,0.00081941843771604,666462.9812112843,1486399.8245381562,4943.833333333334,1757.1666666666667,0,1585,10209,420.481376158539,937.7916874057768,3.1191377497371193,1.108622502628812,0.007418016413076698,0.0011821628593185831,0.159363742743226
223,Bandicota_indica_ABTC119185;Nesokia_indica_ABTC117074,internal,1.4602776295,1/75.9/78.7,1,75.9,78.7,128.4799529292351,15.627369402035539,4721.362452895513,30.64057472652482,11.880919171277958,5012,3130,3652,773,3231,0.01577990087561227,0.0019193526654428322,0.5798774813185351,0.0037632737320713364,0.0014592138505622645,3298101.658644786,7285556.182692804,41309.51949786325,16457.15357905983,5012,3130,3652,405.0726674827789,894.811616641219,5.073632952329065,2.0212667132227744,0.012525241418676473,0.0022588740195504365,0.1803457469635846
224,Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Tarsomys_apoensis_KU167148,internal,0.3841747735,1/29.8/46.4,1,29.8,46.4,30.905410793459495,3.57450910936065,1052.3764489995679,7.332541860596052,2.7235326002675024,0,1529,10265,408,1976,0.008691060403110094,0.0010052050363781354,0.29594388329571647,0.00206201964583691,0.0007658978065994102,688519.8284296799,1533284.6948609948,4286.427083333333,1467.5729166666667,0,1529,10265,450.3072782404708,1002.8022857168049,2.8034186287333767,0.9598253215609331,0.006225568104711622,0.0009571431330303044,0.15374390207151073
225,Rattus_argentiventer_LSUMZ38199;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;rnor6,internal,0.4661106307,1/32.6/50.9,1,32.6,50.9,34.26165418249095,5.712566790223041,1415.7412095033376,8.106470304108274,4.3541191389456095,1774,2177,7843,580,1941,0.008671641149706644,0.001445853401726915,0.3583247809423785,0.0020517515322977155,0.001102029647923465,1931247.3757938421,4287931.241915799,9748.114583333334,4908.398237179488,1774,2177,7843,488.79963953273653,1085.2774593560614,2.4672524888213956,1.2423179542342415,0.005047574280496489,0.0011447007799934945,0.22678235452949086
226,Rattus_argentiventer_LSUMZ38199;Rattus_hoffmanni_LSUMZ39187;rnor6,internal,0.0624462765,1/20.8/38.2,1,20.8,38.2,34.260577125587695,5.347786724564009,499.7980748712963,8.132680216844834,4.073407622410301,1324,2246,8224,576,1752,0.009599489247853095,0.0014983991943300669,0.14003868727130744,0.0022786999767007102,0.0011413302388372936,1523331.1247640862,3392482.21887602,9452.708333333334,4522.221153846154,1324,2246,8224,426.70339629246115,950.2751313378208,2.6478174603174605,1.2667286145227323,0.006205287990027281,0.001333012485278238,0.21481879445733468
227,Rattus_argentiventer_LSUMZ38199;Rattus_hoffmanni_LSUMZ39187,internal,0.5723828761,1/46.7/62.5,1,46.7,62.5,51.283998164180616,7.264296654538534,747.7365436419824,12.192596542138375,5.533223823791304,3901,1950,5943,1056,2843,0.008763499344528471,0.0012413357236053545,0.1277745289887188,0.002083492232081062,0.0009455269692056227,2558815.1302183894,5676527.809425244,17039.354166666664,7276.729166666666,3901,1950,5943,437.3295385777456,970.1807912194914,2.912212299891756,1.243672734005583,0.006659079808244057,0.0012818979155857328,0.1925037621562548
228,Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Tarsomys_apoensis_KU167148,internal,0.1644231217,1/16.9/38.8,1,16.9,38.8,19.955103669121762,1.7499885527387131,172.8491802760033,4.749147932261355,1.3291303714505465,0,2721,9073,220,1581,0.008542424515891165,0.0007491389352477368,0.0739936559400699,0.0020330256559337994,0.0005689770425730079,1359517.4769779865,3000010.2105347905,6756.343749999999,1788.9895833333333,0,2721,9073,499.6389110540193,1102.539584908045,2.4830370268283715,0.657475039813794,0.004969663034430707,0.0005963278315024211,0.11999361473221748
229,Limnomys_sibuanus_FMNH147948;Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Tarsomys_apoensis_KU167148,internal,0.1915455609,1/21.7/41.3,1,21.7,41.3,23.350652417747128,1.9552628099504725,210.07466647973646,5.557457264587085,1.4859322356325595,230,2491,9073,273,1781,0.008578490969047439,0.0007183184459773962,0.0771765857750685,0.002041681581405983,0.0005458972210259219,1359517.4769779865,3000010.2105347905,6756.343749999999,1788.9895833333333,230,2491,9073,499.6389110540193,1102.539584908045,2.4830370268283715,0.657475039813794,0.004969663034430707,0.0005963278315024211,0.11999361473221748
230,Limnomys_sibuanus_FMNH147948;Tarsomys_apoensis_KU167148,internal,0.8290994192,1/56.9/64.4,1,56.9,64.4,60.38451726026344,8.232793063544463,886.9221343626415,14.389704310339576,6.25249906921802,4624,1982,5188,1086,3040,0.00913809280572994,0.0012458827275339684,0.1342194513260656,0.002177618691032018,0.0009462014329930417,2903243.3928001686,6421364.479457484,17739.243589743593,7697.051282051283,4624,1982,5188,439.48582997277754,972.0503299209028,2.6853229775573104,1.1651606542614719,0.006110146890796556,0.0011986628864744924,0.1961757888799671
231,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196,internal,0.6163687721,1/42.2/57.3,1,42.2,57.3,37.22535857647654,4.278067076796006,497.594674379362,8.870498349917284,3.2496812392009278,438,4281,7075,611,2704,0.007885057948840615,0.0009061781564914226,0.1054002699384372,0.001878944789222047,0.0006883459519595272,2327990.816943513,5142616.51077995,11549.656250000002,3958.177083333333,438,4281,7075,493.32291098612274,1089.7682794617397,2.447479603729604,0.8387745461609097,0.004961212117307181,0.0007696815570510079,0.15513982044145522
232,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,0.5016899299,1/42.1/48.9,1,42.1,48.9,33.368500577254785,4.545649296814738,548.7650526025318,7.978998181579246,3.4520781488410495,434,4372,6988,798,2549,0.006938760777137614,0.0009452379490153334,0.11411209245217963,0.0016591803247201593,0.0007178370032940423,2357361.936658942,5210890.911181074,10096.035714285714,4318.035714285716,434,4372,6988,490.5039402120146,1084.2469644571522,2.1007148802092623,0.8984676891980266,0.004282768614052831,0.0008286559415435952,0.193486040507668
233,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,0.2385611366,1/26.8/54,1,26.8,54,34.176947015147974,5.263653390006276,544.5237400951507,8.122713665918932,4.010262580881981,259,3823,7712,904,1927,0.00837670269979117,0.0012901111250015382,0.1334617010037134,0.001990861192627189,0.000982907495314211,1926666.7968051883,4271005.117124325,12175.143830128209,5855.061298076925,259,3823,7712,471.99088603752773,1046.302086507674,2.9826418006193554,1.4343609255455474,0.006319278377723182,0.0013708860414616284,0.21693711837324609
234,Rattus_leucopus_sample1;Rattus_praetor_sample1,internal,0.0591261198,1/16.7/41.4,1,16.7,41.4,31.331857705044882,5.4903169460080194,491.7091808902352,7.44347262438463,4.181720902485829,233,3841,7720,1784,1201,0.00769068672190596,0.001347647753070206,0.12069444793574748,0.0018270674090291189,0.0010264410659022653,1230038.4341825477,2715518.061880806,10976.413122079068,6518.698283756473,233,3841,7720,301.92401428143046,666.5483706138453,2.6942594801372284,1.6000732164350695,0.00892363426787856,0.0024005357855147284,0.26900875959872955
235,Rattus_colletti_RAT25;Rattus_lutreolus_sample2;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,0.2764236886,1/23.5/41.8,1,23.5,41.8,38.429753271768554,5.946606729434899,537.759396801842,9.146295294329006,4.53055319630057,567,3708,7519,1029,1878,0.008991519249360915,0.0013913445787166352,0.12582110360361298,0.0021399848606291545,0.0010600264848620894,1910842.3432754164,4244245.426933052,13818.837740384619,6592.74559294872,567,3708,7519,446.98066509366464,992.805947820597,3.2324766644174545,1.54216271180087,0.007231804229697699,0.0015533375028485862,0.21479252666571677
236,Rattus_colletti_RAT25;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,0.0206682617,0.93/18.1/32,0.93,18.1,32,34.99263301410428,5.52046646405335,517.5758471460271,8.322505866133623,4.209006886164939,644,3513,7637,1115,1766,0.008417761129204782,0.0013279928948889464,0.1245070596935355,0.002002046154951557,0.0010125106774512723,1679213.954070986,3733454.817573826,13366.276842948722,6496.59495192308,644,3513,7637,403.948509519121,898.1127778623588,3.215366091640299,1.562808504191263,0.007959841454714166,0.001740102738445586,0.2186102258877306
237,Rattus_colletti_RAT25;Rattus_villosissimus_sample1,internal,0.6113894509,1/48.5/53.2,1,48.5,53.2,45.39437048550776,6.538034336623314,705.4834296051346,10.81719432629061,4.9803946227557,1923,5117,4754,2388,2771,0.006448063989418716,0.000928698059179448,0.10021071443254752,0.0015365332849844615,0.000707442418005071,2605501.0196434283,5772784.108364831,21922.36206501831,9637.22804487179,1923,5117,4754,370.09957665389607,819.9977426654589,3.1139718842355557,1.3689244381920156,0.00841387583414512,0.001669424642246249,0.19841327292606387
238,Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.3148108749,1/26.3/45.7,1,26.3,45.7,24.023490982257673,1.9413474059181106,243.6383058371856,5.758830621506464,1.4730861522143535,0,276,11518,251,1967,0.008069698012179265,0.0006521153530124658,0.0818402102241134,0.0019344409208956882,0.0004948223554633367,107812.51537860569,243478.35406392906,1235.1145833333335,512.1354166666666,0,276,11518,390.6250557195858,882.1679495069893,4.475052838164252,1.8555631038647342,0.01145613363157307,0.0021034125133448105,0.18360579415273334
239,Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283,internal,0.8514222833,1/57.3/65.1,1,57.3,65.1,97.86733559151136,12.08872847864571,1076.7914715914171,23.343652495157112,9.191503718960284,3845,3609,4340,897,3125,0.013129505713913518,0.001621777364991375,0.14445820654566904,0.0031316947270132963,0.0012330968230426997,3128222.4867162993,6916788.76171915,33351.912355006105,13348.627938034191,3845,3609,4340,419.67030946019577,927.9298043626442,4.474364415750752,1.7908006356364625,0.010661617738710032,0.0019298880445665692,0.18101268417827085
240,Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.1888332236,1/15.5/41.3,1,15.5,41.3,14.189623276636942,1.5378359630648493,177.92094081797103,3.391669070658702,1.1674549753153498,0,321,11473,228,1191,0.007363582395763852,0.0007980466855551891,0.09233053493407942,0.0017600773589303072,0.0006058406721927088,121988.65082152716,275296.0583177575,1169.1145833333335,513.1354166666666,0,321,11473,380.0269495997731,857.6201193699611,3.6421015057113193,1.5985526998961577,0.009583797963662875,0.001863940296865368,0.1944886885066367
241,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.0257560962,0.99/5.01/38,0.99,5.01,38,8.58093122405761,1.1048601737727155,102.34440982996773,2.0492547904521974,0.839575028819686,0,328,11466,147,588,0.008437493828965201,0.0010863915179672719,0.10063363798423572,0.002014999793954963,0.0008255408346309598,121891.51803482251,275526.5658258154,1180.4863782051282,582.3790064102564,0,328,11466,371.62048181348325,840.0200177616324,3.5990438359912442,1.7755457512507815,0.009684729481077441,0.002113694571210347,0.2182502438855107
242,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.1461777993,1/9.67/40.8,1,9.67,40.8,8.47967402484066,1.2451846295527202,112.62688075739968,2.023539433577819,0.9461836560250059,0,514,11280,270,647,0.00695625432718676,0.0010214804180087942,0.09239284721689883,0.0016599995353386537,0.0007761966005127201,226547.88922011503,507896.01933034946,1469.1947115384614,766.6706730769231,0,514,11280,440.75464828816155,988.1245512263608,2.8583554699191858,1.4915771849745585,0.006485139705322898,0.001509503213054835,0.23276340705750087
243,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.1448434154,1/13/36.5,1,13,36.5,8.937615121642903,1.7209643266776042,161.7950505281482,2.1294779970362123,1.3080266204097044,0,514,11280,411,724,0.0058916381817026384,0.0011344524236503654,0.1066546147186211,0.0014037429116916364,0.0008622456298020464,226547.88922011503,507896.01933034946,1469.1947115384614,766.6706730769231,0,514,11280,440.75464828816155,988.1245512263608,2.8583554699191858,1.4915771849745585,0.006485139705322898,0.001509503213054835,0.23276340705750087
244,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736,internal,0.2885941952,1/31.1/45,1,31.1,45,48.57134650343858,7.356514144006501,866.433933019243,11.599915246420643,5.593167308895634,883,4724,6187,966,2451,0.008664171691658683,0.0013122572500903497,0.15455475080614395,0.002069196440674392,0.0009977109006235523,2508636.6927977027,5544799.325026804,16150.919642857143,8164.937133699635,883,4724,6187,447.4115735326739,988.906603357732,2.880492178144666,1.4562042328695621,0.006438126209835981,0.0014725396998312766,0.22872178205850852
245,Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736,internal,0.3643412873,1/30.3/47.9,1,30.3,47.9,47.59856947872343,7.067341685830303,829.8025353673971,11.358345962476491,5.371038405886285,3023,2704,6067,1112,2483,0.00831125711170306,0.0012340390581159948,0.14489305663827434,0.0019832977060374526,0.0009378450158697896,2388401.3521090145,5283459.004416138,15388.170367826619,7699.427251221002,3023,2704,6067,417.04231746272296,922.5526461351734,2.6869513476212012,1.344408460139864,0.00644287458397162,0.0014572701794005585,0.2261832293035642
246,Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.2723279638,1/15.9/48.3,1,15.9,48.3,9.936386706254199,1.5370540366385321,189.2459602973789,2.374548082714693,1.1669539443330297,0,940,10854,400,977,0.0054002101664424994,0.0008353554546948544,0.10285106537901027,0.0012905152623449419,0.0006342141001809944,456770.4968829291,1015237.8307220865,1965.7884615384614,986.5769230769231,0,940,10854,485.9260605137544,1080.0402454490281,2.0912643207855974,1.0495499181669394,0.004303667760841164,0.0009717692674781649,0.2258002525939014
247,Taeromys_callitrichus_LSUMZ37153;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.5971213939,1/41.6/57.8,1,41.6,57.8,36.350508698507504,4.9628918331627085,606.0610266799553,8.669911226289253,3.774679815458169,2115,2845,6834,805,2566,0.007330209457250958,0.0010007848020090156,0.12221436311352193,0.001748318456601987,0.0007611776195721252,2326135.7123843064,5134910.709765916,11130.007211538461,4794.358173076922,2115,2845,6834,468.97897427102953,1035.2642560011927,2.2439530668424315,0.9666044703784117,0.004784762622525631,0.0009336789759476618,0.19513590320073615
