# CDS alignment filter
# PYTHON VERSION: 3.9.12
# Script call:    06_aln_filter.py -i ../../04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln/ -f 175 -o ../../04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats/ --count
# Runtime:        08/27/2022 19:56:07
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats-f175-seq20-site50
# --count set:            Will not output sequences.
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats-f175-seq20-site50/aln-stats-f175-seq20-site50.tab
# ----------------
# 08.27.2022 | 19:56:07 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre variant sites	pre informative sites	pre stop codons	pre percent sites with gap	pre gappy sites
ENSMUSP00000122767-mafft-cds.filter.fa	160	334	331.54375	160	0	0	15012	38428	NA	0	117	117
ENSMUSP00000124205-mafft-cds.filter.fa	149	322	314.4295302013423	147	1	0	15209	32769	NA	0	102	100
ENSMUSP00000125541-mafft-cds.filter.fa	136	2038	1943.9632352941176	136	0	0	46382	230786	NA	0	1217	1208
ENSMUSP00000124721-mafft-cds.filter.fa	141	112	107.80141843971631	135	2	0	2770	13022	NA	0	16	13
ENSMUSP00000123743-mafft-cds.filter.fa	158	443	421.67721518987344	156	1	0	22667	47327	NA	0	189	185
ENSMUSP00000124458-mafft-cds.filter.fa	92	146	145.5326086956522	92	0	0	5255	8177	NA	0	3	3
ENSMUSP00000124952-mafft-cds.filter.fa	161	110	109.85714285714286	143	8	0	4266	13444	NA	0	3	3
ENSMUSP00000125106-mafft-cds.filter.fa	150	572	559.5666666666667	150	0	0	13900	71900	NA	0	246	242
ENSMUSP00000124674-mafft-cds.filter.fa	148	261	259.4256756756757	148	0	0	11475	27153	NA	0	40	40
ENSMUSP00000124527-mafft-cds.filter.fa	74	639	620.3108108108108	74	0	0	17978	29308	NA	0	165	164
ENSMUSP00000129242-mafft-cds.filter.fa	130	213	208.53846153846155	128	1	0	6388	21302	NA	0	74	74
ENSMUSP00000130960-mafft-cds.filter.fa	134	300	298.9029850746269	134	0	0	11677	28523	NA	0	28	28
ENSMUSP00000129393-mafft-cds.filter.fa	156	553	517.724358974359	156	0	0	20400	65868	NA	0	305	304
ENSMUSP00000132028-mafft-cds.filter.fa	120	417	400.125	120	0	0	10366	39674	NA	0	103	102
ENSMUSP00000127868-mafft-cds.filter.fa	125	193	182.032	109	6	0	9267	14858	NA	0	46	46
ENSMUSP00000126993-mafft-cds.filter.fa	149	335	316.0268456375839	149	0	0	10192	39723	NA	0	122	120
ENSMUSP00000129423-mafft-cds.filter.fa	140	242	220.18571428571428	138	1	0	7885	25995	NA	0	79	78
ENSMUSP00000129657-mafft-cds.filter.fa	157	193	188.38853503184714	157	0	0	5257	25044	NA	0	50	49
ENSMUSP00000131843-mafft-cds.filter.fa	147	982	943.8775510204082	147	0	0	19995	124359	NA	0	748	745
ENSMUSP00000127056-mafft-cds.filter.fa	128	303	300.140625	128	0	0	8082	30702	NA	0	51	51
ENSMUSP00000127601-mafft-cds.filter.fa	122	239	220.54918032786884	118	2	0	5914	23244	NA	0	75	71
ENSMUSP00000132922-mafft-cds.filter.fa	121	89	89.0	93	9	0	4992	5777	NA	0	0	0
ENSMUSP00000129264-mafft-cds.filter.fa	121	449	414.54545454545456	121	0	0	6733	47596	NA	0	359	356
ENSMUSP00000132463-mafft-cds.filter.fa	144	192	184.22222222222223	144	0	0	3899	23749	NA	0	43	40
ENSMUSP00000131435-mafft-cds.filter.fa	145	264	252.5103448275862	145	0	0	6261	32019	NA	0	162	161
ENSMUSP00000126694-mafft-cds.filter.fa	109	487	461.3302752293578	109	0	0	12050	41033	NA	0	229	229
ENSMUSP00000130102-mafft-cds.filter.fa	69	442	369.9855072463768	69	0	0	10591	19907	NA	0	131	63
ENSMUSP00000125760-mafft-cds.filter.fa	129	72	71.82945736434108	106	6	0	2642	6646	NA	0	6	6
ENSMUSP00000130941-mafft-cds.filter.fa	160	659	639.1875	160	0	0	15415	90025	NA	0	381	380
ENSMUSP00000125842-mafft-cds.filter.fa	104	1412	1294.673076923077	104	0	0	20899	125949	NA	0	1091	1081
ENSMUSP00000131768-mafft-cds.filter.fa	142	781	743.7676056338029	142	0	0	12134	98768	NA	0	488	484
ENSMUSP00000129325-mafft-cds.filter.fa	115	219	215.22608695652173	113	1	0	5959	19226	NA	0	84	84
ENSMUSP00000126177-mafft-cds.filter.fa	165	172	168.5090909090909	151	5	0	8220	20160	NA	0	23	20
ENSMUSP00000126814-mafft-cds.filter.fa	131	108	107.9618320610687	129	1	0	3573	10575	NA	0	1	1
ENSMUSP00000128308-mafft-cds.filter.fa	163	981	946.8650306748466	163	0	0	24548	135355	NA	0	556	554
ENSMUSP00000127417-mafft-cds.filter.fa	133	110	109.95488721804512	118	6	0	5899	8731	NA	0	1	1
ENSMUSP00000130073-mafft-cds.filter.fa	155	105	104.87096774193549	127	8	0	3987	12288	NA	0	3	3
ENSMUSP00000127745-mafft-cds.filter.fa	137	226	224.13868613138686	131	3	0	9623	21339	NA	0	28	28
ENSMUSP00000131297-mafft-cds.filter.fa	110	270	258.1636363636364	110	0	0	2982	26718	NA	0	82	73
ENSMUSP00000126061-mafft-cds.filter.fa	154	47	46.993506493506494	78	13	0	3837	3401	NA	0	0	0
ENSMUSP00000125915-mafft-cds.filter.fa	143	257	244.6083916083916	143	0	0	7538	29213	NA	0	56	54
ENSMUSP00000126111-mafft-cds.filter.fa	92	235	217.22826086956522	90	1	0	4806	16814	NA	0	87	86
ENSMUSP00000126529-mafft-cds.filter.fa	154	440	424.4025974025974	154	0	0	11600	56160	NA	0	326	326
ENSMUSP00000128517-mafft-cds.filter.fa	152	467	455.3157894736842	152	0	0	24197	46787	NA	0	235	235
ENSMUSP00000133645-mafft-cds.filter.fa	148	86	83.75	142	2	0	2429	10299	NA	0	18	17
ENSMUSP00000133651-mafft-cds.filter.fa	151	68	66.59602649006622	117	9	0	3129	7139	NA	0	5	4
ENSMUSP00000133903-mafft-cds.filter.fa	163	68	67.8282208588957	63	13	0	4576	6508	NA	0	8	8
ENSMUSP00000134194-mafft-cds.filter.fa	161	70	69.98136645962732	105	14	0	3108	8162	NA	0	0	0
ENSMUSP00000134272-mafft-cds.filter.fa	10	382	308.1	10	0	0	2872	948	NA	0	79	6
ENSMUSP00000134694-mafft-cds.filter.fa	124	84	80.30645161290323	116	4	0	1424	8992	NA	0	22	20
ENSMUSP00000134664-mafft-cds.filter.fa	149	196	195.6510067114094	149	0	0	6818	22386	NA	0	8	8
ENSMUSP00000133529-mafft-cds.filter.fa	140	48	47.67142857142857	99	11	0	803	5917	NA	0	9	9
ENSMUSP00000133921-mafft-cds.filter.fa	157	130	126.76433121019109	134	8	0	5567	14843	NA	0	12	9
ENSMUSP00000133499-mafft-cds.filter.fa	146	133	132.76712328767124	138	3	0	4656	14762	NA	0	2	2
ENSMUSP00000134425-mafft-cds.filter.fa	152	803	786.0263157894736	152	0	0	29323	92733	NA	0	305	304
ENSMUSP00000134685-mafft-cds.filter.fa	146	66	65.78767123287672	92	13	0	3307	6329	NA	0	7	7
ENSMUSP00000135677-mafft-cds.filter.fa	50	387	334.48	50	0	0	13213	6137	NA	0	58	8
ENSMUSP00000136503-mafft-cds.filter.fa	155	282	280.0967741935484	153	1	0	11330	32380	NA	0	36	35
ENSMUSP00000137072-mafft-cds.filter.fa	138	104	103.73913043478261	132	3	0	3320	11032	NA	0	7	7
ENSMUSP00000136337-mafft-cds.filter.fa	154	147	145.8896103896104	130	9	0	7001	15637	NA	0	28	28
ENSMUSP00000138188-mafft-cds.filter.fa	154	882	859.9805194805194	154	0	0	21503	114325	NA	0	519	519
ENSMUSP00000138191-mafft-cds.filter.fa	141	546	529.8510638297872	141	0	0	15140	61846	NA	0	316	313
ENSMUSP00000138277-mafft-cds.filter.fa	154	797	770.9155844155844	154	0	0	29409	93329	NA	0	398	392
ENSMUSP00000138715-mafft-cds.filter.fa	134	170	167.19402985074626	123	4	0	8374	14406	NA	0	36	34
ENSMUSP00000138732-mafft-cds.filter.fa	158	3604	3499.0443037974683	158	0	0	93296	476136	NA	0	2473	2466
ENSMUSP00000139079-mafft-cds.filter.fa	153	318	306.77777777777777	153	0	0	10829	37825	NA	0	148	148
ENSMUSP00000139372-mafft-cds.filter.fa	148	342	334.11486486486484	138	5	0	14357	36259	NA	0	127	127
ENSMUSP00000139842-mafft-cds.filter.fa	136	2574	2517.6617647058824	136	0	0	109514	240550	NA	0	684	666
ENSMUSP00000143883-mafft-cds.filter.fa	157	553	542.6815286624204	157	0	0	15778	71043	NA	0	266	266
ENSMUSP00000144187-mafft-cds.filter.fa	95	61	59.536842105263155	66	9	0	2201	3594	NA	0	2	1
ENSMUSP00000150440-mafft-cds.filter.fa	136	37	35.51470588235294	88	14	0	1446	3586	NA	0	6	5
ENSMUSP00000153172-mafft-cds.filter.fa	117	405	394.6837606837607	117	0	0	15922	31463	NA	0	57	56
ENSMUSP00000153367-mafft-cds.filter.fa	140	427	420.35	140	0	0	15717	44063	NA	0	136	135
ENSMUSP00000152948-mafft-cds.filter.fa	146	527	511.3835616438356	146	0	0	12441	64501	NA	0	369	369
ENSMUSP00000154338-mafft-cds.filter.fa	159	1181	1139.6666666666667	159	0	0	35246	152533	NA	0	769	769
ENSMUSP00000153049-mafft-cds.filter.fa	156	1037	1003.1666666666666	156	0	0	26508	135264	NA	0	690	686
ENSMUSP00000154835-mafft-cds.filter.fa	146	152	147.26027397260273	142	2	0	2637	19555	NA	0	94	94
ENSMUSP00000155085-mafft-cds.filter.fa	91	886	827.7582417582418	91	0	0	23186	57440	NA	0	326	324
ENSMUSP00000156247-mafft-cds.filter.fa	155	46	44.45161290322581	127	10	0	773	6357	NA	0	10	9
ENSMUSP00000156382-mafft-cds.filter.fa	142	288	278.85915492957747	142	0	0	7781	33115	NA	0	147	147
ENSMUSP00000156446-mafft-cds.filter.fa	121	857	834.2561983471074	121	0	0	15420	88277	NA	0	371	367
ENSMUSP00000156651-mafft-cds.filter.fa	158	157	151.03164556962025	156	1	0	4290	20516	NA	0	43	39
ENSMUSP00000156656-mafft-cds.filter.fa	50	569	551.62	50	0	0	10942	17508	NA	0	184	178
ENSMUSP00000156527-mafft-cds.filter.fa	111	126	123.36936936936937	111	0	0	2016	11970	NA	0	23	22
ENSMUSP00000156777-mafft-cds.filter.fa	140	207	205.60714285714286	114	9	0	15735	13245	NA	0	20	19
ENSMUSP00000156463-mafft-cds.filter.fa	123	522	489.3089430894309	123	0	0	15689	48517	NA	0	225	221
ENSMUSP00000156479-mafft-cds.filter.fa	144	453	440.96527777777777	144	0	0	10113	55119	NA	0	190	188
ENSMUSP00000156439-mafft-cds.filter.fa	159	124	123.57861635220125	144	3	0	2659	17057	NA	0	11	11
ENSMUSP00000156607-mafft-cds.filter.fa	127	247	227.88188976377953	125	1	0	12298	19071	NA	0	131	130
ENSMUSP00000156910-mafft-cds.filter.fa	112	452	430.8482142857143	112	0	0	9874	40750	NA	0	261	258
ENSMUSP00000028603-mafft-cds.filter.fa	149	155	154.8791946308725	126	7	0	9806	13289	NA	0	8	8
ENSMUSP00000028607-mafft-cds.filter.fa	156	604	579.8974358974359	156	0	0	16266	77958	NA	0	315	310
ENSMUSP00000028608-mafft-cds.filter.fa	150	503	490.26666666666665	150	0	0	14570	60880	NA	0	298	296
ENSMUSP00000028610-mafft-cds.filter.fa	145	203	202.06206896551726	145	0	0	9128	20307	NA	0	39	39
ENSMUSP00000028612-mafft-cds.filter.fa	159	571	559.3647798742138	159	0	0	16069	74720	NA	0	319	319
ENSMUSP00000156590-mafft-cds.filter.fa	155	864	851.1161290322581	155	0	0	26375	107545	NA	0	214	210
ENSMUSP00000028617-mafft-cds.filter.fa	110	417	395.8818181818182	110	0	0	12229	33641	NA	0	104	95
ENSMUSP00000028636-mafft-cds.filter.fa	140	337	327.4142857142857	140	0	0	7695	39485	NA	0	173	173
ENSMUSP00000156920-mafft-cds.filter.fa	163	340	336.2085889570552	161	1	0	10514	44906	NA	0	107	106
ENSMUSP00000156704-mafft-cds.filter.fa	140	86	85.74285714285715	133	3	0	1949	10091	NA	0	8	8
ENSMUSP00000156511-mafft-cds.filter.fa	151	286	278.34437086092714	144	3	0	9162	34024	NA	0	149	149
ENSMUSP00000156533-mafft-cds.filter.fa	145	221	215.66206896551725	141	2	0	8733	23312	NA	0	68	67
ENSMUSP00000156400-mafft-cds.filter.fa	139	30	29.928057553956833	73	14	0	1385	2785	NA	0	3	3
ENSMUSP00000156885-mafft-cds.filter.fa	108	789	711.574074074074	108	0	0	17857	67355	NA	0	488	484
ENSMUSP00000156666-mafft-cds.filter.fa	159	130	129.78616352201257	127	12	0	8721	11949	NA	0	4	4
ENSMUSP00000156564-mafft-cds.filter.fa	68	459	401.25	68	0	0	10958	20254	NA	0	211	175
ENSMUSP00000156387-mafft-cds.filter.fa	116	250	236.24137931034483	116	0	0	6323	22677	NA	0	138	138
ENSMUSP00000156500-mafft-cds.filter.fa	136	519	491.1985294117647	136	0	0	15599	54985	NA	0	292	290
ENSMUSP00000157279-mafft-cds.filter.fa	144	112	109.09722222222223	119	9	0	4677	11451	NA	0	4	1
ENSMUSP00000157100-mafft-cds.filter.fa	152	172	170.71052631578948	148	2	0	5386	20758	NA	0	65	65
ENSMUSP00000157129-mafft-cds.filter.fa	144	182	174.50694444444446	140	2	0	5567	20641	NA	0	43	38
ENSMUSP00000157114-mafft-cds.filter.fa	89	280	272.86516853932585	89	0	0	6650	18270	NA	0	72	71
ENSMUSP00000157286-mafft-cds.filter.fa	94	241	229.61702127659575	94	0	0	2919	19735	NA	0	90	84
ENSMUSP00000157016-mafft-cds.filter.fa	146	792	748.472602739726	146	0	0	28804	86828	NA	0	381	380
ENSMUSP00000157338-mafft-cds.filter.fa	143	123	122.67132867132867	126	6	0	4246	13343	NA	0	3	3
ENSMUSP00000157071-mafft-cds.filter.fa	126	173	168.3095238095238	120	3	0	5800	15998	NA	0	66	64
ENSMUSP00000157097-mafft-cds.filter.fa	122	274	266.3196721311475	122	0	0	7500	25928	NA	0	98	95
ENSMUSP00000157195-mafft-cds.filter.fa	147	743	704.0680272108843	147	0	0	19069	90152	NA	0	472	469
ENSMUSP00000157040-mafft-cds.filter.fa	141	102	101.80141843971631	130	5	0	3106	11276	NA	0	3	3
ENSMUSP00000157036-mafft-cds.filter.fa	68	474	410.6470588235294	68	0	0	8915	23317	NA	0	186	154
ENSMUSP00000157177-mafft-cds.filter.fa	148	201	200.83783783783784	146	1	0	6495	23253	NA	0	1	1
ENSMUSP00000157058-mafft-cds.filter.fa	154	377	360.3246753246753	152	1	0	9829	48229	NA	0	118	116
ENSMUSP00000157107-mafft-cds.filter.fa	138	78	76.94927536231884	102	9	0	3510	7254	NA	0	1	0
ENSMUSP00000157180-mafft-cds.filter.fa	98	346	333.31632653061223	98	0	0	8139	25769	NA	0	98	93
ENSMUSP00000157030-mafft-cds.filter.fa	154	907	871.8896103896104	154	0	0	24195	115483	NA	0	402	401
ENSMUSP00000158533-mafft-cds.filter.fa	113	129	128.5929203539823	113	0	0	2883	11694	NA	0	12	12
ENSMUSP00000158493-mafft-cds.filter.fa	150	76	72.92666666666666	104	14	0	3681	7719	NA	0	9	6
ENSMUSP00000157572-mafft-cds.filter.fa	76	185	183.17105263157896	74	1	0	4949	9111	NA	0	26	26
ENSMUSP00000157469-mafft-cds.filter.fa	155	2786	2646.0387096774193	155	0	0	35909	395921	NA	0	2175	2171
ENSMUSP00000158296-mafft-cds.filter.fa	150	27	26.966666666666665	71	15	0	1207	2843	NA	0	0	0
ENSMUSP00000158082-mafft-cds.filter.fa	151	1652	1567.0993377483444	151	0	0	52453	196999	NA	0	720	703
ENSMUSP00000157684-mafft-cds.filter.fa	153	564	547.8366013071895	151	1	0	21593	64699	NA	0	242	238
ENSMUSP00000158544-mafft-cds.filter.fa	107	267	244.39252336448598	107	0	0	7503	21066	NA	0	94	91
ENSMUSP00000158269-mafft-cds.filter.fa	120	192	191.08333333333334	113	3	0	6572	16468	NA	0	26	26
ENSMUSP00000157719-mafft-cds.filter.fa	148	495	484.4121621621622	148	0	0	13473	59787	NA	0	246	246
ENSMUSP00000157466-mafft-cds.filter.fa	164	50	49.81707317073171	97	19	0	2498	5702	NA	0	3	3
ENSMUSP00000158474-mafft-cds.filter.fa	146	461	442.1849315068493	146	0	0	9942	57364	NA	0	327	325
ENSMUSP00000158085-mafft-cds.filter.fa	158	33	32.0	63	13	0	1876	3338	NA	0	1	0
ENSMUSP00000159274-mafft-cds.filter.fa	34	179	169.41176470588235	34	0	0	3021	3065	NA	0	25	18
ENSMUSP00000159259-mafft-cds.filter.fa	139	534	524.3381294964029	139	0	0	12080	62146	NA	0	190	188
ENSMUSP00000000430-mafft-cds.filter.fa	111	501	462.76576576576576	111	0	0	8549	47062	NA	0	285	281
ENSMUSP00000001415-mafft-cds.filter.fa	165	437	430.42424242424244	165	0	0	16330	55775	NA	0	159	158
ENSMUSP00000001416-mafft-cds.filter.fa	116	454	425.86206896551727	116	0	0	8968	43696	NA	0	264	263
ENSMUSP00000001513-mafft-cds.filter.fa	122	446	405.0655737704918	122	0	0	12741	41671	NA	0	170	169
ENSMUSP00000002551-mafft-cds.filter.fa	98	90	87.51020408163265	86	6	0	2437	6383	NA	0	10	8
ENSMUSP00000001419-mafft-cds.filter.fa	138	142	139.91304347826087	101	9	0	6882	12714	NA	0	3	1
ENSMUSP00000003599-mafft-cds.filter.fa	38	810	756.3947368421053	38	0	0	4732	26048	NA	0	218	214
ENSMUSP00000003876-mafft-cds.filter.fa	149	674	649.4161073825503	147	1	0	21441	78985	NA	0	346	339
ENSMUSP00000006027-mafft-cds.filter.fa	106	132	131.78301886792454	98	3	0	4999	8993	NA	0	0	0
ENSMUSP00000007046-mafft-cds.filter.fa	163	364	352.5460122699387	163	0	0	11845	47487	NA	0	141	141
ENSMUSP00000009679-mafft-cds.filter.fa	135	312	298.94814814814816	135	0	0	10230	31890	NA	0	133	132
ENSMUSP00000012426-mafft-cds.filter.fa	81	115	97.81481481481481	79	1	0	1855	7460	NA	0	65	64
ENSMUSP00000019426-mafft-cds.filter.fa	162	917	889.9629629629629	162	0	0	16506	132048	NA	0	717	716
ENSMUSP00000025075-mafft-cds.filter.fa	163	95	94.88343558282209	134	11	0	4850	10635	NA	0	0	0
ENSMUSP00000025076-mafft-cds.filter.fa	129	93	92.91472868217055	105	7	0	4566	7431	NA	0	2	2
ENSMUSP00000025081-mafft-cds.filter.fa	103	1020	972.3883495145631	103	0	0	23175	81885	NA	0	498	493
ENSMUSP00000025083-mafft-cds.filter.fa	100	730	681.89	100	0	0	18218	54782	NA	0	336	336
ENSMUSP00000025110-mafft-cds.filter.fa	161	312	305.27329192546586	161	0	0	9322	40910	NA	0	83	82
ENSMUSP00000025106-mafft-cds.filter.fa	146	56	54.92465753424658	109	12	0	1470	6706	NA	0	6	5
ENSMUSP00000025142-mafft-cds.filter.fa	83	769	707.0120481927711	83	0	0	17565	46262	NA	0	390	364
ENSMUSP00000025166-mafft-cds.filter.fa	148	807	765.2094594594595	148	0	0	16298	103138	NA	0	571	570
ENSMUSP00000025204-mafft-cds.filter.fa	156	83	82.8076923076923	120	9	0	3233	9715	NA	0	9	9
ENSMUSP00000025208-mafft-cds.filter.fa	120	227	220.40833333333333	114	3	0	7213	20027	NA	0	48	48
ENSMUSP00000025211-mafft-cds.filter.fa	150	36	35.833333333333336	89	14	0	1079	4321	NA	0	6	6
ENSMUSP00000025212-mafft-cds.filter.fa	133	544	515.2781954887218	133	0	0	14024	58328	NA	0	351	350
ENSMUSP00000025215-mafft-cds.filter.fa	137	254	248.97080291970804	137	0	0	5614	29184	NA	0	99	99
ENSMUSP00000025217-mafft-cds.filter.fa	135	624	595.8962962962963	135	0	0	12022	72218	NA	0	367	361
ENSMUSP00000025218-mafft-cds.filter.fa	152	380	363.5855263157895	150	1	0	13392	44368	NA	0	202	197
ENSMUSP00000025224-mafft-cds.filter.fa	140	306	295.75	140	0	0	7714	35126	NA	0	145	144
ENSMUSP00000025228-mafft-cds.filter.fa	163	481	468.29447852760734	161	1	0	20436	57967	NA	0	218	217
ENSMUSP00000025236-mafft-cds.filter.fa	164	38	37.98780487804878	51	14	0	2568	3664	NA	0	1	1
ENSMUSP00000025239-mafft-cds.filter.fa	140	381	363.3	138	1	0	9838	43502	NA	0	259	258
ENSMUSP00000025241-mafft-cds.filter.fa	152	580	562.671052631579	152	0	0	10193	77967	NA	0	512	512
ENSMUSP00000025254-mafft-cds.filter.fa	97	229	215.43298969072166	97	0	0	4341	17872	NA	0	156	156
ENSMUSP00000025264-mafft-cds.filter.fa	162	1027	999.7592592592592	162	0	0	49059	117315	NA	0	467	464
ENSMUSP00000025270-mafft-cds.filter.fa	156	374	366.46794871794873	154	1	0	12890	45454	NA	0	159	159
ENSMUSP00000025276-mafft-cds.filter.fa	156	167	164.37820512820514	146	5	0	6630	19422	NA	0	98	98
ENSMUSP00000025279-mafft-cds.filter.fa	155	709	683.3677419354839	155	0	0	16639	93256	NA	0	560	560
ENSMUSP00000025288-mafft-cds.filter.fa	112	1256	1221.1785714285713	112	0	0	49576	91096	NA	0	293	291
ENSMUSP00000025290-mafft-cds.filter.fa	127	142	139.68503937007873	119	4	0	4565	13469	NA	0	25	25
ENSMUSP00000025294-mafft-cds.filter.fa	151	237	231.97350993377484	148	1	0	9959	25828	NA	0	65	64
ENSMUSP00000025311-mafft-cds.filter.fa	92	997	983.6739130434783	92	0	0	28776	62948	NA	0	148	144
ENSMUSP00000025314-mafft-cds.filter.fa	148	238	230.21621621621622	146	1	0	6953	28271	NA	0	67	65
ENSMUSP00000025363-mafft-cds.filter.fa	145	116	114.7448275862069	128	8	0	4144	12676	NA	0	4	3
ENSMUSP00000025385-mafft-cds.filter.fa	135	218	211.93333333333334	135	0	0	8799	20631	NA	0	52	52
ENSMUSP00000025393-mafft-cds.filter.fa	127	470	440.4409448818898	127	0	0	12924	46766	NA	0	374	374
ENSMUSP00000025397-mafft-cds.filter.fa	83	85	84.02409638554217	70	6	0	3244	3811	NA	0	1	0
ENSMUSP00000025403-mafft-cds.filter.fa	147	85	84.91836734693878	117	9	0	3990	8505	NA	0	0	0
ENSMUSP00000025406-mafft-cds.filter.fa	150	24	23.98	41	15	0	1403	2197	NA	0	1	1
ENSMUSP00000025408-mafft-cds.filter.fa	149	586	536.751677852349	149	0	0	11548	75766	NA	0	461	459
ENSMUSP00000025411-mafft-cds.filter.fa	139	143	139.30935251798562	129	4	0	5194	14683	NA	0	55	55
ENSMUSP00000025417-mafft-cds.filter.fa	151	136	132.9271523178808	118	11	0	4774	15762	NA	0	22	22
ENSMUSP00000025418-mafft-cds.filter.fa	160	97	96.5875	125	12	0	4113	11407	NA	0	1	1
ENSMUSP00000025419-mafft-cds.filter.fa	77	92	91.92207792207792	60	8	0	2634	4450	NA	0	3	3
ENSMUSP00000025439-mafft-cds.filter.fa	123	287	264.8780487804878	123	0	0	8497	26804	NA	0	194	194
ENSMUSP00000025444-mafft-cds.filter.fa	148	568	554.168918918919	148	0	0	20386	63678	NA	0	283	283
ENSMUSP00000025462-mafft-cds.filter.fa	139	28	28.0	57	14	0	1225	2667	NA	0	0	0
ENSMUSP00000025464-mafft-cds.filter.fa	158	86	84.88607594936708	114	13	0	2698	10890	NA	0	5	4
ENSMUSP00000025472-mafft-cds.filter.fa	157	413	405.1210191082803	157	0	0	14558	50283	NA	0	199	198
ENSMUSP00000025468-mafft-cds.filter.fa	59	780	680.4915254237288	59	0	0	15630	30390	NA	0	367	315
ENSMUSP00000025477-mafft-cds.filter.fa	98	284	282.2448979591837	92	3	0	12836	14996	NA	0	42	42
ENSMUSP00000025482-mafft-cds.filter.fa	143	731	696.9370629370629	143	0	0	18465	86068	NA	0	479	478
ENSMUSP00000025486-mafft-cds.filter.fa	131	297	291.206106870229	131	0	0	9448	29459	NA	0	52	52
ENSMUSP00000025490-mafft-cds.filter.fa	161	216	210.65217391304347	161	0	0	4853	29923	NA	0	82	79
ENSMUSP00000025497-mafft-cds.filter.fa	65	1604	1363.5076923076922	65	0	0	23321	80939	NA	0	1042	930
ENSMUSP00000025500-mafft-cds.filter.fa	100	443	421.27	100	0	0	5418	38882	NA	0	311	311
ENSMUSP00000025506-mafft-cds.filter.fa	144	266	254.59722222222223	144	0	0	7081	31223	NA	0	135	135
ENSMUSP00000025519-mafft-cds.filter.fa	73	384	327.6849315068493	73	0	0	14259	13773	NA	0	135	97
ENSMUSP00000025520-mafft-cds.filter.fa	133	550	516.5864661654135	133	0	0	14129	59021	NA	0	315	315
ENSMUSP00000025521-mafft-cds.filter.fa	152	48	47.94078947368421	91	20	0	1052	6244	NA	0	0	0
ENSMUSP00000025523-mafft-cds.filter.fa	136	751	704.2647058823529	136	0	0	13071	89065	NA	0	498	494
ENSMUSP00000025546-mafft-cds.filter.fa	146	238	232.17123287671234	144	1	0	8216	26532	NA	0	90	90
ENSMUSP00000025547-mafft-cds.filter.fa	107	190	179.8785046728972	107	0	0	3770	16560	NA	0	109	107
ENSMUSP00000025549-mafft-cds.filter.fa	70	87	85.45714285714286	68	1	0	1618	4472	NA	0	10	9
ENSMUSP00000026494-mafft-cds.filter.fa	131	146	144.86259541984734	116	7	0	7162	11964	NA	0	22	22
ENSMUSP00000038489-mafft-cds.filter.fa	141	96	94.92198581560284	135	3	0	1796	11740	NA	0	24	24
ENSMUSP00000043660-mafft-cds.filter.fa	152	126	123.8092105263158	126	9	0	5191	13961	NA	0	6	4
ENSMUSP00000026495-mafft-cds.filter.fa	158	472	465.11392405063293	158	0	0	14892	59684	NA	0	187	187
ENSMUSP00000038938-mafft-cds.filter.fa	112	620	594.9732142857143	112	0	0	14506	54934	NA	0	292	289
ENSMUSP00000037978-mafft-cds.filter.fa	162	554	543.7716049382716	162	0	0	23418	66330	NA	0	255	255
ENSMUSP00000038613-mafft-cds.filter.fa	104	94	91.10576923076923	95	3	0	2240	7536	NA	0	10	8
ENSMUSP00000041361-mafft-cds.filter.fa	154	1131	1074.448051948052	154	0	0	20884	153290	NA	0	1001	995
ENSMUSP00000048340-mafft-cds.filter.fa	162	1048	1028.4876543209878	162	0	0	43277	126499	NA	0	581	581
ENSMUSP00000039243-mafft-cds.filter.fa	158	391	382.5886075949367	154	2	0	14792	46986	NA	0	255	255
ENSMUSP00000042303-mafft-cds.filter.fa	156	671	637.0320512820513	156	0	0	13513	91163	NA	0	522	519
ENSMUSP00000047054-mafft-cds.filter.fa	130	454	430.34615384615387	130	0	0	9022	49998	NA	0	365	362
ENSMUSP00000049156-mafft-cds.filter.fa	131	125	124.83206106870229	118	5	0	4964	11411	NA	0	1	1
ENSMUSP00000043966-mafft-cds.filter.fa	148	462	461.18243243243245	148	0	0	21175	47201	NA	0	36	36
ENSMUSP00000038199-mafft-cds.filter.fa	161	531	515.7950310559006	159	1	0	27309	58182	NA	0	289	286
ENSMUSP00000042590-mafft-cds.filter.fa	49	164	160.89795918367346	49	0	0	2442	5594	NA	0	41	41
ENSMUSP00000037348-mafft-cds.filter.fa	142	98	97.91549295774648	130	5	0	3464	10452	NA	0	0	0
ENSMUSP00000046320-mafft-cds.filter.fa	120	225	223.33333333333334	107	5	0	9724	17276	NA	0	40	40
