node,clade,node.type,branch.length,label,astral,gcf,scf,ES.sum,EN.sum,S.sum,N.sum,num.genes.full,num.genes.partial,num.genes.no.clade,avg.ES,avg.EN,avg.S,avg.N,avg.dS,avg.dN,avg.dNdS
155,Dasymys_incomtus_LSUMZ37702,tip,NA,Dasymys_incomtus_LSUMZ37702,NA,NA,NA,1657564.060212413,3685074.5638375944,18887.149553571435,9464.60227793041,9088,0,2706,182.39041155506305,405.4879581687494,2.0782514913700965,1.041439511215934,0.011394521639876224,0.0025683611319045007,0.22540315540024725
158,Pelomys_isseli_FMNH137886,tip,NA,Pelomys_isseli_FMNH137886,NA,NA,NA,3752139.940844474,8321366.493466708,53433.52143199235,17477.043428434594,10430,0,1364,359.74496077128225,797.8299610226949,5.123060539980091,1.675651335420383,0.014240812516168135,0.002100261230190524,0.1474818398041557
159,Pelomys_minor_FMNH219213,tip,NA,Pelomys_minor_FMNH219213,NA,NA,NA,3794174.7130112913,8414774.167256514,53623.57750305249,17847.37103174604,10435,0,1359,363.60083497952,806.3990577150469,5.138819118644225,1.7103374251793042,0.014133133437203661,0.0021209566266428815,0.15006980837382708
162,Arvicanthus_neumanni_FMNH158037,tip,NA,Arvicanthus_neumanni_FMNH158037,NA,NA,NA,2960849.126373409,6541751.268157251,33211.98492063493,14624.613431013424,8463,0,3331,349.8581030808707,772.9825437973828,3.9243749167712316,1.7280649215424109,0.011217047374958473,0.002235580784338356,0.19930207207015851
160,Lemniscomys_striatus_TCD4711,tip,NA,Lemniscomys_striatus_TCD4711,NA,NA,NA,3171502.7649105107,7036064.70920586,69720.91659035409,24427.690918803408,8806,0,2988,360.15248295599713,799.0080296622599,7.917433180826038,2.773982616262027,0.02198355850789283,0.0034717831527107273,0.15792634988845147
161,Arvicanthus_niloticus_MNHN1999201,tip,NA,Arvicanthus_niloticus_MNHN1999201,NA,NA,NA,3523121.840127722,7809404.010209471,40880.652403056716,14117.808851206262,10235,0,1559,344.22294480974324,763.0096736892498,3.9942015049395914,1.3793657890773094,0.01160353069185217,0.0018077959384287996,0.15579705750235207
163,Malacomys_longipes_TCD4253,tip,NA,Malacomys_longipes_TCD4253,NA,NA,NA,3468016.2337553306,7692055.432124831,176814.14675671555,65530.20672313796,9356,0,2438,370.67296213716656,822.1521410992765,18.898476566557882,7.004083660019021,0.05098423272524676,0.00851920625135642,0.16709491927173425
164,Apodemus_sylvaticus_SMG3823,tip,NA,Apodemus_sylvaticus_SMG3823,NA,NA,NA,3153186.7380510117,6989264.092613602,211564.4550061051,68996.88144078142,8576,0,3218,367.67569240333626,814.979488411101,24.669362757241732,8.045345317255297,0.06709544108284349,0.009871837796728664,0.14713127505250015
168,Myomyscus_verreauxii_MNHN1999102,tip,NA,Myomyscus_verreauxii_MNHN1999102,NA,NA,NA,3656443.904315407,8102097.3949028645,76708.43956043958,28357.621794871793,9747,0,2047,375.1353138725153,831.2401143842069,7.869953786851296,2.9093692207727293,0.020978973441902603,0.003500034671603916,0.16683536405137347
167,Mastomys_natalensis_T4162,tip,NA,Mastomys_natalensis_T4162,NA,NA,NA,3777051.8888191488,8374094.041562349,93033.04787469484,34234.28271138583,10144,0,1650,372.34344329841764,825.5218889552789,9.171238946637898,3.374830708929991,0.024631127824876278,0.00408811777626022,0.16597363325488546
169,Zelotomys_woosnami_TTU-M115260,tip,NA,Zelotomys_woosnami_TTU-M115260,NA,NA,NA,3511772.075688366,7782441.293917987,63886.99491205633,25898.78533930151,9539,0,2255,368.14887049883276,815.8550470613258,6.697452029778418,2.7150419686866036,0.018192238429805677,0.003327848468261692,0.1829268278943307
166,Praomys_degraaffi_TCD4312,tip,NA,Praomys_degraaffi_TCD4312,NA,NA,NA,2619219.920313334,5825629.3810889,49365.71978495641,20135.065581975494,7676,0,4118,341.22198023883976,758.9407739823997,6.431177668701982,2.623119539079663,0.01884748943840151,0.003456290173099192,0.18338199283226794
170,Colomys_goslingi_TCD4175,tip,NA,Colomys_goslingi_TCD4175,NA,NA,NA,3242152.3639642526,7197681.9304956235,56292.165170940214,24738.842521367525,9279,0,2515,349.4075184787426,775.6958649095402,6.066619805037204,2.6661108439883097,0.017362590912325455,0.0034370569247513328,0.1979576056423362
165,Praomys_jacksoni_REC31,tip,NA,Praomys_jacksoni_REC31,NA,NA,NA,3420723.847101377,7577352.409047756,63486.372876405214,24384.102240431992,9490,0,2304,360.4556214016203,798.4565236088257,6.689818005943647,2.569452290877976,0.018559338816607995,0.0032180240437697074,0.17339109305392006
172,Hylomyscus_stella_LSUMZ37742,tip,NA,Hylomyscus_stella_LSUMZ37742,NA,NA,NA,3896664.7408386474,8646461.516510446,77588.67199249506,27806.324976053635,10644,0,1150,366.09026125879814,812.3319726146605,7.289428033868382,2.612394304401882,0.01991155953945278,0.003215919590107163,0.16151018124598113
174,Mus_pahari_10460X1,tip,NA,Mus_pahari_10460X1,NA,NA,NA,2971573.5422809767,6574028.92932155,112680.86970561765,42680.43471524881,7900,0,3894,376.1485496558198,832.1555606736139,14.263401228559196,5.402586672816305,0.0379195965041215,0.006492279722847751,0.171211730118017
175,Mus_minutoides_10460X2,tip,NA,Mus_minutoides_10460X2,NA,NA,NA,3378067.773750848,7489130.595446931,55518.86974548441,21344.321463306816,9462,0,2332,357.0141379994555,791.4955184365812,5.867561799353668,2.2557938557711705,0.016435096470500607,0.0028500399600833834,0.17341181812950882
176,Mus_musculoides_LSUMZ37820,tip,NA,Mus_musculoides_LSUMZ37820,NA,NA,NA,3632673.505285027,8059548.269614139,61957.56436965813,21595.73599664225,10285,0,1509,353.20111864706143,783.6216110465862,6.024070429718827,2.099731258788746,0.017055638025140058,0.002679521888101574,0.15710475821261868
171,Heimyscus_fumosus_FMNH167810,tip,NA,Heimyscus_fumosus_FMNH167810,NA,NA,NA,3716803.3212309754,8246754.720980239,92598.61675824174,32540.63763736264,10291,0,1503,361.1702770606331,801.3560121446156,8.998019313792803,3.1620481622157848,0.024913510012570108,0.003945871890014784,0.15838281671365836
177,Mus_platythrix_10460X13,tip,NA,Mus_platythrix_10460X13,NA,NA,NA,2591099.9521460137,5727106.490494336,72859.88144012359,30331.301842685578,6995,0,4799,370.4217229658347,818.742886418061,10.415994487508733,4.33614036350044,0.028119286320768603,0.005296095313231643,0.18834387376752174
178,Mus_caroli_10460X9,tip,NA,Mus_caroli_10460X9,NA,NA,NA,3250264.745633305,7193173.868622339,59727.24449602122,23504.719922319047,8892,0,2902,365.52684948642656,808.9489280951799,6.716964068378455,2.6433558167250393,0.018376116769030622,0.003267642399810468,0.17782007161150853
183,Mus_macedonicus_10460X12,tip,NA,Mus_macedonicus_10460X12,NA,NA,NA,2713336.3383910693,6016113.618997018,20449.844482600733,10044.264858058605,9591,0,2203,282.9044248139995,627.266564382965,2.132191062725548,1.047259395063977,0.007536789373751911,0.0016695603664036423,0.22152143089180076
182,Mus_spicilegus_10460X11,tip,NA,Mus_spicilegus_10460X11,NA,NA,NA,2077448.958192071,4592581.807158861,16482.21880920803,10913.241213527843,7418,0,4376,280.055130519287,619.1132120731817,2.2219221905106536,1.4711837710336806,0.007933874256796139,0.0023762758447800347,0.29951014698077955
179,Mus_cookii_10460X3,tip,NA,Mus_cookii_10460X3,NA,NA,NA,3599897.613101585,7982162.848530616,44002.57226564146,15401.799560807964,10177,0,1617,353.72876221888424,784.3335804785905,4.323727254165418,1.5133929017203462,0.012223284380504896,0.0019295271035021768,0.15785668102262346
181,Mus_spretus_10460X4,tip,NA,Mus_spretus_10460X4,NA,NA,NA,3057296.07683857,6765823.686885837,32075.62329559807,15224.74321949603,9084,0,2710,336.558352800371,744.8066586179918,3.5310021241301266,1.67599551073272,0.010491500492410998,0.0022502423834966424,0.2144824169931031
173,Hylomyscus_vulcanorum_TCD4382,tip,NA,Hylomyscus_vulcanorum_TCD4382,NA,NA,NA,3343480.1449107844,7420438.29861378,69276.66072717991,26127.20107653363,9388,0,2406,356.144029070173,790.4173730947784,7.379277878907106,2.7830422961795516,0.020719925863064592,0.003520978145106938,0.16993198568260542
180,Mus_cervicolor_10460X10,tip,NA,Mus_cervicolor_10460X10,NA,NA,NA,3609582.6262656515,8001578.436924798,47197.09358027033,16204.175050524176,10150,0,1644,355.6239040655814,788.3328509285516,4.649959958647323,1.596470448327505,0.013075498878134506,0.0020251223153355522,0.15487916248626366
185,Mus_musculus-musculus_10460X14,tip,NA,Mus_musculus-musculus_10460X14,NA,NA,NA,786404.5899083699,1762120.1380676737,6261.323321123322,4288.118437118436,9286,0,2508,84.687119309538,189.76094530127867,0.6742756107175665,0.4617831614385566,0.00796196182152609,0.0024334994785433594,0.30564068669157773
184,Mus_musculus-castaneus_10460X7,tip,NA,Mus_musculus-castaneus_10460X7,NA,NA,NA,1031297.3398045471,2304878.1476145266,8702.950931013433,5161.67416056166,9644,0,2150,106.9366797806457,238.9960750326137,0.9024212910631929,0.5352212941270904,0.008438837758141436,0.0022394564180773825,0.26537498198929693
187,Mus_musculus-domesticus_10460X15,tip,NA,Mus_musculus-domesticus_10460X15,NA,NA,NA,1825471.5682017547,4056381.0931060403,9951.435670077053,5641.9740684602775,10054,0,1740,181.56669665822108,403.4594283972588,0.9897986542746223,0.5611671044818259,0.0054514328480503626,0.0013908885627262704,0.2551418317889955
186,Mus_musculus-reference_10460X5,tip,NA,Mus_musculus-reference_10460X5,NA,NA,NA,623101.806989651,1398855.1423388366,6189.143612637363,4054.959684065934,8974,0,2820,69.43412157228116,155.87866529293922,0.6896750181231739,0.4518564390534805,0.009932796764847379,0.0028987702595754013,0.29183827357006653
190,Lophiomys_imhausi_UM5152;Lophuromys_woosnami_LSUMZ37793,internal,0.836628,1/84.3/63.6,1,84.3,63.6,2984138.1760480143,6579019.180482317,203111.6646634615,74989.43790064107,3837,3770,4187,392.2884417047475,864.863833374828,26.70062635249921,9.857951610443154,0.06806376001410513,0.011398270143839814,0.16746459704074096
188,mm10,tip,0,mm10,NA,NA,NA,2063228.662036612,4599741.53340007,10022.25,3120.75,11793,0,1,174.95367269029185,390.0399841770601,0.8498473670821673,0.26462732129229205,0.0048575565977777,0.0006784620347337608,0.13967146261232505
192,Batomys_russatus_KU165776;Carpomys_melanurus_FMNH198723;Crateromys_heaneyi_KU165014;Musseromys_anacuao_FMNH209523;Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43,internal,1.8635414725,1/83.5/64.3,1,83.5,64.3,3996118.130911755,8857810.25764883,108923.72916666667,41838.020833333336,5641,4325,1828,400.9751285281713,888.8029558146527,10.929533329988628,4.198075540169912,0.027257384691431682,0.00472329160553035,0.17328484221801035
193,Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43,internal,2.674754292,1/93.9/92.8,1,93.9,92.8,3976873.9971034406,8814572.242295645,121401.79960317462,48238.6051587302,7733,2499,1562,388.6702499123769,861.4710948295196,11.864913956526056,4.714484476029144,0.03052694143480475,0.0054725974026581985,0.1792710682904745
194,Batomys_russatus_KU165776;Carpomys_melanurus_FMNH198723;Crateromys_heaneyi_KU165014;Musseromys_anacuao_FMNH209523,internal,1.063645983,1/72.6/51.8,1,72.6,51.8,3602030.958455002,7984021.290445151,43552.482371794875,18679.22275641026,5682,2631,3481,433.30096937988714,960.4259942794599,5.239081242847934,2.2469893848683102,0.012091090519242953,0.002339575769764612,0.19349584440222165
191,Abeomelomys_sevia_KUM161018;Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Anisomys_imitator_ABTC45107;Anonymomys_mindorensis_FMNH2222010;Apodemus_sylvaticus_SMG3823;Apomys_lubangensis_JAE169;Archboldomys_luzonensis_EAR1826;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Bandicota_indica_ABTC119185;Batomys_russatus_KU165776;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Carpomys_melanurus_FMNH198723;Chiropodomys_gliroides_Z25153;Chiruromys_vates_ABTC43096;Chrotomys_mindorensis_JAE520;Chrotomys_whiteheadi_KU168311;Coccymys_ruemmleri_ABTC49489;Colomys_goslingi_TCD4175;Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Crateromys_heaneyi_KU165014;Crossomys_moncktoni_ABTC46614;Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Grammomys_dryas_LSUMZ37716;Haeromys_minahassae_JAE4996;Halmaheramys_bokimekot_33262-WD225;Heimyscus_fumosus_FMNH167810;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Hyomys_goliath_ABTC42697;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Lemniscomys_striatus_TCD4711;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Leptomys_elegans_ABTC45741;Limnomys_sibuanus_FMNH147948;Lorentzimys_nouhuysi_ABTC-46314;Macruromys_major_ABTC43909;Malacomys_longipes_TCD4253;Mallomys_rothschildi_ABTC47402;Mammelomys_lanosus_ABTC47208;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Mastacomys_fuscus_M13957;Mastomys_natalensis_T4162;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632;Melasmothrix_naso_Z21808;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Micaelemys_namaquensis_MNHN1987009;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Musseromys_anacuao_FMNH209523;Mylomys_dybowskii_MNHN1997072;Myomyscus_verreauxii_MNHN1999102;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Papagomys_armandvillei_WAMM32592;Parahydromys_asper_ABTC45798;Paraleptomys_wilhelmina_H126-ABTC133716;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43;Pithecheir_melanurus_LSUMZ38198;Pogonomelomys_mayeri_AMM21849;Pogonomys_macrourus_ABTC43144;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Pseudohydromys_pumehanae_ABTC43920;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Rhabdomys_pumilio_MNHN1995065;Rhynchomys_isarogensis_JAE2195;rnor6;Saxatilomys_paulinae_ABTC116266;Solomys_salebrosus_ABTC64864;Sommeromys_macrorhinos_Z21740;Stochomys_longicaudatus_MNHN1999459;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Vandeleuria_oleracea_ABTC116404;Waiomys_mamasae_Z20624;Xenuromys_barbatus_ABTC129204;Xeromys_myoides_ABTC30709;Zelotomys_woosnami_TTU-M115260;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,0.836628,1/73.6/52.7,1,73.6,52.7,2984138.1760480143,6579019.180482317,203111.6646634615,74989.43790064107,20,7587,4187,392.2884417047475,864.863833374828,26.70062635249921,9.857951610443154,0.06806376001410513,0.011398270143839814,0.16746459704074096
195,Batomys_russatus_KU165776;Crateromys_heaneyi_KU165014,internal,1.4948862343,1/82.1/65,1,82.1,65,3790719.982189531,8399439.662217386,64597.52804487181,24392.978365384617,7022,2173,2599,412.25883438711594,913.4790279736146,7.025288531253052,2.6528524595306817,0.017040965396647442,0.0029041197206415865,0.17041990597627346
196,Carpomys_melanurus_FMNH198723;Musseromys_anacuao_FMNH209523,internal,2.1685601996,1/90.1/76.3,1,90.1,76.3,3988048.8666095803,8840449.755146027,81219.84695512823,28590.627403846145,8639,1405,1750,397.0578321992812,880.1722177564742,8.08640451564399,2.8465379733020852,0.020365810367859626,0.003234069328565952,0.1587989512889607
198,Anonymomys_mindorensis_FMNH2222010;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Halmaheramys_bokimekot_33262-WD225;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Limnomys_sibuanus_FMNH147948;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632;Melasmothrix_naso_Z21808;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Saxatilomys_paulinae_ABTC116266;Sommeromys_macrorhinos_Z21740;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624,internal,2.1789535893,1/78.5/67,1,78.5,67,3785671.4075575685,8382201.497110014,99818.33333333336,32941.16666666666,163,9017,2614,412.38250626988764,913.0938450010908,10.87345679012346,3.588362381989832,0.026367405563530916,0.003929894393259813,0.14904365102554112
200,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Maxomys_musschenbroekii_sample1,internal,0.8261808296,1/65.2/56.4,1,65.2,56.4,3656061.968444337,8098704.9604753675,84706.1010760073,30313.944711538472,2632,6359,2803,406.6357433482746,900.7568635830684,9.42121021866392,3.371587666726557,0.023168672141531,0.003743060755945744,0.16155698233720184
199,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632,internal,1.5755553345,1/79.2/67,1,79.2,67,3766109.039349176,8343226.755767539,74792.8060897436,28522.84775641027,2640,6496,2658,412.22734668883277,913.2253454211404,8.18660311840451,3.122027994353138,0.019859437235696338,0.0034186830337186846,0.1721440035356981
