# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i test-2-mafft-175/nt/ -o test-2-filter-175/ --overwrite
# Runtime:        03/16/2021 13:53:59
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/test-2-mafft-175/nt
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/test-2-filter-175
# --overwrite set:        Overwriting previous files in output directory.
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/test-2-filter-175/aln-stats.tab
# ----------------
# 03.16.2021 | 13:53:59 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre 20 gap seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre percent sites 20 gap	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post 20 gap seqs	post invariant sites	post stop codons	post percent sites with gap	post percent sites 20 gap
ENSMUSP00000099466-mafft-cds.fa	193	652	579.0932642487047	193	0	37	2	0	591	588	0	156	652	610.5897435897435	156	0	0	7	0	543	540
ENSMUSP00000034597-mafft-cds.fa	194	599	363.64948453608247	192	1	194	0	5	599	411	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000072614-mafft-cds.fa	194	448	420.7061855670103	194	0	10	0	5	448	440	11	184	437	424.54891304347825	184	0	0	6	5	260	259
ENSMUSP00000110435-mafft-cds.fa	194	1050	897.8814432989691	194	0	40	0	0	960	931	60	154	990	930.9480519480519	154	0	0	56	0	806	805
ENSMUSP00000145628-mafft-cds.fa	193	362	281.63212435233163	193	0	91	0	1	362	361	0	102	362	321.7843137254902	102	0	0	18	1	252	251
ENSMUSP00000088263-mafft-cds.fa	192	201	185.86979166666666	185	3	43	0	3	201	200	0	149	201	197.61744966442953	144	2	0	5	3	75	74
ENSMUSP00000092888-mafft-cds.fa	191	242	219.45549738219896	189	1	29	0	11	242	238	0	162	242	231.98765432098764	160	1	0	0	11	109	105
ENSMUSP00000029446-mafft-cds.fa	194	783	750.0979381443299	194	0	6	0	13	671	665	4	188	779	757.4148936170212	188	0	0	15	13	481	477
ENSMUSP00000140951-mafft-cds.fa	193	89	88.22279792746114	148	14	5	3	0	27	27	0	188	89	88.90957446808511	143	14	0	9	0	5	5
ENSMUSP00000025101-mafft-cds.fa	193	211	184.72538860103626	185	4	39	0	0	211	204	8	154	203	197.51298701298703	148	3	0	12	0	83	82
ENSMUSP00000058237-mafft-cds.fa	185	94	65.01081081081081	137	19	116	0	0	75	75	0	69	94	93.26086956521739	61	4	0	6	0	7	7
ENSMUSP00000035009-mafft-cds.fa	173	33	31.566473988439306	68	22	31	0	0	8	8	0	142	33	33.0	58	18	0	1	0	0	0
ENSMUSP00000090305-mafft-cds.fa	189	120	108.14814814814815	189	0	44	0	5	120	119	0	145	120	117.8896551724138	145	0	0	0	5	33	32
ENSMUSP00000099410-mafft-cds.fa	193	765	603.160621761658	193	0	78	0	0	765	751	19	115	746	718.7913043478261	115	0	0	4	0	335	332
ENSMUSP00000129418-mafft-cds.fa	193	210	208.0984455958549	185	4	3	6	0	112	112	0	190	210	209.67894736842106	182	4	0	15	0	14	14
ENSMUSP00000095322-mafft-cds.fa	184	79	78.7445652173913	141	15	1	5	51	11	11	0	183	79	78.8415300546448	140	15	0	5	51	7	7
ENSMUSP00000105810-mafft-cds.fa	193	383	376.5025906735751	184	3	1	1	1	268	267	0	192	383	377.6510416666667	183	3	0	15	1	257	256
ENSMUSP00000004949-mafft-cds.fa	193	505	480.83937823834196	193	0	10	3	0	392	390	4	183	501	486.3606557377049	183	0	0	7	0	311	311
ENSMUSP00000157397-mafft-cds.fa	194	187	171.04123711340208	179	6	35	0	4	101	94	5	159	182	177.9056603773585	146	5	0	4	4	27	24
ENSMUSP00000049319-mafft-cds.fa	189	218	173.5873015873016	178	4	72	0	0	218	216	4	117	214	204.52991452991452	108	3	0	9	0	125	125
ENSMUSP00000108929-mafft-cds.fa	192	334	259.6614583333333	190	1	88	0	0	334	320	20	104	314	296.6057692307692	102	1	0	23	0	135	135
ENSMUSP00000039088-mafft-cds.fa	194	371	275.21649484536084	194	0	108	0	1	371	324	0	86	371	321.0232558139535	86	0	0	56	1	98	51
ENSMUSP00000092210-mafft-cds.fa	194	539	477.2783505154639	194	0	27	0	0	539	536	40	167	499	479.7245508982036	167	0	1	1	0	258	255
ENSMUSP00000151743-mafft-cds.fa	193	161	148.38860103626942	167	11	5	2	0	97	97	0	188	161	149.91489361702128	164	10	0	6	0	29	29
ENSMUSP00000115754-mafft-cds.fa	193	227	208.40414507772022	185	4	38	1	1	226	225	0	155	227	223.43225806451613	149	3	0	21	0	71	70
ENSMUSP00000041747-mafft-cds.fa	193	257	226.69948186528498	190	1	54	2	0	225	224	0	139	257	253.05755395683454	136	1	0	9	0	91	90
ENSMUSP00000039486-mafft-cds.fa	193	245	225.89637305699483	182	5	20	0	3	245	243	0	173	245	234.58959537572255	162	5	0	17	2	109	107
ENSMUSP00000003635-mafft-cds.fa	188	171	153.0159574468085	182	2	18	0	0	171	160	16	170	155	153.42352941176472	162	2	0	1	0	21	20
ENSMUSP00000047551-mafft-cds.fa	193	413	377.8134715025907	193	0	26	0	0	413	407	5	167	408	391.91616766467064	167	0	0	1	0	358	355
ENSMUSP00000043706-mafft-cds.fa	190	97	84.20526315789473	166	10	56	0	0	97	97	0	134	97	96.8955223880597	116	7	0	18	0	0	0
ENSMUSP00000058609-mafft-cds.fa	193	947	870.3886010362694	193	0	34	1	0	901	892	8	159	939	918.188679245283	159	0	0	65	0	339	335
ENSMUSP00000108715-mafft-cds.fa	190	182	161.05789473684212	178	5	23	0	0	182	182	0	167	182	168.4251497005988	155	5	0	8	0	66	66
ENSMUSP00000010502-mafft-cds.fa	192	195	187.859375	181	5	13	1	1	149	149	0	179	195	192.08379888268158	168	5	0	1	1	106	106
ENSMUSP00000041411-mafft-cds.fa	193	216	203.7357512953368	180	5	16	0	0	216	216	0	177	216	210.4858757062147	164	5	0	12	0	82	82
ENSMUSP00000114467-mafft-cds.fa	192	455	416.65625	190	1	23	0	0	450	449	0	169	455	433.2307692307692	167	1	0	11	0	174	173
ENSMUSP00000099515-mafft-cds.fa	193	240	216.279792746114	189	2	29	0	0	240	240	0	164	240	229.22560975609755	160	2	0	14	0	172	172
ENSMUSP00000009138-mafft-cds.fa	194	454	353.50515463917526	194	0	89	0	7	454	441	15	105	439	388.23809523809524	105	0	0	35	2	251	247
ENSMUSP00000021957-mafft-cds.fa	194	589	519.4020618556701	192	1	29	0	0	533	512	25	165	564	531.4545454545455	163	1	0	10	0	331	326
ENSMUSP00000034029-mafft-cds.fa	194	383	312.5927835051546	194	0	72	0	1	383	379	7	122	376	341.4672131147541	122	0	0	2	0	251	251
ENSMUSP00000078260-mafft-cds.fa	182	141	133.56043956043956	182	0	15	3	0	71	70	0	167	141	136.36526946107784	167	0	0	4	0	36	35
ENSMUSP00000038816-mafft-cds.fa	194	618	612.1701030927835	186	4	2	5	0	247	245	0	192	618	614.3958333333334	184	4	0	18	0	55	53
ENSMUSP00000099531-mafft-cds.fa	194	993	933.4072164948453	194	0	6	3	0	891	884	8	188	985	938.1276595744681	188	0	0	7	0	754	751
ENSMUSP00000100891-mafft-cds.fa	193	190	154.55958549222797	175	8	56	0	1	190	167	26	137	164	162.83211678832117	118	7	0	9	0	6	5
ENSMUSP00000022695-mafft-cds.fa	193	261	229.87046632124353	185	4	24	0	0	261	243	20	169	241	235.8639053254438	158	5	0	6	0	143	143
ENSMUSP00000043660-mafft-cds.fa	193	196	158.77720207253887	184	4	85	0	1	196	190	8	108	188	181.37037037037038	108	0	0	26	1	54	52
ENSMUSP00000078853-mafft-cds.fa	194	2799	2694.8041237113403	194	0	3	5	1	1954	1924	19	191	2780	2703.612565445026	191	0	0	111	1	1685	1663
ENSMUSP00000109257-mafft-cds.fa	193	119	110.16580310880829	191	1	29	0	13	119	116	0	164	119	115.13414634146342	162	1	0	0	13	24	21
ENSMUSP00000026068-mafft-cds.fa	193	559	520.2849740932643	193	0	16	0	0	530	527	4	177	555	532.2372881355932	177	0	0	4	0	328	327
ENSMUSP00000066239-mafft-cds.fa	191	233	229.98429319371726	181	5	3	3	2	100	99	0	188	233	231.26063829787233	178	5	0	7	2	44	43
ENSMUSP00000157442-mafft-cds.fa	193	884	766.4922279792746	193	0	40	0	0	884	873	14	153	870	833.8104575163399	153	0	0	37	0	354	351
ENSMUSP00000004965-mafft-cds.fa	193	170	161.93264248704662	173	9	16	0	0	105	105	0	177	170	165.94350282485877	161	7	0	11	0	34	34
ENSMUSP00000030432-mafft-cds.fa	192	327	188.55729166666666	192	0	175	0	0	327	276	0	17	327	278.6470588235294	17	0	0	115	0	96	73
ENSMUSP00000099705-mafft-cds.fa	194	212	193.68041237113403	168	9	36	0	0	212	211	0	158	212	207.5253164556962	145	5	0	11	0	37	36
ENSMUSP00000121216-mafft-cds.fa	193	564	546.6580310880829	189	2	5	11	0	446	444	0	188	564	552.6702127659574	184	2	0	26	0	246	244
ENSMUSP00000082154-mafft-cds.fa	193	511	441.91709844559585	193	0	43	0	0	511	504	10	150	501	466.1666666666667	150	0	0	30	0	374	373
ENSMUSP00000104906-mafft-cds.fa	193	339	306.17098445595855	193	0	41	0	0	339	339	0	152	339	328.88157894736844	152	0	0	16	0	199	199
ENSMUSP00000050592-mafft-cds.fa	172	1260	1034.7325581395348	170	1	64	0	0	1260	1214	49	108	1211	1192.3703703703704	106	1	0	159	0	127	115
ENSMUSP00000107294-mafft-cds.fa	194	272	237.98969072164948	184	5	33	0	0	229	204	28	161	244	241.90683229813664	153	4	0	42	0	19	18
ENSMUSP00000075377-mafft-cds.fa	193	1312	925.4404145077721	193	0	144	0	1	1285	1105	0	49	1312	1096.2448979591836	49	0	0	345	0	435	286
ENSMUSP00000036915-mafft-cds.fa	193	926	882.259067357513	193	0	17	0	0	926	924	4	176	922	908.8693181818181	176	0	0	26	0	412	412
ENSMUSP00000035630-mafft-cds.fa	192	264	250.44270833333334	186	2	13	0	3	264	261	5	179	259	255.79329608938548	173	2	0	15	3	77	77
ENSMUSP00000058697-mafft-cds.fa	192	574	444.984375	170	4	68	0	1	574	564	9	124	565	556.8145161290323	122	1	0	60	1	67	62
ENSMUSP00000077644-mafft-cds.fa	194	406	333.9896907216495	192	1	66	0	2	406	404	4	128	402	372.1328125	126	1	0	8	1	298	298
ENSMUSP00000046536-mafft-cds.fa	193	328	317.6373056994819	189	2	7	0	0	328	328	0	186	328	323.4516129032258	182	2	0	2	0	100	100
ENSMUSP00000036628-mafft-cds.fa	194	310	299.2886597938144	188	3	14	4	0	219	219	0	180	310	305.68888888888887	174	3	0	13	0	79	79
ENSMUSP00000023758-mafft-cds.fa	193	503	456.2435233160622	193	0	12	0	0	478	477	30	181	473	450.8453038674033	181	0	0	24	0	204	203
ENSMUSP00000107653-mafft-cds.fa	192	118	107.765625	179	5	17	2	0	75	71	4	175	114	111.29714285714286	162	5	0	2	0	28	26
ENSMUSP00000058567-mafft-cds.fa	194	588	427.82474226804123	194	0	152	0	2	588	530	0	42	588	495.5238095238095	42	0	0	42	2	337	279
ENSMUSP00000096510-mafft-cds.fa	192	143	116.59375	167	9	19	0	0	143	123	32	173	111	108.64161849710983	145	10	0	6	0	9	7
ENSMUSP00000099575-mafft-cds.fa	194	586	525.2371134020618	192	1	32	0	0	586	583	4	162	582	549.9691358024692	160	1	0	1	0	494	493
ENSMUSP00000104299-mafft-cds.fa	194	3689	3418.2113402061855	194	0	11	11	0	3483	3428	88	183	3601	3446.2295081967213	183	0	0	36	0	2636	2629
ENSMUSP00000078175-mafft-cds.fa	193	154	141.15025906735752	186	3	36	0	0	154	154	0	157	154	150.62420382165604	150	3	0	12	0	67	67
ENSMUSP00000092038-mafft-cds.fa	193	416	336.53367875647666	193	0	64	0	0	416	379	29	129	387	355.27131782945736	129	0	0	21	0	199	198
ENSMUSP00000017354-mafft-cds.fa	193	682	657.4145077720207	189	2	9	0	0	569	569	0	184	682	667.5978260869565	180	2	0	30	0	353	353
ENSMUSP00000151931-mafft-cds.fa	194	534	519.1855670103092	194	0	4	3	2	407	405	0	190	534	522.4	190	0	0	5	2	336	334
ENSMUSP00000048198-mafft-cds.fa	194	712	651.7268041237113	192	1	20	0	0	712	709	0	174	712	671.5114942528736	172	1	0	24	0	414	411
ENSMUSP00000125434-mafft-cds.fa	194	582	561.9742268041238	192	1	6	0	0	582	582	0	188	582	567.2872340425532	186	1	0	2	0	380	380
ENSMUSP00000029575-mafft-cds.fa	194	326	316.1546391752577	194	0	6	0	0	269	269	0	188	326	320.7659574468085	188	0	0	9	0	110	110
ENSMUSP00000031534-mafft-cds.fa	193	319	288.83937823834196	191	1	34	0	0	319	313	5	159	314	303.23899371069183	157	1	0	9	0	146	143
ENSMUSP00000063104-mafft-cds.fa	193	340	239.60103626943004	189	2	144	0	0	340	337	0	49	340	322.38775510204084	49	0	0	112	0	74	71
ENSMUSP00000032766-mafft-cds.fa	193	356	333.9896373056995	191	1	12	0	0	356	352	6	181	350	338.70165745856355	179	1	0	0	0	261	261
ENSMUSP00000152426-mafft-cds.fa	193	751	727.6528497409327	191	1	4	0	0	486	481	0	189	751	732.7301587301587	187	1	0	58	0	350	345
ENSMUSP00000091440-mafft-cds.fa	193	1046	975.1554404145078	189	2	21	0	2	988	986	0	172	1046	1012.8081395348837	168	2	0	16	0	806	804
ENSMUSP00000099842-mafft-cds.fa	193	970	867.4974093264249	193	0	22	0	0	849	832	22	171	948	883.438596491228	171	0	0	24	0	762	760
ENSMUSP00000048036-mafft-cds.fa	194	451	196.45876288659792	194	0	193	0	6	416	256	0	1	451	433.0	1	0	0	451	0	0	0
ENSMUSP00000133273-mafft-cds.fa	194	727	673.0876288659794	194	0	13	0	5	727	717	10	181	717	688.3149171270718	181	0	0	9	5	628	624
ENSMUSP00000095966-mafft-cds.fa	186	77	66.69354838709677	128	23	53	0	0	77	77	0	133	77	77.0	94	15	0	15	0	0	0
ENSMUSP00000146501-mafft-cds.fa	194	580	490.83505154639175	194	0	44	0	0	580	580	33	150	547	514.8133333333334	150	0	0	16	0	451	451
ENSMUSP00000106586-mafft-cds.fa	194	560	537.7680412371134	189	2	6	4	1	421	415	5	188	555	541.1489361702128	183	2	0	33	1	267	264
ENSMUSP00000128314-mafft-cds.fa	194	1207	865.7010309278351	194	0	166	0	0	1194	1059	0	28	1207	997.9642857142857	28	0	0	222	0	523	435
ENSMUSP00000082694-mafft-cds.fa	193	287	265.7150259067358	191	1	38	0	0	287	284	4	155	283	280.7935483870968	153	1	0	11	0	73	72
ENSMUSP00000029815-mafft-cds.fa	182	29	28.928571428571427	70	24	1	1	0	2	2	0	181	29	28.96132596685083	69	24	0	1	0	2	2
ENSMUSP00000046517-mafft-cds.fa	190	107	103.87368421052632	138	19	11	0	0	107	107	0	179	107	106.92737430167598	129	18	0	12	0	0	0
ENSMUSP00000062256-mafft-cds.fa	193	420	409.8756476683938	188	2	7	1	0	344	342	0	186	420	416.252688172043	181	2	0	34	0	96	94
ENSMUSP00000089097-mafft-cds.fa	190	88	80.15789473684211	156	13	27	5	0	55	55	0	163	88	87.96932515337423	141	10	0	10	0	1	1
ENSMUSP00000022894-mafft-cds.fa	194	244	216.39690721649484	191	1	47	0	2	244	244	0	147	244	229.7891156462585	144	1	0	0	1	141	141
ENSMUSP00000046302-mafft-cds.fa	194	348	330.4329896907216	189	2	16	0	0	296	296	0	178	348	339.37640449438203	173	2	0	5	0	182	182
ENSMUSP00000035743-mafft-cds.fa	194	811	674.479381443299	194	0	60	0	2	811	791	24	134	787	716.2686567164179	134	0	0	0	1	743	741
ENSMUSP00000045478-mafft-cds.fa	194	594	497.0360824742268	194	0	52	0	1	594	584	12	142	582	551.5985915492957	142	0	0	24	0	202	199
ENSMUSP00000142516-mafft-cds.fa	193	370	285.37823834196894	188	2	116	13	4	299	298	0	77	370	341.1948051948052	77	0	0	27	2	253	252
ENSMUSP00000099636-mafft-cds.fa	193	421	380.0362694300518	193	0	23	0	0	397	394	5	170	416	389.2647058823529	170	0	0	10	0	172	172
ENSMUSP00000004036-mafft-cds.fa	193	336	316.40932642487047	178	6	18	0	0	297	297	0	175	336	324.8857142857143	160	6	0	36	0	147	147
ENSMUSP00000097221-mafft-cds.fa	194	217	214.53608247422682	182	5	5	14	0	109	109	0	189	217	216.67195767195767	177	5	0	18	0	19	19
ENSMUSP00000043142-mafft-cds.fa	193	441	404.47668393782385	193	0	22	3	0	314	313	0	171	441	418.2046783625731	171	0	0	5	0	304	303
ENSMUSP00000009689-mafft-cds.fa	194	434	392.3917525773196	194	0	25	0	0	393	392	0	169	434	407.9585798816568	169	0	0	4	0	344	343
ENSMUSP00000032469-mafft-cds.fa	193	566	414.98445595854923	193	0	157	0	1	553	471	0	36	566	492.8888888888889	36	0	0	131	0	130	68
ENSMUSP00000038489-mafft-cds.fa	191	102	94.23560209424083	178	5	20	0	1	102	100	4	171	98	96.7719298245614	157	5	0	4	1	30	30
ENSMUSP00000095868-mafft-cds.fa	184	580	555.9402173913044	184	0	18	1	0	526	526	0	166	580	576.9638554216867	166	0	0	43	0	156	156
ENSMUSP00000070259-mafft-cds.fa	194	420	287.50515463917526	194	0	173	0	7	420	353	0	21	420	355.5238095238095	21	0	0	191	2	70	3
ENSMUSP00000134962-mafft-cds.fa	180	34	34.0	56	18	0	0	0	0	0	0	180	34	34.0	56	18	0	0	0	0	0
ENSMUSP00000032497-mafft-cds.fa	193	284	266.54404145077723	191	1	23	0	0	284	284	0	170	284	278.31176470588235	168	1	0	9	0	94	94
ENSMUSP00000048350-mafft-cds.fa	194	262	229.5	190	2	46	0	0	262	261	0	148	262	250.9527027027027	144	2	0	11	0	88	87
ENSMUSP00000059570-mafft-cds.fa	186	257	250.06451612903226	181	2	11	1	0	209	209	0	175	257	255.50285714285715	170	2	0	14	0	33	33
ENSMUSP00000033683-mafft-cds.fa	194	260	257.2113402061856	194	0	2	0	3	77	77	0	192	260	258.2604166666667	192	0	0	0	3	49	49
ENSMUSP00000111309-mafft-cds.fa	194	198	183.0257731958763	184	4	13	0	4	165	161	5	181	193	185.1657458563536	174	3	0	3	4	52	51
ENSMUSP00000015501-mafft-cds.fa	194	506	484.4845360824742	194	0	10	0	0	506	505	0	184	506	493.1304347826087	184	0	0	0	0	397	396
ENSMUSP00000099732-mafft-cds.fa	194	506	475.5154639175258	192	1	13	0	3	506	496	13	181	493	481.6022099447514	179	1	0	11	3	216	212
ENSMUSP00000096813-mafft-cds.fa	185	405	354.0972972972973	185	0	55	7	0	340	335	6	130	399	388.5076923076923	130	0	0	36	0	94	93
ENSMUSP00000089462-mafft-cds.fa	194	596	540.0103092783505	194	0	16	0	1	549	533	24	178	572	541.056179775281	178	0	0	5	1	404	402
ENSMUSP00000041328-mafft-cds.fa	193	1176	967.7512953367876	193	0	62	0	0	1176	1125	61	131	1115	1067.2519083969466	131	0	0	47	0	533	527
ENSMUSP00000001046-mafft-cds.fa	192	101	81.94270833333333	158	11	79	0	1	101	101	0	113	101	99.95575221238938	100	5	0	4	1	21	21
ENSMUSP00000023270-mafft-cds.fa	193	364	317.14507772020727	193	0	32	0	0	364	351	19	161	345	337.0124223602484	161	0	0	10	0	97	96
ENSMUSP00000033025-mafft-cds.fa	193	107	97.46632124352331	120	19	46	0	0	107	107	0	147	107	106.89115646258503	86	14	0	25	0	0	0
ENSMUSP00000039322-mafft-cds.fa	193	604	582.5544041450777	193	0	6	14	0	469	468	0	187	604	586.6042780748663	187	0	0	14	0	432	431
ENSMUSP00000002549-mafft-cds.fa	193	206	181.3523316062176	185	3	28	0	0	206	206	0	165	206	191.95151515151514	157	3	0	19	0	43	43
ENSMUSP00000093843-mafft-cds.fa	194	489	465.0360824742268	192	1	10	5	0	273	272	0	184	489	472.5	182	1	0	32	0	216	215
ENSMUSP00000021641-mafft-cds.fa	191	1099	880.4240837696335	191	0	54	0	3	1099	1069	31	137	1068	1031.4671532846714	137	0	0	149	0	167	157
ENSMUSP00000029839-mafft-cds.fa	194	298	274.7938144329897	171	10	4	17	2	210	192	20	190	278	274.61052631578946	166	10	0	34	2	88	88
ENSMUSP00000027797-mafft-cds.fa	194	678	588.479381443299	194	0	41	0	5	649	637	6	153	672	617.0130718954248	153	0	0	8	4	438	430
ENSMUSP00000025830-mafft-cds.fa	193	421	324.72020725388603	193	0	115	0	0	421	384	0	78	421	367.61538461538464	78	0	0	18	0	266	257
ENSMUSP00000127530-mafft-cds.fa	192	231	207.19270833333334	186	2	33	0	0	231	228	4	159	227	220.25786163522014	156	1	0	15	0	87	86
ENSMUSP00000047474-mafft-cds.fa	189	117	102.24867724867725	130	13	9	1	0	70	57	18	180	99	98.77777777777777	117	15	0	2	0	11	11
ENSMUSP00000038438-mafft-cds.fa	194	254	231.00515463917526	192	1	27	0	0	253	249	4	167	250	241.2814371257485	165	1	0	17	0	78	76
ENSMUSP00000024885-mafft-cds.fa	193	899	819.6528497409327	193	0	21	0	4	899	883	18	172	881	842.5872093023256	172	0	0	12	4	661	657
ENSMUSP00000043570-mafft-cds.fa	183	1208	1105.7704918032787	183	0	37	0	0	1148	1147	0	146	1208	1200.6301369863013	146	0	0	134	0	212	211
ENSMUSP00000127030-mafft-cds.fa	194	289	209.77835051546393	186	3	120	0	4	289	233	0	74	289	234.40540540540542	68	2	0	91	1	58	2
ENSMUSP00000128331-mafft-cds.fa	193	371	311.55440414507774	193	0	36	0	2	338	294	50	157	321	308.88535031847135	157	0	0	15	1	55	48
ENSMUSP00000070719-mafft-cds.fa	192	311	116.98958333333333	176	7	191	0	0	311	235	0	1	311	305.0	1	0	0	311	0	0	0
ENSMUSP00000037909-mafft-cds.fa	193	596	541.5647668393782	193	0	13	23	1	474	470	9	180	587	544.8222222222222	180	0	0	24	0	455	455
ENSMUSP00000020575-mafft-cds.fa	189	75	72.82539682539682	123	23	10	1	0	46	46	0	179	75	74.90502793296089	113	23	0	6	0	6	6
ENSMUSP00000003450-mafft-cds.fa	194	678	612.4742268041238	194	0	25	0	0	619	619	0	169	678	642.2307692307693	169	0	0	16	0	508	508
ENSMUSP00000059167-mafft-cds.fa	193	167	151.74093264248705	183	4	45	0	0	167	166	0	148	167	165.9189189189189	142	2	0	23	0	3	2
ENSMUSP00000047402-mafft-cds.fa	193	180	179.0621761658031	170	9	1	15	0	34	34	0	192	180	179.40625	169	9	0	20	0	30	30
ENSMUSP00000132215-mafft-cds.fa	185	122	95.8	173	6	61	0	2	122	113	10	124	112	108.30645161290323	114	5	0	3	2	22	19
ENSMUSP00000136411-mafft-cds.fa	180	26	25.994444444444444	101	25	0	1	0	0	0	0	180	26	25.994444444444444	101	25	0	1	0	0	0
ENSMUSP00000035177-mafft-cds.fa	193	177	161.98445595854923	181	5	27	0	0	177	177	0	166	177	171.09036144578315	154	5	0	12	0	108	108
ENSMUSP00000081867-mafft-cds.fa	194	4215	3396.201030927835	194	0	72	0	8	4074	3805	321	122	3894	3519.5819672131147	122	0	0	81	4	2430	2418
ENSMUSP00000157470-mafft-cds.fa	194	349	332.4587628865979	189	2	8	0	0	310	308	4	186	345	334.9462365591398	181	2	0	22	0	166	166
ENSMUSP00000153554-mafft-cds.fa	193	174	151.1658031088083	185	4	26	0	1	154	153	3	167	171	155.04191616766468	159	4	0	5	1	104	103
ENSMUSP00000027706-mafft-cds.fa	193	732	659.2901554404145	193	0	42	0	1	719	716	0	151	732	718.9205298013245	151	0	0	60	1	190	187
ENSMUSP00000029208-mafft-cds.fa	193	514	408.83937823834196	193	0	88	0	1	514	502	12	105	502	461.23809523809524	105	0	0	14	1	392	388
ENSMUSP00000021028-mafft-cds.fa	194	590	548.0773195876288	194	0	11	7	0	440	440	0	183	590	558.0382513661202	183	0	0	12	0	371	371
ENSMUSP00000000187-mafft-cds.fa	194	207	200.0257731958763	175	7	10	0	0	199	199	0	184	207	204.85326086956522	167	6	0	20	0	84	84
ENSMUSP00000045901-mafft-cds.fa	194	440	197.03092783505156	194	0	193	0	1	406	252	0	1	440	433.0	1	0	0	440	0	0	0
ENSMUSP00000099585-mafft-cds.fa	194	710	608.7474226804123	194	0	41	0	3	710	699	13	153	697	640.1830065359477	153	0	0	6	3	519	516
ENSMUSP00000095807-mafft-cds.fa	182	329	301.5	182	0	10	1	0	192	171	24	172	305	302.84302325581393	172	0	0	2	0	65	64
ENSMUSP00000024897-mafft-cds.fa	193	222	193.96373056994818	185	4	47	2	0	170	169	0	146	222	209.94520547945206	144	1	0	18	0	85	84
ENSMUSP00000149847-mafft-cds.fa	192	313	297.265625	192	0	16	1	0	256	251	9	176	304	302.125	176	0	0	6	0	76	76
ENSMUSP00000064622-mafft-cds.fa	192	49	49.0	61	20	0	10	0	0	0	0	192	49	49.0	61	20	0	10	0	0	0
ENSMUSP00000143608-mafft-cds.fa	194	112	94.18041237113403	140	19	100	0	0	112	112	0	94	112	110.59574468085107	70	9	0	16	0	23	23
ENSMUSP00000031852-mafft-cds.fa	194	395	375.91752577319585	194	0	10	3	1	299	294	6	184	389	379.0978260869565	184	0	0	7	1	145	142
ENSMUSP00000141442-mafft-cds.fa	181	68	56.591160220994475	92	25	53	0	0	68	68	0	128	68	67.9140625	70	19	0	9	0	0	0
ENSMUSP00000128512-mafft-cds.fa	194	170	159.55154639175257	174	8	25	0	4	170	170	0	169	170	167.23076923076923	151	7	0	6	4	52	52
ENSMUSP00000125101-mafft-cds.fa	192	59	55.958333333333336	117	24	21	0	0	59	59	0	171	59	58.941520467836256	102	21	0	2	0	3	3
ENSMUSP00000103178-mafft-cds.fa	194	722	540.340206185567	194	0	132	0	7	722	697	0	62	722	665.4677419354839	62	0	0	57	1	225	200
ENSMUSP00000114580-mafft-cds.fa	193	87	79.69430051813471	157	16	39	0	0	87	87	0	154	87	86.90259740259741	127	12	0	10	0	1	1
ENSMUSP00000138659-mafft-cds.fa	175	71	67.06285714285714	155	8	6	0	0	44	42	0	169	71	68.04733727810651	149	8	0	0	0	26	24
ENSMUSP00000102952-mafft-cds.fa	185	93	77.99459459459459	127	13	62	0	0	93	93	0	123	93	92.6910569105691	88	8	0	9	0	8	8
ENSMUSP00000034796-mafft-cds.fa	194	210	202.85051546391753	188	3	9	0	0	140	140	0	185	210	206.28108108108108	179	3	0	5	0	112	112
ENSMUSP00000030446-mafft-cds.fa	193	358	348.11917098445593	185	4	8	6	0	266	266	0	185	358	352.227027027027	177	4	0	21	0	85	85
ENSMUSP00000137357-mafft-cds.fa	189	125	115.5978835978836	164	9	35	0	0	125	125	0	154	125	124.85064935064935	129	9	0	12	0	1	1
ENSMUSP00000116465-mafft-cds.fa	194	652	544.8505154639175	194	0	54	0	0	652	639	16	140	636	586.8571428571429	140	0	0	8	0	444	443
ENSMUSP00000070279-mafft-cds.fa	193	468	404.4145077720207	193	0	41	0	1	468	446	28	152	440	421.55263157894734	152	0	0	2	1	300	300
ENSMUSP00000034244-mafft-cds.fa	190	137	128.9	153	13	16	0	0	137	135	4	174	133	132.98275862068965	140	11	0	15	0	0	0
ENSMUSP00000149838-mafft-cds.fa	187	309	279.8235294117647	187	0	31	0	5	248	243	6	156	303	290.4807692307692	156	0	0	1	4	95	94
ENSMUSP00000045838-mafft-cds.fa	194	484	468.4896907216495	192	1	10	0	0	401	397	0	184	484	476.5869565217391	182	1	0	38	0	141	137
ENSMUSP00000149281-mafft-cds.fa	186	318	299.6290322580645	186	0	14	0	0	245	238	8	172	310	304.6453488372093	172	0	0	5	0	85	83
