# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i ../03-Alignments/roycroft/original_used_for_analysis-fa/ -f NA --count -o roycroft-stats-2
# Runtime:        03/23/2021 11:15:58
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/roycroft/original_used_for_analysis-fa
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/roycroft-stats-2-fNA-seq20-site50
# --count set:            Will not output sequences.
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/roycroft-stats-2-fNA-seq20-site50/aln-stats-fNA-seq20-site50.tab
# ----------------
# 03.23.2021 | 11:15:58 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites
CCDS375131Mm106chr17.fa	38	261	216.71052631578948	38	0	13	26	0	155	146
CCDS294281Mm106chr19.fa	38	243	225.52631578947367	38	0	1	50	0	83	83
CCDS209061Mm106chr7.fa	38	420	359.1842105263158	38	0	9	49	0	235	221
CCDS252721Mm106chr11.fa	38	226	205.89473684210526	38	0	7	36	0	120	117
CCDS185061Mm106chr4.fa	38	254	223.47368421052633	38	0	5	2	0	184	184
CCDS287271Mm106chr17.fa	38	186	165.05263157894737	38	0	7	12	0	78	74
CCDS231721Mm106chr9.fa	38	134	125.0	38	0	3	13	0	62	62
CCDS273171Mm106chr14.fa	38	399	366.5263157894737	38	0	1	31	0	185	183
CCDS273021Mm106chr14.fa	38	119	114.6842105263158	38	0	2	13	0	34	34
CCDS496431Mm106chr15.fa	38	141	104.44736842105263	38	0	20	4	0	113	104
CCDS234071Mm106chr9.fa	38	256	224.73684210526315	38	0	8	0	0	222	220
CCDS399331Mm106chr7.fa	38	257	250.5	38	0	0	57	3	39	39
CCDS188391Mm106chr4.fa	38	180	148.42105263157896	38	0	13	10	0	116	106
CCDS505171Mm106chr2.fa	38	276	253.76315789473685	38	0	5	16	0	217	217
CCDS494161Mm106chr14.fa	38	1152	1014.0526315789474	38	0	7	30	1	803	803
CCDS494031Mm106chr14.fa	38	22	15.5	13	4	11	0	0	22	22
CCDS182921Mm106chr4.fa	38	1544	1407.6842105263158	38	0	1	139	0	681	677
CCDS206581Mm106chr6.fa	38	239	211.39473684210526	38	0	5	0	0	159	157
CCDS400051Mm106chr7.fa	38	369	312.1578947368421	38	0	10	7	0	249	243
CCDS401551Mm106chr7.fa	38	1027	962.7894736842105	38	0	0	164	0	340	339
CCDS383961Mm106chr3.fa	38	561	546.6052631578947	38	0	1	19	0	7	7
CCDS160691Mm106chr2.fa	38	19	18.5	13	4	1	0	0	0	0
CCDS219211Mm106chr7.fa	38	687	609.5	38	0	3	68	0	349	340
CCDS161391Mm106chr2.fa	38	346	297.86842105263156	38	0	11	10	0	229	224
CCDS218711Mm106chr7.fa	38	826	767.2894736842105	38	0	1	41	0	375	374
CCDS197401Mm106chr5.fa	38	289	259.13157894736844	38	0	6	15	0	206	206
CCDS527461Mm106chr9.fa	38	1370	1101.421052631579	38	0	14	224	0	840	675
CCDS245471Mm106chr11.fa	38	56	50.18421052631579	35	1	4	0	0	56	56
CCDS220851Mm106chr8.fa	38	40	26.31578947368421	29	2	21	0	0	40	38
CCDS190541Mm106chr4.fa	38	302	265.92105263157896	38	0	7	16	1	147	147
CCDS528981Mm106chr9.fa	38	413	399.7368421052632	38	0	1	0	0	38	37
CCDS298141Mm106chr19.fa	38	722	591.3947368421053	38	0	17	12	0	657	657
CCDS192351Mm106chr5.fa	38	375	349.86842105263156	38	0	1	54	0	107	107
CCDS193651Mm106chr5.fa	38	618	571.078947368421	38	0	0	35	0	247	247
CCDS366421Mm106chr13.fa	38	51	37.81578947368421	34	1	16	0	0	51	51
CCDS525271Mm106chr8.fa	38	202	181.02631578947367	38	0	8	15	0	104	101
CCDS524771Mm106chr8.fa	38	1305	692.7105263157895	29	1	35	0	0	1305	901
CCDS364021Mm106chr12.fa	38	283	254.44736842105263	38	0	3	30	1	162	154
CCDS357021Mm106chr1.fa	38	57	52.68421052631579	36	1	6	0	0	40	40
CCDS360821Mm106chr10.fa	38	572	516.7105263157895	38	0	4	19	0	404	404
CCDS227111Mm106chr8.fa	38	28	25.36842105263158	31	2	3	0	0	15	15
CCDS276931Mm106chr15.fa	38	1937	1405.4736842105262	33	1	10	0	0	1937	1823
CCDS276861Mm106chr15.fa	38	261	230.21052631578948	38	0	7	28	0	151	150
CCDS295462Mm106chr19.fa	38	103	97.42105263157895	35	1	4	0	0	103	103
CCDS289531Mm106chr17.fa	38	900	831.2894736842105	38	0	2	129	0	419	412
CCDS383161Mm106chr2.fa	38	127	115.02631578947368	38	0	5	0	0	70	69
CCDS382461Mm106chr2.fa	38	283	242.97368421052633	38	0	3	0	0	259	244
CCDS151042Mm106chr1.fa	38	207	196.02631578947367	38	0	2	38	0	76	76
CCDS238691Mm106chr10.fa	38	37	36.05263157894737	25	6	1	6	0	7	7
CCDS497471Mm106chr16.fa	38	666	553.3947368421053	38	0	10	0	0	537	537
CCDS389731Mm106chr4.fa	38	331	267.86842105263156	38	0	12	20	0	259	259
CCDS378991Mm106chr19.fa	38	414	364.36842105263156	38	0	8	48	0	223	222
CCDS266861Mm106chr13.fa	38	344	327.63157894736844	38	0	2	13	0	197	195
CCDS223341Mm106chr8.fa	38	627	509.5	35	1	11	0	1	627	619
CCDS266931Mm106chr13.fa	38	566	513.0	38	0	1	36	0	364	362
CCDS528251Mm106chr9.fa	38	48	36.18421052631579	32	2	14	0	0	48	48
CCDS370161Mm106chr14.fa	38	271	235.21052631578948	38	0	9	18	0	234	234
CCDS370031Mm106chr14.fa	38	811	755.3157894736842	38	0	2	89	0	403	403
CCDS198231Mm106chr5.fa	38	175	148.94736842105263	38	0	7	3	0	140	136
CCDS269861Mm106chr14.fa	38	30	24.710526315789473	28	2	8	0	0	30	30
CCDS199141Mm106chr6.fa	38	18	13.605263157894736	18	4	9	0	0	18	18
CCDS360742Mm106chr10.fa	38	228	197.68421052631578	38	0	13	18	0	166	165
CCDS212671Mm106chr7.fa	38	450	422.13157894736844	38	0	0	120	0	156	156
CCDS161841Mm106chr2.fa	38	389	363.2631578947368	38	0	1	43	0	181	181
CCDS405711Mm106chr9.fa	38	190	185.23684210526315	38	0	0	73	0	24	24
CCDS403351Mm106chr8.fa	38	397	326.6578947368421	38	0	16	7	0	307	297
CCDS221681Mm106chr8.fa	38	1236	1151.421052631579	38	0	0	129	0	415	406
CCDS210861Mm106chr7.fa	38	206	187.3421052631579	38	0	5	11	0	105	105
CCDS369571Mm106chr14.fa	38	363	327.8157894736842	38	0	6	3	0	230	230
CCDS517451Mm106chr6.fa	38	593	527.6842105263158	38	0	5	46	0	410	409
CCDS516721Mm106chr5.fa	38	1300	1072.421052631579	38	0	12	16	0	1082	1071
CCDS237901Mm106chr10.fa	38	2819	2546.2631578947367	38	0	4	62	2	2186	2172
CCDS407901Mm106chr9.fa	38	152	144.21052631578948	38	0	4	17	0	75	75
CCDS302321Mm106chrX.fa	38	159	119.21052631578948	34	1	17	0	0	159	158
CCDS303621Mm106chrX.fa	38	445	394.44736842105266	38	0	10	35	0	293	292
CCDS495861Mm106chr15.fa	38	301	271.10526315789474	38	0	3	18	0	276	275
CCDS191391Mm106chr5.fa	38	499	454.2631578947368	38	0	3	71	0	225	224
CCDS166101Mm106chr2.fa	38	670	585.7368421052631	38	0	4	3	0	403	401
CCDS387401Mm106chr4.fa	38	36	31.842105263157894	29	3	4	0	0	36	36
CCDS167401Mm106chr2.fa	38	393	358.0263157894737	38	0	4	66	0	148	147
CCDS235322Mm106chr9.fa	38	197	154.1578947368421	38	0	21	0	0	126	118
CCDS199031Mm106chr6.fa	38	589	548.578947368421	38	0	1	88	0	262	262
CCDS216551Mm106chr7.fa	38	274	248.0	38	0	7	41	0	136	136
CCDS198341Mm106chr5.fa	38	107	98.0	38	0	5	8	0	59	59
CCDS276081Mm106chr15.fa	38	323	301.0	38	0	2	66	0	83	82
CCDS529621Mm106chr9.fa	38	63	49.18421052631579	33	2	13	0	0	63	61
CCDS247811Mm106chr11.fa	38	281	276.2368421052632	38	0	1	59	0	15	14
CCDS247941Mm106chr11.fa	38	394	342.36842105263156	38	0	8	38	0	291	291
CCDS405661Mm106chr9.fa	38	278	259.2105263157895	38	0	2	38	0	88	88
CCDS513901Mm106chr4.fa	38	346	303.39473684210526	38	0	5	7	0	300	295
CCDS403221Mm106chr8.fa	38	876	680.0263157894736	38	0	22	28	0	664	647
CCDS501871Mm106chr17.fa	38	604	563.5263157894736	38	0	4	0	0	291	291
CCDS280651Mm106chr16.fa	38	417	383.63157894736844	38	0	3	13	0	335	331
CCDS257701Mm106chr11.fa	38	210	189.10526315789474	38	0	5	15	0	125	125
CCDS501921Mm106chr17.fa	38	100	99.73684210526316	25	4	0	51	0	3	3
CCDS280701Mm106chr16.fa	38	291	270.3157894736842	38	0	4	55	0	149	148
CCDS212701Mm106chr7.fa	38	137	113.26315789473684	38	0	14	9	0	101	101
CCDS161931Mm106chr2.fa	38	268	237.1578947368421	38	0	7	25	0	124	124
CCDS213201Mm106chr7.fa	38	398	381.2631578947368	38	0	2	62	0	102	102
CCDS258151Mm106chr12.fa	38	612	585.578947368421	38	0	1	20	0	208	205
CCDS258001Mm106chr12.fa	38	370	349.1578947368421	38	0	1	18	0	80	80
CCDS516651Mm106chr5.fa	38	90	79.15789473684211	38	0	7	0	0	76	76
CCDS511711Mm106chr4.fa	38	816	767.7368421052631	38	0	1	166	0	278	274
CCDS274551Mm106chr15.fa	38	541	510.39473684210526	38	0	3	72	0	228	227
CCDS407871Mm106chr9.fa	38	969	848.4473684210526	38	0	4	15	2	736	729
CCDS388891Mm106chr4.fa	38	581	527.2894736842105	38	0	3	61	0	275	274
CCDS210911Mm106chr7.fa	38	236	183.42105263157896	38	0	19	1	0	224	221
CCDS291371Mm106chr18.fa	38	21	18.236842105263158	7	5	5	0	0	21	21
CCDS485811Mm106chr10.fa	38	635	510.9736842105263	38	0	16	10	3	569	568
CCDS291221Mm106chr18.fa	38	194	183.05263157894737	38	0	7	17	0	62	62
CCDS166071Mm106chr2.fa	38	298	274.4736842105263	38	0	3	57	0	102	102
CCDS502641Mm106chr18.fa	38	427	402.86842105263156	38	0	2	36	0	131	131
CCDS360191Mm106chr10.fa	38	208	181.28947368421052	38	0	10	0	0	118	118
CCDS387571Mm106chr4.fa	38	362	336.07894736842104	38	0	1	31	0	100	98
CCDS234752Mm106chr9.fa	38	402	333.0	38	0	11	0	0	263	242
CCDS362591Mm106chr11.fa	38	680	616.9473684210526	38	0	2	72	0	255	245
CCDS355491Mm106chr1.fa	38	360	278.89473684210526	38	0	19	8	0	280	263
CCDS255381Mm106chr11.fa	38	37	32.421052631578945	38	0	8	0	0	30	30
CCDS264551Mm106chr13.fa	38	143	138.10526315789474	32	2	1	24	0	20	19
CCDS514041Mm106chr4.fa	38	169	165.28947368421052	38	0	1	37	0	19	18
CCDS279781Mm106chr16.fa	38	3484	3240.342105263158	38	0	1	278	0	1652	1641
CCDS568291Mm106chr12.fa	38	56	54.473684210526315	33	2	1	0	0	2	2
CCDS197571Mm106chr5.fa	38	81	65.63157894736842	36	1	13	0	0	81	79
CCDS498251Mm106chr16.fa	38	205	193.23684210526315	38	0	3	5	0	80	78
CCDS196071Mm106chr5.fa	38	293	275.4736842105263	38	0	6	32	0	109	109
CCDS270491Mm106chr14.fa	38	112	94.5	38	0	12	2	0	89	89
CCDS370901Mm106chr15.fa	38	91	84.39473684210526	38	0	4	5	0	49	49
CCDS247622Mm106chr11.fa	38	77	62.78947368421053	38	0	15	0	0	68	68
CCDS484251Mm106chr1.fa	38	367	273.89473684210526	38	0	19	6	0	322	290
CCDS220921Mm106chr8.fa	38	912	813.9736842105264	38	0	7	0	0	584	583
CCDS370851Mm106chr15.fa	38	486	419.5	38	0	8	0	7	380	376
CCDS243801Mm106chr11.fa	38	433	403.3157894736842	38	0	2	62	0	128	126
CCDS190431Mm106chr4.fa	38	181	164.3421052631579	38	0	4	0	0	123	123
CCDS358451Mm106chr10.fa	38	185	153.97368421052633	38	0	10	0	1	185	183
CCDS219361Mm106chr7.fa	38	476	454.1578947368421	38	0	0	91	0	155	155
CCDS357151Mm106chr1.fa	38	432	414.57894736842104	38	0	2	52	0	218	217
CCDS356451Mm106chr1.fa	38	393	380.86842105263156	38	0	2	53	0	145	145
CCDS229081Mm106chr9.fa	38	37	31.55263157894737	36	1	9	0	0	25	25
CCDS192221Mm106chr5.fa	38	1274	1167.157894736842	38	0	4	183	0	609	606
CCDS198891Mm106chr5.fa	38	739	695.7105263157895	38	0	4	32	0	357	357
CCDS260491Mm106chr12.fa	38	239	187.44736842105263	38	0	17	7	0	167	147
CCDS525301Mm106chr8.fa	38	469	439.3421052631579	38	0	0	49	0	176	176
CCDS253641Mm106chr11.fa	38	387	308.5	38	0	16	33	0	290	264
CCDS301291Mm106chrX.fa	38	81	66.52631578947368	36	1	13	0	0	73	73
CCDS253711Mm106chr11.fa	38	255	202.07894736842104	38	0	20	9	0	218	210
CCDS214091Mm106chr7.fa	38	381	379.4736842105263	38	0	0	122	0	8	7
CCDS385451Mm106chr3.fa	38	24	17.342105263157894	16	5	11	0	0	24	24
CCDS384151Mm106chr3.fa	38	77	62.60526315789474	36	1	13	0	0	77	77
CCDS297761Mm106chr19.fa	38	68	66.21052631578948	27	2	1	0	0	0	0
CCDS374181Mm106chr16.fa	38	1106	837.9736842105264	36	1	9	0	0	1106	1094
CCDS269081Mm106chr14.fa	38	527	451.0263157894737	38	0	8	34	0	338	326
CCDS382511Mm106chr2.fa	38	1074	948.0526315789474	38	0	6	103	0	674	666
CCDS574561Mm106chr6.fa	38	66	62.28947368421053	36	1	2	9	0	37	36
CCDS519611Mm106chr6.fa	38	93	87.6842105263158	38	0	2	0	0	28	28
CCDS227061Mm106chr8.fa	38	285	262.5263157894737	38	0	1	32	0	122	121
CCDS272011Mm106chr14.fa	38	87	79.86842105263158	38	0	6	8	0	45	45
CCDS302981Mm106chrX.fa	38	299	258.2631578947368	38	0	9	27	0	211	211
CCDS272141Mm106chr14.fa	38	215	203.18421052631578	38	0	1	27	0	84	84
CCDS226561Mm106chr8.fa	38	384	346.05263157894734	38	0	4	11	0	227	226
CCDS572751Mm106chr4.fa	38	723	612.078947368421	38	0	12	29	0	503	498
CCDS222731Mm106chr8.fa	38	353	256.0	38	0	11	0	3	326	321
CCDS251391Mm106chr11.fa	38	122	99.97368421052632	38	0	17	6	0	66	66
CCDS284791Mm106chr17.fa	38	34	27.94736842105263	34	1	9	0	0	34	34
CCDS497401Mm106chr15.fa	38	322	283.42105263157896	38	0	6	17	6	162	160
CCDS262011Mm106chr12.fa	38	185	173.18421052631578	38	0	1	16	0	66	66
CCDS388341Mm106chr4.fa	38	571	537.9473684210526	38	0	0	114	0	234	234
CCDS168341Mm106chr2.fa	38	273	258.63157894736844	38	0	3	28	0	83	82
CCDS169641Mm106chr2.fa	38	146	116.76315789473684	34	2	15	0	0	146	144
CCDS171091Mm106chr2.fa	38	105	94.15789473684211	36	1	5	0	0	105	105
CCDS170591Mm106chr2.fa	38	455	325.60526315789474	35	1	19	0	0	455	421
CCDS244511Mm106chr11.fa	38	46	44.78947368421053	22	5	1	0	0	0	0
CCDS259981Mm106chr12.fa	38	267	241.05263157894737	38	0	5	19	0	195	195
CCDS532031Mm106chrX.fa	38	610	537.1052631578947	38	0	7	23	0	446	446
CCDS365011Mm106chr12.fa	38	44	43.78947368421053	36	1	0	14	0	2	2
CCDS185111Mm106chr4.fa	38	20	16.05263157894737	15	4	7	0	0	20	20
CCDS365141Mm106chr12.fa	38	189	157.8684210526316	38	0	9	50	72	52	29
CCDS490681Mm106chr12.fa	38	525	494.86842105263156	38	0	2	83	0	227	225
CCDS299021Mm106chr19.fa	38	238	211.81578947368422	38	0	5	0	0	225	225
CCDS570091Mm106chr15.fa	38	238	215.39473684210526	38	0	3	24	0	70	68
CCDS172381Mm106chr3.fa	38	116	102.44736842105263	38	0	7	11	0	91	91
CCDS392381Mm106chr5.fa	38	98	93.02631578947368	38	0	3	16	0	47	47
CCDS393681Mm106chr5.fa	38	72	60.76315789473684	34	2	9	0	0	72	71
CCDS173681Mm106chr3.fa	38	120	96.84210526315789	38	0	6	0	0	49	33
CCDS277851Mm106chr15.fa	38	115	103.71052631578948	38	0	5	15	0	69	67
CCDS246191Mm106chr11.fa	38	78	68.34210526315789	38	0	8	4	0	44	43
CCDS486441Mm106chr10.fa	38	175	148.28947368421052	38	0	11	0	0	154	154
CCDS288501Mm106chr17.fa	38	138	126.13157894736842	32	3	5	0	0	74	74
CCDS288451Mm106chr17.fa	38	929	849.3947368421053	38	0	2	66	0	494	492
CCDS400121Mm106chr7.fa	38	796	696.8157894736842	38	0	7	51	0	585	582
CCDS235401Mm106chr9.fa	38	236	203.3421052631579	38	0	11	13	0	144	144
CCDS398741Mm106chr7.fa	38	75	66.86842105263158	38	0	6	0	0	64	64
CCDS234101Mm106chr9.fa	38	308	268.10526315789474	38	0	9	18	0	214	212
CCDS167322Mm106chr2.fa	38	236	221.3421052631579	34	2	2	0	0	236	236
CCDS505001Mm106chr2.fa	38	29	28.31578947368421	19	1	1	10	0	3	3
CCDS267901Mm106chr13.fa	38	339	322.3421052631579	38	0	1	76	0	115	115
CCDS267851Mm106chr13.fa	38	154	149.02631578947367	38	0	1	27	0	27	27
CCDS182851Mm106chr4.fa	38	43	41.05263157894737	28	3	2	2	0	15	15
CCDS233391Mm106chr9.fa	38	96	82.71052631578948	34	2	9	0	0	96	96
CCDS242051Mm106chr10.fa	38	143	115.07894736842105	38	0	15	0	0	143	142
CCDS242101Mm106chr10.fa	38	345	313.7105263157895	38	0	4	9	0	218	218
CCDS232691Mm106chr9.fa	38	228	213.68421052631578	38	0	1	38	0	108	108
CCDS156851Mm106chr2.fa	38	130	110.39473684210526	38	0	10	10	0	77	77
CCDS207221Mm106chr7.fa	38	128	112.94736842105263	38	0	7	15	0	53	53
CCDS200361Mm106chr6.fa	38	63	48.578947368421055	36	1	15	0	0	63	61
CCDS268851Mm106chr14.fa	38	230	219.55263157894737	38	0	1	43	0	65	65
CCDS197322Mm106chr5.fa	38	32	24.657894736842106	29	3	11	0	0	32	31
CCDS512182Mm106chr4.fa	38	1604	1422.842105263158	38	0	5	115	0	1048	1013
CCDS201661Mm106chr6.fa	38	362	341.39473684210526	38	0	0	75	0	119	119
CCDS205431Mm106chr6.fa	38	1205	1121.921052631579	38	0	0	166	0	673	670
CCDS204131Mm106chr6.fa	38	190	160.3421052631579	38	0	13	7	0	175	175
CCDS494981Mm106chr14.fa	38	31	25.236842105263158	17	4	7	0	0	31	31
CCDS181891Mm106chr4.fa	38	503	475.86842105263156	38	0	1	136	0	148	147
CCDS174411Mm106chr3.fa	38	368	341.36842105263156	38	0	1	79	0	131	131
CCDS175111Mm106chr3.fa	38	44	39.44736842105263	30	4	6	0	0	44	44
CCDS368541Mm106chr14.fa	38	132	125.89473684210526	38	0	4	25	0	41	41
CCDS522251Mm106chr7.fa	38	643	375.13157894736844	30	1	28	0	0	643	641
CCDS236861Mm106chr10.fa	38	325	245.21052631578948	38	0	18	3	1	271	252
CCDS399991Mm106chr7.fa	38	566	468.92105263157896	38	0	10	35	0	396	392
CCDS240581Mm106chr10.fa	38	219	179.18421052631578	38	0	10	0	0	219	219
CCDS150261Mm106chr1.fa	38	457	446.13157894736844	38	0	0	214	0	106	106
CCDS273841Mm106chr15.fa	38	1498	1366.342105263158	38	0	1	174	0	747	743
CCDS183681Mm106chr4.fa	38	62	40.973684210526315	29	1	18	0	0	62	62
CCDS395761Mm106chr6.fa	38	578	481.92105263157896	38	0	6	0	0	566	550
CCDS394261Mm106chr6.fa	38	253	252.78947368421052	38	0	0	140	0	1	1
CCDS230881Mm106chr9.fa	38	423	380.0263157894737	38	0	4	50	0	211	205
CCDS154031Mm106chr1.fa	38	1350	1256.5	38	0	1	171	0	577	575
CCDS263841Mm106chr13.fa	38	668	584.8684210526316	38	0	8	48	0	378	377
CCDS203871Mm106chr6.fa	38	326	181.42105263157896	29	1	35	0	0	326	260
CCDS390641Mm106chr5.fa	38	456	420.94736842105266	38	0	1	70	0	215	215
CCDS566631Mm106chr1.fa	38	31	26.55263157894737	15	5	6	0	0	31	31
CCDS218902Mm106chr7.fa	38	397	350.0	38	0	6	10	0	226	225
CCDS259671Mm106chr12.fa	38	222	213.26315789473685	38	0	3	17	0	93	93
CCDS173461Mm106chr3.fa	38	803	718.1052631578947	38	0	3	8	0	542	535
CCDS290501Mm106chr18.fa	38	208	201.8684210526316	36	1	1	37	0	73	73
CCDS171271Mm106chr2.fa	38	323	256.36842105263156	34	1	12	0	0	323	323
CCDS503161Mm106chr18.fa	38	115	90.0	36	1	16	0	0	115	109
CCDS503031Mm106chr18.fa	38	446	396.42105263157896	38	0	6	35	0	268	266
CCDS204801Mm106chr6.fa	38	508	449.60526315789474	38	0	5	38	0	302	297
CCDS265321Mm106chr13.fa	38	54	37.578947368421055	32	1	18	0	0	54	54
CCDS397041Mm106chr6.fa	38	47	44.526315789473685	27	4	2	0	0	47	47
CCDS152541Mm106chr1.fa	38	352	300.89473684210526	38	0	7	0	0	235	230
CCDS490971Mm106chr12.fa	38	629	564.1315789473684	38	0	2	69	0	273	271
CCDS206611Mm106chr6.fa	38	93	82.07894736842105	38	0	9	0	0	93	93
CCDS373361Mm106chr16.fa	38	214	186.6315789473684	38	0	9	7	0	146	146
CCDS373231Mm106chr16.fa	38	55	49.36842105263158	36	1	5	0	0	55	55
CCDS292181Mm106chr18.fa	38	283	265.3157894736842	38	0	2	40	0	141	141
CCDS508911Mm106chr3.fa	38	112	98.02631578947368	20	5	12	0	0	95	95
CCDS576251Mm106chr8.fa	38	905	840.3684210526316	38	0	2	91	0	401	382
CCDS188001Mm106chr4.fa	38	119	108.97368421052632	38	0	6	0	0	72	72
CCDS189501Mm106chr4.fa	38	247	232.57894736842104	38	0	1	42	0	80	77
CCDS281171Mm106chr16.fa	38	180	169.47368421052633	38	0	0	55	0	36	36
CCDS361631Mm106chr11.fa	38	52	34.86842105263158	31	1	20	0	0	52	50
CCDS202441Mm106chr6.fa	38	501	447.1842105263158	38	0	2	105	0	190	184
CCDS379701Mm106chr19.fa	38	1658	1513.6842105263158	38	0	2	135	0	903	899
CCDS239801Mm106chr10.fa	38	196	152.1315789473684	38	0	20	6	0	153	145
CCDS296111Mm106chr19.fa	38	190	176.97368421052633	38	0	3	32	0	100	100
CCDS296041Mm106chr19.fa	38	76	70.5	38	0	2	5	0	44	44
CCDS259912Mm106chr12.fa	38	381	349.3157894736842	38	0	1	71	0	73	56
CCDS236621Mm106chr9.fa	38	363	356.2631578947368	38	0	1	72	0	17	16
CCDS185821Mm106chr4.fa	38	323	263.42105263157896	38	0	16	10	0	240	240
CCDS496271Mm106chr15.fa	38	660	601.1578947368421	38	0	3	94	0	275	274
CCDS200181Mm106chr6.fa	38	201	176.1578947368421	38	0	9	4	0	120	120
CCDS178001Mm106chr3.fa	38	166	155.55263157894737	38	0	2	17	0	84	84
CCDS201481Mm106chr6.fa	38	244	229.78947368421052	38	0	3	141	0	59	52
CCDS186331Mm106chr4.fa	38	184	150.52631578947367	38	0	15	11	25	142	141
CCDS531211Mm106chrX.fa	38	214	208.3684210526316	38	0	1	8	0	7	7
CCDS530711Mm106chrX.fa	38	39	39.0	27	4	0	8	0	0	0
CCDS187631Mm106chr4.fa	38	263	221.55263157894737	38	0	10	0	0	194	191
CCDS359221Mm106chr10.fa	38	1039	973.5263157894736	38	0	1	122	0	356	351
CCDS359371Mm106chr10.fa	38	43	37.26315789473684	23	5	7	0	0	43	43
CCDS294591Mm106chr19.fa	38	137	121.71052631578948	36	1	9	0	0	137	137
CCDS375771Mm106chr17.fa	38	175	162.57894736842104	38	0	3	14	0	104	104
CCDS278961Mm106chr15.fa	38	221	208.8684210526316	27	4	5	71	0	139	139
CCDS151581Mm106chr1.fa	38	130	82.89473684210526	34	1	23	0	1	130	129
CCDS234831Mm106chr9.fa	38	178	144.42105263157896	38	0	16	29	0	116	110
CCDS252031Mm106chr11.fa	38	260	236.10526315789474	38	0	7	0	0	205	204
CCDS405481Mm106chr9.fa	38	185	159.89473684210526	38	0	9	10	0	129	129
CCDS148651Mm106chr1.fa	38	841	723.6052631578947	38	0	12	68	0	436	429
CCDS510411Mm106chr3.fa	38	242	211.73684210526315	38	0	8	13	0	134	134
CCDS196941Mm106chr5.fa	38	850	815.3684210526316	38	0	0	210	0	204	201
CCDS573361Mm106chr5.fa	38	43	39.026315789473685	29	4	3	0	0	43	43
CCDS293801Mm106chr18.fa	38	616	499.3157894736842	38	0	14	71	0	349	320
CCDS289221Mm106chr17.fa	38	104	65.26315789473684	32	1	27	0	0	104	93
CCDS295222Mm106chr19.fa	38	178	161.26315789473685	38	0	6	0	0	145	145
CCDS519721Mm106chr7.fa	38	239	180.6578947368421	38	0	14	0	0	239	230
CCDS386671Mm106chr3.fa	38	246	196.78947368421052	36	1	7	0	0	246	227
CCDS165981Mm106chr2.fa	38	216	203.02631578947367	38	0	3	41	0	105	105
CCDS224241Mm106chr8.fa	38	612	548.9736842105264	38	0	7	41	0	320	320
CCDS501781Mm106chr17.fa	38	211	198.23684210526315	38	0	2	16	0	82	82
CCDS166291Mm106chr2.fa	38	519	467.05263157894734	38	0	5	19	0	284	284
CCDS384861Mm106chr3.fa	38	138	112.63157894736842	38	0	13	0	0	72	68
CCDS395802Mm106chr6.fa	38	260	248.89473684210526	38	0	1	42	0	83	83
CCDS387791Mm106chr4.fa	38	1348	1174.3947368421052	38	0	4	146	0	752	740
CCDS151802Mm106chr1.fa	38	281	248.73684210526315	38	0	3	12	0	160	160
CCDS355671Mm106chr1.fa	38	1041	963.1578947368421	38	0	2	38	2	786	785
CCDS704541Mm106chr13.fa	38	1458	1302.2368421052631	38	0	3	189	0	698	686
CCDS191001Mm106chr5.fa	38	307	264.2631578947368	38	0	12	0	0	265	265
CCDS364731Mm106chr12.fa	38	1087	957.9473684210526	38	0	7	30	0	549	548
CCDS797931Mm106chr2.fa	38	49	44.078947368421055	36	1	6	4	4	27	27
CCDS279921Mm106chr16.fa	38	218	204.81578947368422	38	0	2	18	0	81	81
CCDS298701Mm106chr19.fa	38	223	209.44736842105263	38	0	3	72	0	90	90
CCDS203712Mm106chr6.fa	38	1171	756.0526315789474	38	0	31	36	0	1067	845
CCDS195251Mm106chr5.fa	38	2146	1972.6052631578948	38	0	0	299	0	864	859
CCDS366261Mm106chr13.fa	38	60	59.55263157894737	38	0	0	3	0	5	5
CCDS369261Mm106chr14.fa	38	85	74.23684210526316	38	0	7	0	0	42	41
CCDS217961Mm106chr7.fa	38	282	246.52631578947367	38	0	8	0	0	282	281
CCDS164751Mm106chr2.fa	38	245	229.8421052631579	38	0	4	27	0	80	80
CCDS369331Mm106chr14.fa	38	253	227.31578947368422	38	0	5	4	0	177	177
CCDS301071Mm106chrX.fa	38	145	132.26315789473685	38	0	5	6	0	123	123
CCDS224991Mm106chr8.fa	38	264	220.94736842105263	38	0	10	0	0	252	252
CCDS300571Mm106chrX.fa	38	232	201.47368421052633	38	0	10	0	0	192	192
CCDS197791Mm106chr5.fa	38	174	143.07894736842104	38	0	14	0	0	161	160
CCDS512531Mm106chr4.fa	38	894	798.2368421052631	38	0	4	76	0	456	455
CCDS513031Mm106chr4.fa	38	1294	1250.4473684210527	38	0	0	324	0	255	253
CCDS304721Mm106chrX.fa	38	154	117.42105263157895	36	1	12	0	0	154	153
