target_name,protein_coding,feature_type,chrom,strand,gene_id,gene_start,gene_end,gene_length,transcript_id,transcript_start,transcript_end,transcript_length,protein_id,protein_start,protein_end,protein_length,exon_id,exon_no,exon_start,exon_end,exon_length,matching_sample_count,rat_exon_id
chr1_trid-ENSMUST00000111315_exid-ENSMUSE00000369761,TRUE,CDS,1,+,ENSMUSG00000006403,171250421,171260637,10216,ENSMUST00000111315,171250421,171260637,10216,ENSMUSP00000106947,171250852,171259175,8323,ENSMUSE00000369761,4,171253893,171254063,170,158,ENSRNOE00000463447
chr1_trid-ENSMUST00000111315_exid-ENSMUSE00000376930,TRUE,CDS,1,+,ENSMUSG00000006403,171250421,171260637,10216,ENSMUST00000111315,171250421,171260637,10216,ENSMUSP00000106947,171250852,171259175,8323,ENSMUSE00000376930,1,171250849,171251469,620,206,ENSRNOE00000033075
chr1_trid-ENSMUST00000111315_exid-ENSMUSE00000385515,TRUE,CDS,1,+,ENSMUSG00000006403,171250421,171260637,10216,ENSMUST00000111315,171250421,171260637,10216,ENSMUSP00000106947,171250852,171259175,8323,ENSMUSE00000385515,5,171256148,171256434,286,203,ENSRNOE00000033130
chr1_trid-ENSMUST00000111315_exid-ENSMUSE00000413076,TRUE,CDS,1,+,ENSMUSG00000006403,171250421,171260637,10216,ENSMUST00000111315,171250421,171260637,10216,ENSMUSP00000106947,171250852,171259175,8323,ENSMUSE00000413076,3,171253087,171253219,132,203,ENSRNOE00000504375
chr1_trid-ENSMUST00000111332_exid-ENSMUSE00000300786,TRUE,CDS,1,-,ENSMUSG00000038370,171173262,171196268,23006,ENSMUST00000111332,171173262,171196268,23006,ENSMUSP00000106964,171174386,171196016,21630,ENSMUSE00000300786,2,171175570,171175624,54,35,NA
chr1_trid-ENSMUST00000111332_exid-ENSMUSE00000687458,TRUE,CDS,1,-,ENSMUSG00000038370,171173262,171196268,23006,ENSMUST00000111332,171173262,171196268,23006,ENSMUSP00000106964,171174386,171196016,21630,ENSMUSE00000687458,3,171174386,171174525,139,173,ENSRNOE00000262837
chr1_trid-ENSMUST00000111332_exid-ENSMUSE00000687459,TRUE,CDS,1,-,ENSMUSG00000038370,171173262,171196268,23006,ENSMUST00000111332,171173262,171196268,23006,ENSMUSP00000106964,171174386,171196016,21630,ENSMUSE00000687459,1,171196011,171196019,8,85,ENSRNOE00000473878
chr1_trid-ENSMUST00000111336_exid-ENSMUSE00000476892,TRUE,CDS,1,-,ENSMUSG00000058076,171127165,171150603,23438,ENSMUST00000111336,171127165,171150603,23438,ENSMUSP00000106968,171129804,171150575,20771,ENSMUSE00000476892,5,171135993,171136156,163,126,ENSRNOE00000029972
chr1_trid-ENSMUST00000111336_exid-ENSMUSE00000490009,TRUE,CDS,1,-,ENSMUSG00000058076,171127165,171150603,23438,ENSMUST00000111336,171127165,171150603,23438,ENSMUSP00000106968,171129804,171150575,20771,ENSMUSE00000490009,4,171138694,171138755,61,92,NA
chr1_trid-ENSMUST00000111336_exid-ENSMUSE00000687471,TRUE,CDS,1,-,ENSMUSG00000058076,171127165,171150603,23438,ENSMUST00000111336,171127165,171150603,23438,ENSMUSP00000106968,171129804,171150575,20771,ENSMUSE00000687471,6,171129804,171129905,101,47,ENSRNOE00000029982
chr1_trid-ENSMUST00000111336_exid-ENSMUSE00000687472,TRUE,CDS,1,-,ENSMUSG00000058076,171127165,171150603,23438,ENSMUST00000111336,171127165,171150603,23438,ENSMUSP00000106968,171129804,171150575,20771,ENSMUSE00000687472,1,171150559,171150578,19,85,NA
chr1_trid-ENSMUST00000111336_exid-ENSMUSE00001232059,TRUE,CDS,1,-,ENSMUSG00000058076,171127165,171150603,23438,ENSMUST00000111336,171127165,171150603,23438,ENSMUSP00000106968,171129804,171150575,20771,ENSMUSE00001232059,3,171143558,171143659,101,164,ENSRNOE00000030009
chr1_trid-ENSMUST00000111336_exid-ENSMUSE00001292560,TRUE,CDS,1,-,ENSMUSG00000058076,171127165,171150603,23438,ENSMUST00000111336,171127165,171150603,23438,ENSMUSP00000106968,171129804,171150575,20771,ENSMUSE00001292560,2,171145756,171145812,56,68,NA
chr1_trid-ENSMUST00000111351_exid-ENSMUSE00000161744,TRUE,CDS,1,-,ENSMUSG00000026670,170141938,170174957,33019,ENSMUST00000111351,170142002,170174946,32944,ENSMUSP00000106983,170142483,170166902,24419,ENSMUSE00000161744,7,170150312,170150452,140,181,ENSRNOE00000027761
chr1_trid-ENSMUST00000111351_exid-ENSMUSE00000161746,TRUE,CDS,1,-,ENSMUSG00000026670,170141938,170174957,33019,ENSMUST00000111351,170142002,170174946,32944,ENSMUSP00000106983,170142483,170166902,24419,ENSMUSE00000161746,8,170149271,170149459,188,203,NA
chr1_trid-ENSMUST00000111351_exid-ENSMUSE00000161756,TRUE,CDS,1,-,ENSMUSG00000026670,170141938,170174957,33019,ENSMUST00000111351,170142002,170174946,32944,ENSMUSP00000106983,170142483,170166902,24419,ENSMUSE00000161756,10,170143397,170143463,66,87,NA
chr1_trid-ENSMUST00000111351_exid-ENSMUSE00000687533,TRUE,CDS,1,-,ENSMUSG00000026670,170141938,170174957,33019,ENSMUST00000111351,170142002,170174946,32944,ENSMUSP00000106983,170142483,170166902,24419,ENSMUSE00000687533,9,170147996,170148046,50,154,NA
chr1_trid-ENSMUST00000111351_exid-ENSMUSE00000852604,FALSE,exon,1,-,ENSMUSG00000026670,170141938,170174957,33019,ENSMUST00000111351,170142002,170174946,32944,NA,NA,NA,NA,ENSMUSE00000852604,1,170174750,170174946,196,116,NA
chr1_trid-ENSMUST00000111351_exid-ENSMUSE00000853980,TRUE,CDS,1,-,ENSMUSG00000026670,170141938,170174957,33019,ENSMUST00000111351,170142002,170174946,32944,ENSMUSP00000106983,170142483,170166902,24419,ENSMUSE00000853980,11,170142483,170142572,89,201,ENSRNOE00000396825
chr1_trid-ENSMUST00000111351_exid-ENSMUSE00001222300,TRUE,CDS,1,-,ENSMUSG00000026670,170141938,170174957,33019,ENSMUST00000111351,170142002,170174946,32944,ENSMUSP00000106983,170142483,170166902,24419,ENSMUSE00001222300,4,170158751,170158926,175,192,ENSRNOE00000027704
chr1_trid-ENSMUST00000111351_exid-ENSMUSE00001250436,TRUE,CDS,1,-,ENSMUSG00000026670,170141938,170174957,33019,ENSMUST00000111351,170142002,170174946,32944,ENSMUSP00000106983,170142483,170166902,24419,ENSMUSE00001250436,5,170156924,170157096,172,191,ENSRNOE00000027720
chr1_trid-ENSMUST00000111351_exid-ENSMUSE00001255194,TRUE,CDS,1,-,ENSMUSG00000026670,170141938,170174957,33019,ENSMUST00000111351,170142002,170174946,32944,ENSMUSP00000106983,170142483,170166902,24419,ENSMUSE00001255194,2,170166626,170166905,279,204,ENSRNOE00000027666
chr1_trid-ENSMUST00000111351_exid-ENSMUSE00001286601,TRUE,CDS,1,-,ENSMUSG00000026670,170141938,170174957,33019,ENSMUST00000111351,170142002,170174946,32944,ENSMUSP00000106983,170142483,170166902,24419,ENSMUSE00001286601,3,170161367,170161571,204,204,ENSRNOE00000027687
chr1_trid-ENSMUST00000111351_exid-ENSMUSE00001308710,TRUE,CDS,1,-,ENSMUSG00000026670,170141938,170174957,33019,ENSMUST00000111351,170142002,170174946,32944,ENSMUSP00000106983,170142483,170166902,24419,ENSMUSE00001308710,6,170150943,170151136,193,177,NA
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000161833,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000161833,6,169516561,169516658,97,205,ENSRNOE00000025799
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000161835,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000161835,13,169504465,169504600,135,84,NA
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000161836,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000161836,12,169505982,169506157,175,188,NA
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000161837,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000161837,11,169507244,169507384,140,158,ENSRNOE00000025836
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000161838,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000161838,10,169510400,169510537,137,179,ENSRNOE00000025828
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000161839,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000161839,7,169514912,169514985,73,123,NA
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000161840,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000161840,3,169523904,169523978,74,85,NA
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000161841,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000161841,8,169513445,169513541,96,4,NA
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000161842,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000161842,5,169522371,169522432,61,69,ENSRNOE00000025791
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000161843,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000161843,4,169522855,169522931,76,119,NA
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000161844,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000161844,9,169512167,169512229,62,97,NA
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000359304,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000359304,2,169525312,169525434,122,190,NA
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000687594,TRUE,CDS,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,ENSMUSP00000106999,169498792,169525431,26639,ENSMUSE00000687594,14,169498792,169498920,128,1,NA
chr1_trid-ENSMUST00000111368_exid-ENSMUSE00000687600,FALSE,exon,1,-,ENSMUSG00000026683,169497934,169531464,33530,ENSMUST00000111368,169497934,169531464,33530,NA,NA,NA,NA,ENSMUSE00000687600,1,169531322,169531464,142,3,NA
chr1_trid-ENSMUST00000111377_exid-ENSMUSE00000223229,TRUE,CDS,1,+,ENSMUSG00000026686,167689237,167848741,159504,ENSMUST00000111377,167689237,167848741,159504,ENSMUSP00000107008,167689778,167846758,156980,ENSMUSE00000223229,8,167844632,167844802,170,207,ENSRNOE00000044007
chr1_trid-ENSMUST00000111377_exid-ENSMUSE00000223238,TRUE,CDS,1,+,ENSMUSG00000026686,167689237,167848741,159504,ENSMUST00000111377,167689237,167848741,159504,ENSMUSP00000107008,167689778,167846758,156980,ENSMUSE00000223238,7,167840903,167840972,69,154,ENSRNOE00000043970
chr1_trid-ENSMUST00000111377_exid-ENSMUSE00000223245,TRUE,CDS,1,+,ENSMUSG00000026686,167689237,167848741,159504,ENSMUST00000111377,167689237,167848741,159504,ENSMUSP00000107008,167689778,167846758,156980,ENSMUSE00000223245,6,167832817,167832894,77,207,ENSRNOE00000043926
chr1_trid-ENSMUST00000111377_exid-ENSMUSE00000223250,TRUE,CDS,1,+,ENSMUSG00000026686,167689237,167848741,159504,ENSMUST00000111377,167689237,167848741,159504,ENSMUSP00000107008,167689778,167846758,156980,ENSMUSE00000223250,5,167830546,167830718,172,207,ENSRNOE00000043889
chr1_trid-ENSMUST00000111377_exid-ENSMUSE00000223257,TRUE,CDS,1,+,ENSMUSG00000026686,167689237,167848741,159504,ENSMUST00000111377,167689237,167848741,159504,ENSMUSP00000107008,167689778,167846758,156980,ENSMUSE00000223257,4,167791337,167791569,232,205,ENSRNOE00000043858
chr1_trid-ENSMUST00000111377_exid-ENSMUSE00000223265,TRUE,CDS,1,+,ENSMUSG00000026686,167689237,167848741,159504,ENSMUST00000111377,167689237,167848741,159504,ENSMUSP00000107008,167689778,167846758,156980,ENSMUSE00000223265,3,167691981,167692167,186,193,ENSRNOE00000043824
chr1_trid-ENSMUST00000111377_exid-ENSMUSE00000687609,TRUE,CDS,1,+,ENSMUSG00000026686,167689237,167848741,159504,ENSMUST00000111377,167689237,167848741,159504,ENSMUSP00000107008,167689778,167846758,156980,ENSMUSE00000687609,9,167846601,167846758,157,183,ENSRNOE00000044040
chr1_trid-ENSMUST00000111377_exid-ENSMUSE00000687610,TRUE,CDS,1,+,ENSMUSG00000026686,167689237,167848741,159504,ENSMUST00000111377,167689237,167848741,159504,ENSMUSP00000107008,167689778,167846758,156980,ENSMUSE00000687610,2,167689775,167689850,75,207,ENSRNOE00000043793
chr1_trid-ENSMUST00000111377_exid-ENSMUSE00000687612,FALSE,exon,1,+,ENSMUSG00000026686,167689237,167848741,159504,ENSMUST00000111377,167689237,167848741,159504,NA,NA,NA,NA,ENSMUSE00000687612,1,167689237,167689285,48,53,NA
chr1_trid-ENSMUST00000111386_exid-ENSMUSE00000223426,TRUE,CDS,1,+,ENSMUSG00000015843,167598384,167639623,41239,ENSMUST00000111386,167598460,167639424,40964,ENSMUSP00000107017,167598755,167639270,40515,ENSMUSE00000223426,10,167635700,167635805,105,208,ENSRNOE00000285463
chr1_trid-ENSMUST00000111386_exid-ENSMUSE00000223431,TRUE,CDS,1,+,ENSMUSG00000015843,167598384,167639623,41239,ENSMUST00000111386,167598460,167639424,40964,ENSMUSP00000107017,167598755,167639270,40515,ENSMUSE00000223431,9,167634435,167634526,91,196,NA
chr1_trid-ENSMUST00000111386_exid-ENSMUSE00000223439,TRUE,CDS,1,+,ENSMUSG00000015843,167598384,167639623,41239,ENSMUST00000111386,167598460,167639424,40964,ENSMUSP00000107017,167598755,167639270,40515,ENSMUSE00000223439,7,167631230,167631359,129,193,ENSRNOE00000043056
chr1_trid-ENSMUST00000111386_exid-ENSMUSE00000223443,TRUE,CDS,1,+,ENSMUSG00000015843,167598384,167639623,41239,ENSMUST00000111386,167598460,167639424,40964,ENSMUSP00000107017,167598755,167639270,40515,ENSMUSE00000223443,6,167630962,167631122,160,205,ENSRNOE00000534398
chr1_trid-ENSMUST00000111386_exid-ENSMUSE00000223461,TRUE,CDS,1,+,ENSMUSG00000015843,167598384,167639623,41239,ENSMUST00000111386,167598460,167639424,40964,ENSMUSP00000107017,167598755,167639270,40515,ENSMUSE00000223461,3,167613704,167613951,247,198,ENSRNOE00000042668
chr1_trid-ENSMUST00000111386_exid-ENSMUSE00000535974,TRUE,CDS,1,+,ENSMUSG00000015843,167598384,167639623,41239,ENSMUST00000111386,167598460,167639424,40964,ENSMUSP00000107017,167598755,167639270,40515,ENSMUSE00000535974,8,167632515,167632647,132,202,ENSRNOE00000340297
chr1_trid-ENSMUST00000111386_exid-ENSMUSE00000535977,TRUE,CDS,1,+,ENSMUSG00000015843,167598384,167639623,41239,ENSMUST00000111386,167598460,167639424,40964,ENSMUSP00000107017,167598755,167639270,40515,ENSMUSE00000535977,5,167627292,167627471,179,205,ENSRNOE00000291441
chr1_trid-ENSMUST00000111386_exid-ENSMUSE00000687643,TRUE,CDS,1,+,ENSMUSG00000015843,167598384,167639623,41239,ENSMUST00000111386,167598460,167639424,40964,ENSMUSP00000107017,167598755,167639270,40515,ENSMUSE00000687643,11,167639126,167639270,144,208,ENSRNOE00000574645
chr1_trid-ENSMUST00000111386_exid-ENSMUSE00000687644,TRUE,CDS,1,+,ENSMUSG00000015843,167598384,167639623,41239,ENSMUST00000111386,167598460,167639424,40964,ENSMUSP00000107017,167598755,167639270,40515,ENSMUSE00000687644,2,167598752,167598800,48,202,ENSRNOE00000313517
chr1_trid-ENSMUST00000111386_exid-ENSMUSE00000687645,FALSE,exon,1,+,ENSMUSG00000015843,167598384,167639623,41239,ENSMUST00000111386,167598460,167639424,40964,NA,NA,NA,NA,ENSMUSE00000687645,1,167598460,167598568,108,200,ENSRNOE00000552687
chr1_trid-ENSMUST00000111386_exid-ENSMUSE00001297111,TRUE,CDS,1,+,ENSMUSG00000015843,167598384,167639623,41239,ENSMUST00000111386,167598460,167639424,40964,ENSMUSP00000107017,167598755,167639270,40515,ENSMUSE00001297111,4,167624928,167625072,144,156,ENSRNOE00000042767
chr1_trid-ENSMUST00000111416_exid-ENSMUSE00000225308,TRUE,CDS,1,+,ENSMUSG00000040612,166254139,166316823,62684,ENSMUST00000111416,166254139,166316823,62684,ENSMUSP00000107047,166254379,166310792,56413,ENSMUSE00000225308,5,166294591,166294737,146,167,ENSRNOE00000227822
chr1_trid-ENSMUST00000111416_exid-ENSMUSE00000225331,TRUE,CDS,1,+,ENSMUSG00000040612,166254139,166316823,62684,ENSMUST00000111416,166254139,166316823,62684,ENSMUSP00000107047,166254379,166310792,56413,ENSMUSE00000225331,4,166291416,166291472,56,178,ENSRNOE00000227869
chr1_trid-ENSMUST00000111416_exid-ENSMUSE00000225338,TRUE,CDS,1,+,ENSMUSG00000040612,166254139,166316823,62684,ENSMUST00000111416,166254139,166316823,62684,ENSMUSP00000107047,166254379,166310792,56413,ENSMUSE00000225338,3,166270499,166270618,119,183,ENSRNOE00000444218
chr1_trid-ENSMUST00000111416_exid-ENSMUSE00000536033,TRUE,CDS,1,+,ENSMUSG00000040612,166254139,166316823,62684,ENSMUST00000111416,166254139,166316823,62684,ENSMUSP00000107047,166254379,166310792,56413,ENSMUSE00000536033,2,166269305,166269637,332,206,ENSRNOE00000453410
chr1_trid-ENSMUST00000111416_exid-ENSMUSE00000687768,TRUE,CDS,1,+,ENSMUSG00000040612,166254139,166316823,62684,ENSMUST00000111416,166254139,166316823,62684,ENSMUSP00000107047,166254379,166310792,56413,ENSMUSE00000687768,10,166310760,166310792,32,43,ENSRNOE00000361779
chr1_trid-ENSMUST00000111416_exid-ENSMUSE00000687769,TRUE,CDS,1,+,ENSMUSG00000040612,166254139,166316823,62684,ENSMUST00000111416,166254139,166316823,62684,ENSMUSP00000107047,166254379,166310792,56413,ENSMUSE00000687769,9,166308847,166309543,696,142,ENSRNOE00000294912
chr1_trid-ENSMUST00000111416_exid-ENSMUSE00000687770,TRUE,CDS,1,+,ENSMUSG00000040612,166254139,166316823,62684,ENSMUST00000111416,166254139,166316823,62684,ENSMUSP00000107047,166254379,166310792,56413,ENSMUSE00000687770,8,166307720,166307933,213,195,ENSRNOE00000306525
chr1_trid-ENSMUST00000111416_exid-ENSMUSE00000687772,TRUE,CDS,1,+,ENSMUSG00000040612,166254139,166316823,62684,ENSMUST00000111416,166254139,166316823,62684,ENSMUSP00000107047,166254379,166310792,56413,ENSMUSE00000687772,7,166303502,166303615,113,204,ENSRNOE00000301992
chr1_trid-ENSMUST00000111416_exid-ENSMUSE00000687775,TRUE,CDS,1,+,ENSMUSG00000040612,166254139,166316823,62684,ENSMUST00000111416,166254139,166316823,62684,ENSMUSP00000107047,166254379,166310792,56413,ENSMUSE00000687775,6,166295752,166295928,176,166,ENSRNOE00000319744
chr1_trid-ENSMUST00000111416_exid-ENSMUSE00000687778,TRUE,CDS,1,+,ENSMUSG00000040612,166254139,166316823,62684,ENSMUST00000111416,166254139,166316823,62684,ENSMUSP00000107047,166254379,166310792,56413,ENSMUSE00000687778,1,166254376,166254466,90,86,ENSRNOE00000545654
chr1_trid-ENSMUST00000111432_exid-ENSMUSE00001080275,TRUE,CDS,1,+,ENSMUSG00000040713,165763746,165775308,11562,ENSMUST00000111432,165763746,165775308,11562,ENSMUSP00000107060,165763788,165773844,10056,ENSMUSE00001080275,1,165763785,165764138,353,153,ENSRNOE00000031172
chr1_trid-ENSMUST00000111432_exid-ENSMUSE00001206254,TRUE,CDS,1,+,ENSMUSG00000040713,165763746,165775308,11562,ENSMUST00000111432,165763746,165775308,11562,ENSMUSP00000107060,165763788,165773844,10056,ENSMUSE00001206254,2,165769813,165769932,119,199,ENSRNOE00000031180
chr1_trid-ENSMUST00000111432_exid-ENSMUSE00001241612,TRUE,CDS,1,+,ENSMUSG00000040713,165763746,165775308,11562,ENSMUST00000111432,165763746,165775308,11562,ENSMUSP00000107060,165763788,165773844,10056,ENSMUSE00001241612,3,165770632,165770816,184,188,ENSRNOE00000231468
chr1_trid-ENSMUST00000111432_exid-ENSMUSE00001291925,TRUE,CDS,1,+,ENSMUSG00000040713,165763746,165775308,11562,ENSMUST00000111432,165763746,165775308,11562,ENSMUSP00000107060,165763788,165773844,10056,ENSMUSE00001291925,4,165773844,165773844,0,38,NA
chr1_trid-ENSMUST00000111525_exid-ENSMUSE00000161899,TRUE,CDS,1,-,ENSMUSG00000026692,162793188,162813972,20784,ENSMUST00000111525,162793188,162813672,20484,ENSMUSP00000107150,162793961,162809918,15957,ENSMUSE00000161899,7,162803573,162803769,196,173,NA
chr1_trid-ENSMUST00000111525_exid-ENSMUSE00000161900,TRUE,CDS,1,-,ENSMUSG00000026692,162793188,162813972,20784,ENSMUST00000111525,162793188,162813672,20484,ENSMUSP00000107150,162793961,162809918,15957,ENSMUSE00000161900,9,162795052,162795121,69,119,ENSRNOE00000249896
chr1_trid-ENSMUST00000111525_exid-ENSMUSE00000161902,TRUE,CDS,1,-,ENSMUSG00000026692,162793188,162813972,20784,ENSMUST00000111525,162793188,162813672,20484,ENSMUSP00000107150,162793961,162809918,15957,ENSMUSE00000161902,8,162798799,162799151,352,161,ENSRNOE00000249901
chr1_trid-ENSMUST00000111525_exid-ENSMUSE00000688158,FALSE,exon,1,-,ENSMUSG00000026692,162793188,162813972,20784,ENSMUST00000111525,162793188,162813672,20484,NA,NA,NA,NA,ENSMUSE00000688158,2,162812529,162812653,124,26,NA
chr1_trid-ENSMUST00000111525_exid-ENSMUSE00000688161,FALSE,exon,1,-,ENSMUSG00000026692,162793188,162813972,20784,ENSMUST00000111525,162793188,162813672,20484,NA,NA,NA,NA,ENSMUSE00000688161,1,162813576,162813672,96,102,NA
chr1_trid-ENSMUST00000111525_exid-ENSMUSE00001221229,TRUE,CDS,1,-,ENSMUSG00000026692,162793188,162813972,20784,ENSMUST00000111525,162793188,162813672,20484,ENSMUSP00000107150,162793961,162809918,15957,ENSMUSE00001221229,6,162805154,162805296,142,178,ENSRNOE00000249915
chr1_trid-ENSMUST00000111525_exid-ENSMUSE00001223420,TRUE,CDS,1,-,ENSMUSG00000026692,162793188,162813972,20784,ENSMUST00000111525,162793188,162813672,20484,ENSMUSP00000107150,162793961,162809918,15957,ENSMUSE00001223420,4,162808261,162808449,188,84,ENSRNOE00000032363
chr1_trid-ENSMUST00000111525_exid-ENSMUSE00001225982,TRUE,CDS,1,-,ENSMUSG00000026692,162793188,162813972,20784,ENSMUST00000111525,162793188,162813672,20484,ENSMUSP00000107150,162793961,162809918,15957,ENSMUSE00001225982,3,162809790,162809921,131,198,ENSRNOE00000249937
chr1_trid-ENSMUST00000111525_exid-ENSMUSE00001245868,TRUE,CDS,1,-,ENSMUSG00000026692,162793188,162813972,20784,ENSMUST00000111525,162793188,162813672,20484,ENSMUSP00000107150,162793961,162809918,15957,ENSMUSE00001245868,5,162807521,162807683,162,199,ENSRNOE00000249922
chr1_trid-ENSMUST00000111525_exid-ENSMUSE00001337680,TRUE,CDS,1,-,ENSMUSG00000026692,162793188,162813972,20784,ENSMUST00000111525,162793188,162813672,20484,ENSMUSP00000107150,162793961,162809918,15957,ENSMUSE00001337680,10,162793961,162794393,432,41,ENSRNOE00000249888
chr1_trid-ENSMUST00000111594_exid-ENSMUSE00000688405,TRUE,CDS,1,+,ENSMUSG00000026698,161969186,161973435,4249,ENSMUST00000111594,161969186,161973435,4249,ENSMUSP00000107221,161970454,161971341,887,ENSMUSE00000688405,2,161970451,161971341,890,148,ENSRNOE00000257256
chr1_trid-ENSMUST00000111594_exid-ENSMUSE00000862536,FALSE,exon,1,+,ENSMUSG00000026698,161969186,161973435,4249,ENSMUST00000111594,161969186,161973435,4249,NA,NA,NA,NA,ENSMUSE00000862536,1,161969186,161969279,93,157,NA
chr1_trid-ENSMUST00000111618_exid-ENSMUSE00000688514,TRUE,CDS,1,+,ENSMUSG00000026708,161070713,161086724,16011,ENSMUST00000111618,161070767,161086338,15571,ENSMUSP00000107245,161074763,161086056,11293,ENSMUSE00000688514,6,161085988,161086056,68,208,ENSRNOE00000401515
chr1_trid-ENSMUST00000111618_exid-ENSMUSE00000688515,FALSE,exon,1,+,ENSMUSG00000026708,161070713,161086724,16011,ENSMUST00000111618,161070767,161086338,15571,NA,NA,NA,NA,ENSMUSE00000688515,2,161072879,161072964,85,11,ENSRNOE00000401520
chr1_trid-ENSMUST00000111618_exid-ENSMUSE00000688517,FALSE,exon,1,+,ENSMUSG00000026708,161070713,161086724,16011,ENSMUST00000111618,161070767,161086338,15571,NA,NA,NA,NA,ENSMUSE00000688517,1,161070767,161071356,589,141,NA
chr1_trid-ENSMUST00000111618_exid-ENSMUSE00001106387,TRUE,CDS,1,+,ENSMUSG00000026708,161070713,161086724,16011,ENSMUST00000111618,161070767,161086338,15571,ENSMUSP00000107245,161074763,161086056,11293,ENSMUSE00001106387,3,161074760,161074930,170,170,ENSRNOE00000401519
chr1_trid-ENSMUST00000111618_exid-ENSMUSE00001269975,TRUE,CDS,1,+,ENSMUSG00000026708,161070713,161086724,16011,ENSMUST00000111618,161070767,161086338,15571,ENSMUSP00000107245,161074763,161086056,11293,ENSMUSE00001269975,4,161078229,161078480,251,205,ENSRNOE00000401518
chr1_trid-ENSMUST00000111618_exid-ENSMUSE00001309142,TRUE,CDS,1,+,ENSMUSG00000026708,161070713,161086724,16011,ENSMUST00000111618,161070767,161086338,15571,ENSMUSP00000107245,161074763,161086056,11293,ENSMUSE00001309142,5,161082908,161083450,542,207,ENSRNOE00000401517
chr1_trid-ENSMUST00000111859_exid-ENSMUSE00000159609,TRUE,CDS,1,-,ENSMUSG00000026482,152516760,152766351,249591,ENSMUST00000111859,152516760,152766305,249545,ENSMUSP00000107490,152519012,152674988,155976,ENSMUSE00000159609,11,152539937,152540026,89,132,ENSRNOE00000022641
chr1_trid-ENSMUST00000111859_exid-ENSMUSE00000159610,TRUE,CDS,1,-,ENSMUSG00000026482,152516760,152766351,249591,ENSMUST00000111859,152516760,152766305,249545,ENSMUSP00000107490,152519012,152674988,155976,ENSMUSE00000159610,9,152549067,152549170,103,187,ENSRNOE00000022632
chr1_trid-ENSMUST00000111859_exid-ENSMUSE00000159613,TRUE,CDS,1,-,ENSMUSG00000026482,152516760,152766351,249591,ENSMUST00000111859,152516760,152766305,249545,ENSMUSP00000107490,152519012,152674988,155976,ENSMUSE00000159613,8,152552421,152552636,215,209,ENSRNOE00000022628
