node.label,clade,node.type,orig.node.label,num.genes.full,num.genes.partial,num.genes.descendant.counted,num.genes.discordant,num.genes.missing,total subs,total mns,S,N,A,mS,mN,mA
<47>,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,100/50.8/47.8,2376.0,2220.0,3699.0,0.0,38.0,15660.0,68.0,12692.0,2968.0,0.0,10.0,58.0,0.0
<48>,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Saxatilomys_paulinae_ABTC116266,internal,100/70.5/61,3363.0,2378.0,2559.0,0.0,33.0,32776.0,214.0,26749.0,6027.0,0.0,23.0,191.0,0.0
<49>,Anonymomys_mindorensis_FMNH2222010;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Limnomys_sibuanus_FMNH147948;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Saxatilomys_paulinae_ABTC116266;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148,internal,100/32.5/35.4,68.0,2974.0,5278.0,0.0,13.0,10034.0,87.0,8037.0,1997.0,0.0,6.0,81.0,0.0
<50>,Echiothrix_centrosa_Z27993;Paucidentomys_vermidax_Z21914,internal,100/30.2/39.4,1384.0,0.0,6219.0,0.0,730.0,3015.0,48.0,2210.0,805.0,0.0,8.0,40.0,0.0
<51>,Melasmothrix_naso_Z21808;Tateomys_macrocercus_Z21834,internal,100/29.3/37.2,1042.0,0.0,6432.0,0.0,859.0,2313.0,38.0,1549.0,764.0,0.0,6.0,32.0,0.0
<52>,Melasmothrix_naso_Z21808;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785,internal,100/58.6/66.1,2672.0,1452.0,3794.0,0.0,415.0,13690.0,137.0,9533.0,4157.0,0.0,9.0,128.0,0.0
<53>,Echiothrix_centrosa_Z27993;Melasmothrix_naso_Z21808;Paucidentomys_vermidax_Z21914;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785,internal,100/25.6/45.2,869.0,1559.0,5686.0,0.0,219.0,4886.0,91.0,3338.0,1548.0,0.0,11.0,80.0,0.0
<54>,Gracilimus_radix_Z08508;Waiomys_mamasae_Z20624,internal,100/87.4/84.5,5548.0,0.0,2297.0,0.0,488.0,48189.0,614.0,36644.0,11545.0,0.0,40.0,574.0,0.0
<55>,Gracilimus_radix_Z08508;Sommeromys_macrorhinos_Z21740;Waiomys_mamasae_Z20624,internal,100/18.6/31.7,795.0,174.0,7054.0,0.0,310.0,1877.0,43.0,1364.0,513.0,0.0,1.0,42.0,0.0
<56>,Gracilimus_radix_Z08508;Hyorhinomys_stuempkei_JAE4661;Sommeromys_macrorhinos_Z21740;Waiomys_mamasae_Z20624,internal,100/17/33.6,547.0,909.0,6650.0,0.0,227.0,2487.0,27.0,1821.0,666.0,0.0,4.0,23.0,0.0
<57>,Echiothrix_centrosa_Z27993;Gracilimus_radix_Z08508;Hyorhinomys_stuempkei_JAE4661;Melasmothrix_naso_Z21808;Paucidentomys_vermidax_Z21914;Sommeromys_macrorhinos_Z21740;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624,internal,100/55.2/60.5,1793.0,3740.0,2702.0,0.0,98.0,19904.0,186.0,15561.0,4343.0,0.0,14.0,172.0,0.0
<58>,Anonymomys_mindorensis_FMNH2222010;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Halmaheramys_bokimekot_33262-WD225;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Limnomys_sibuanus_FMNH147948;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Melasmothrix_naso_Z21808;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Saxatilomys_paulinae_ABTC116266;Sommeromys_macrorhinos_Z21740;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624,internal,100/71/64.6,157.0,6628.0,1537.0,0.0,11.0,56527.0,521.0,44899.0,11628.0,0.0,49.0,472.0,0.0
<59>,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558,internal,100/88.1/86.4,5626.0,0.0,2378.0,0.0,329.0,63573.0,777.0,50134.0,13439.0,0.0,66.0,711.0,0.0
<60>,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Maxomys_musschenbroekii_sample1,internal,100/65.2/56.7,2124.0,412.0,5542.0,0.0,255.0,13444.0,153.0,10450.0,2994.0,0.0,7.0,146.0,0.0
<61>,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632,internal,100/79.2/66.8,2163.0,3139.0,2878.0,0.0,153.0,41526.0,438.0,32439.0,9087.0,0.0,36.0,402.0,0.0
<62>,Anonymomys_mindorensis_FMNH2222010;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Halmaheramys_bokimekot_33262-WD225;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Limnomys_sibuanus_FMNH147948;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632;Melasmothrix_naso_Z21808;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Saxatilomys_paulinae_ABTC116266;Sommeromys_macrorhinos_Z21740;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624,internal,100/78.5/66.9,159.0,6785.0,1381.0,0.0,8.0,90239.0,1173.0,71171.0,19068.0,0.0,100.0,1073.0,0.0
<63>,Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,100/36.5/44.4,1695.0,0.0,5956.0,0.0,682.0,3986.0,17.0,3112.0,874.0,0.0,2.0,15.0,0.0
<64>,Zyzomys_argurus_ABTC61630;Zyzomys_palatalis_ABTC30744,internal,100/51.3/58,2555.0,0.0,5163.0,0.0,615.0,7767.0,77.0,5941.0,1826.0,0.0,10.0,67.0,0.0
<65>,Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744,internal,100/47.1/55.3,2353.0,793.0,4792.0,0.0,395.0,9341.0,104.0,7197.0,2144.0,0.0,11.0,93.0,0.0
<66>,Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,100/64.6/72.7,2969.0,2555.0,2536.0,0.0,273.0,28433.0,241.0,20835.0,7598.0,0.0,20.0,221.0,0.0
<67>,Pseudomys_desertor_ABTC41464;Pseudomys_shortridgei_Z25113,internal,100/72.7/80.8,4065.0,0.0,3787.0,0.0,481.0,20509.0,196.0,16107.0,4402.0,0.0,20.0,176.0,0.0
<68>,Pseudomys_desertor_ABTC41464;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,100/26.5/49.9,1314.0,432.0,6342.0,0.0,245.0,3810.0,22.0,3009.0,801.0,0.0,2.0,20.0,0.0
<69>,Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_nanus_U1448,internal,100/75.6/82.7,4510.0,0.0,3148.0,0.0,675.0,26692.0,242.0,20359.0,6333.0,0.0,13.0,229.0,0.0
<70>,Pseudomys_desertor_ABTC41464;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_nanus_U1448;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,74/8.94/32.1,368.0,672.0,7126.0,0.0,167.0,1847.0,11.0,1335.0,512.0,0.0,2.0,9.0,0.0
<71>,Pseudomys_bolami_ABTC107389;Pseudomys_novaehollandiae_ABTC08140,internal,100/27.2/38.1,990.0,0.0,6893.0,0.0,450.0,2197.0,22.0,1626.0,571.0,0.0,2.0,20.0,0.0
<72>,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_novaehollandiae_ABTC08140,internal,100/38.3/50.8,1757.0,999.0,5307.0,0.0,270.0,6537.0,68.0,5024.0,1513.0,0.0,3.0,65.0,0.0
<73>,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_novaehollandiae_ABTC08140,internal,100/50.6/65.2,2383.0,1234.0,4518.0,0.0,198.0,10320.0,63.0,8105.0,2215.0,0.0,7.0,56.0,0.0
<74>,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,100/25/42.9,1007.0,807.0,6396.0,0.0,123.0,3724.0,24.0,2771.0,953.0,0.0,1.0,23.0,0.0
<75>,Mastacomys_fuscus_M13957;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,100/20.9/40.5,913.0,1008.0,6321.0,0.0,91.0,3855.0,18.0,3057.0,798.0,0.0,1.0,17.0,0.0
<76>,Mastacomys_fuscus_M13957;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,100/19.9/47.9,859.0,1086.0,6309.0,0.0,79.0,3875.0,21.0,3150.0,725.0,0.0,0.0,21.0,0.0
<77>,Mastacomys_fuscus_M13957;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,100/11.4/39,319.0,2716.0,5240.0,0.0,58.0,5212.0,42.0,3861.0,1351.0,0.0,2.0,40.0,0.0
<78>,Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672,internal,100/74.9/81.6,4591.0,0.0,3121.0,0.0,621.0,24307.0,224.0,18976.0,5331.0,0.0,25.0,199.0,0.0
<79>,Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_fumeus_ABTC08168,internal,100/32/49,1686.0,331.0,5926.0,0.0,390.0,4885.0,25.0,3792.0,1093.0,0.0,3.0,22.0,0.0
<80>,Mastacomys_fuscus_M13957;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,100/17.5/41.8,537.0,2944.0,4798.0,0.0,54.0,6567.0,68.0,4880.0,1687.0,0.0,5.0,63.0,0.0
<81>,Mastacomys_fuscus_M13957;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,100/24.7/45.2,818.0,1612.0,5850.0,0.0,53.0,5208.0,52.0,3790.0,1418.0,0.0,4.0,48.0,0.0
<82>,Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,100/45.3/55.5,2398.0,0.0,5371.0,0.0,564.0,5918.0,33.0,4642.0,1276.0,0.0,4.0,29.0,0.0
<83>,Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,100/30.4/39.1,1430.0,837.0,5676.0,0.0,390.0,5885.0,112.0,4508.0,1377.0,0.0,11.0,101.0,0.0
<84>,Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,100/65.6/75.1,3568.0,1449.0,3136.0,0.0,180.0,23899.0,169.0,18049.0,5850.0,0.0,9.0,160.0,0.0
<85>,Notomys_alexis_U1308;Notomys_mitchellii_M21518,internal,100/19/33.8,477.0,0.0,7029.0,0.0,827.0,1206.0,34.0,910.0,296.0,0.0,4.0,30.0,0.0
<86>,Notomys_alexis_U1308;Notomys_fuscus_M22830;Notomys_mitchellii_M21518,internal,81/21.8/36.9,532.0,1039.0,6347.0,0.0,415.0,4044.0,110.0,3063.0,981.0,0.0,11.0,99.0,0.0
<87>,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_fuscus_M22830;Notomys_mitchellii_M21518,internal,100/66.1/75.1,2611.0,2385.0,3064.0,0.0,273.0,21744.0,218.0,16779.0,4965.0,0.0,20.0,198.0,0.0
<88>,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518,internal,100/43.3/56.4,1564.0,1344.0,5212.0,0.0,213.0,8253.0,48.0,6180.0,2073.0,0.0,4.0,44.0,0.0
<89>,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,100/22.1/39.6,684.0,1477.0,6082.0,0.0,90.0,4576.0,84.0,3300.0,1276.0,0.0,8.0,76.0,0.0
<90>,Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113,internal,100/45.2/57.9,1014.0,4253.0,3024.0,0.0,42.0,15883.0,131.0,11562.0,4321.0,0.0,8.0,123.0,0.0
<91>,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623,internal,100/88.2/92.2,5743.0,0.0,2006.0,0.0,584.0,63349.0,849.0,47974.0,15375.0,0.0,67.0,782.0,0.0
<92>,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113,internal,100/17.1/34,280.0,1099.0,6914.0,0.0,40.0,2656.0,28.0,1940.0,716.0,0.0,0.0,28.0,0.0
<93>,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,100/31.9/44,572.0,2691.0,5036.0,0.0,34.0,7283.0,104.0,5636.0,1647.0,0.0,15.0,89.0,0.0
<94>,Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380,internal,100/82.4/87.8,5430.0,0.0,2555.0,0.0,348.0,34271.0,304.0,26632.0,7639.0,0.0,38.0,266.0,0.0
<95>,Melomys_rufescens_ABTC44798;Solomys_salebrosus_ABTC64864,internal,100/70.1/73.6,3821.0,0.0,4038.0,0.0,474.0,20066.0,137.0,15574.0,4492.0,0.0,18.0,119.0,0.0
<96>,Melomys_rufescens_ABTC44798;Solomys_salebrosus_ABTC64864;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380,internal,100/34/45.2,1478.0,951.0,5784.0,0.0,120.0,6328.0,55.0,4734.0,1594.0,0.0,5.0,50.0,0.0
<97>,Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,100/68.1/69,3633.0,0.0,4157.0,0.0,543.0,15704.0,156.0,12028.0,3676.0,0.0,13.0,143.0,0.0
<98>,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056,internal,100/39.8/44.6,1895.0,0.0,5842.0,0.0,596.0,4627.0,73.0,3452.0,1175.0,0.0,5.0,68.0,0.0
<99>,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,100/44.2/50.5,2187.0,1997.0,3947.0,0.0,202.0,17296.0,136.0,13496.0,3800.0,0.0,15.0,121.0,0.0
<100>,Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335,internal,100/34.3/54.3,558.0,0.0,4596.0,0.0,3179.0,1392.0,55.0,985.0,407.0,0.0,4.0,51.0,0.0
<101>,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,100/52.2/62.7,749.0,2206.0,5220.0,0.0,158.0,10578.0,98.0,8278.0,2300.0,0.0,14.0,84.0,0.0
<102>,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Solomys_salebrosus_ABTC64864;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380,internal,100/30.9/43.7,328.0,3014.0,4947.0,0.0,44.0,7901.0,79.0,5945.0,1956.0,0.0,5.0,74.0,0.0
<103>,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Mastacomys_fuscus_M13957;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Solomys_salebrosus_ABTC64864;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,100/52.2/55.9,284.0,5303.0,2728.0,0.0,18.0,20470.0,166.0,15206.0,5264.0,0.0,12.0,154.0,0.0
<104>,Leptomys_elegans_ABTC45741;Mirzamys_louiseae_ABTC133754,internal,100/27.1/39.7,1526.0,0.0,6530.0,0.0,277.0,2948.0,25.0,2295.0,653.0,0.0,3.0,22.0,0.0
<105>,Leptomys_elegans_ABTC45741;Mirzamys_louiseae_ABTC133754;Paraleptomys_wilhelmina_H126-ABTC133716,internal,100/18.6/40.2,896.0,796.0,6479.0,0.0,162.0,2946.0,51.0,2185.0,761.0,0.0,3.0,48.0,0.0
<106>,Microhydromys_richardsoni_ANWCM35851;Pseudohydromys_pumehanae_ABTC43920,internal,100/58.8/64.2,3643.0,0.0,4390.0,0.0,300.0,10995.0,103.0,8559.0,2436.0,0.0,14.0,89.0,0.0
<107>,Microhydromys_richardsoni_ANWCM35851;Pseudohydromys_pumehanae_ABTC43920;Xeromys_myoides_ABTC30709,internal,100/37.4/46.5,2124.0,522.0,5540.0,0.0,147.0,6139.0,78.0,4820.0,1319.0,0.0,11.0,67.0,0.0
<108>,Leptomys_elegans_ABTC45741;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;Paraleptomys_wilhelmina_H126-ABTC133716;Pseudohydromys_pumehanae_ABTC43920;Xeromys_myoides_ABTC30709,internal,100/24.7/42.4,1124.0,2348.0,4797.0,0.0,64.0,6172.0,76.0,4734.0,1438.0,0.0,9.0,67.0,0.0
<109>,Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391,internal,100/47.7/53.2,1599.0,0.0,6152.0,0.0,582.0,4482.0,57.0,3533.0,949.0,0.0,7.0,50.0,0.0
