# HyPhy output parser
# PYTHON VERSION: 3.9.4
# Script call:    /home/gt156213e/bin/hyphy-interface/hyphy_to_csv.py -i full-coding-fel-pared/ -m fel -o full-coding-fel-pared.csv --overwrite
# Runtime:        02/07/2022 12:54:16
# ----------------
# IO OPTIONS
# Input directory:       full-coding-fel-pared/
# Hyphy model:           fel
# Output file:           full-coding-fel-pared.csv
# --overwrite set:       Overwriting previous output file.
# ----------------
# 02.07.2022 | 12:54:16 Begin parsing Hyphy output...
# Initial alpha      : 0.01
# Total sites tested : 3606027
# Adjusted alpha     : 2.7731350874522015e-09
file,num.sites,num.sites.alpha.ne.beta,num.sites.ps
ENSMUSP00000028250-mafft-cds.filter.json,240,180,0
ENSMUSP00000028251-mafft-cds.filter.json,89,57,0
ENSMUSP00000028252-mafft-cds.filter.json,365,276,1
ENSMUSP00000028257-mafft-cds.filter.json,159,132,0
ENSMUSP00000028259-mafft-cds.filter.json,688,532,5
ENSMUSP00000028278-mafft-cds.filter.json,270,177,1
ENSMUSP00000028280-mafft-cds.filter.json,1242,797,4
ENSMUSP00000028288-mafft-cds.filter.json,2338,1911,26
ENSMUSP00000028294-mafft-cds.filter.json,351,283,1
ENSMUSP00000028295-mafft-cds.filter.json,129,87,0
ENSMUSP00000028302-mafft-cds.filter.json,173,107,1
ENSMUSP00000028307-mafft-cds.filter.json,216,140,0
ENSMUSP00000028309-mafft-cds.filter.json,325,249,0
ENSMUSP00000028311-mafft-cds.filter.json,293,240,1
ENSMUSP00000028328-mafft-cds.filter.json,455,371,0
ENSMUSP00000028332-mafft-cds.filter.json,385,320,0
ENSMUSP00000028336-mafft-cds.filter.json,174,142,0
ENSMUSP00000028337-mafft-cds.filter.json,328,289,1
ENSMUSP00000028340-mafft-cds.filter.json,134,101,0
ENSMUSP00000028341-mafft-cds.filter.json,691,540,3
ENSMUSP00000028346-mafft-cds.filter.json,31,26,0
ENSMUSP00000028348-mafft-cds.filter.json,626,499,4
ENSMUSP00000028350-mafft-cds.filter.json,80,52,0
ENSMUSP00000028355-mafft-cds.filter.json,438,279,1
ENSMUSP00000028360-mafft-cds.filter.json,42,33,0
ENSMUSP00000028361-mafft-cds.filter.json,70,62,0
ENSMUSP00000028368-mafft-cds.filter.json,279,231,5
ENSMUSP00000028377-mafft-cds.filter.json,1564,1157,14
ENSMUSP00000028378-mafft-cds.filter.json,572,406,3
ENSMUSP00000028384-mafft-cds.filter.json,208,127,0
ENSMUSP00000028392-mafft-cds.filter.json,507,366,2
ENSMUSP00000028403-mafft-cds.filter.json,184,127,1
ENSMUSP00000028426-mafft-cds.filter.json,295,203,0
ENSMUSP00000028467-mafft-cds.filter.json,178,153,0
ENSMUSP00000028471-mafft-cds.filter.json,435,380,0
ENSMUSP00000028470-mafft-cds.filter.json,85,59,0
ENSMUSP00000028475-mafft-cds.filter.json,427,324,5
ENSMUSP00000028499-mafft-cds.filter.json,627,469,2
ENSMUSP00000028511-mafft-cds.filter.json,121,86,0
ENSMUSP00000028515-mafft-cds.filter.json,344,278,7
ENSMUSP00000028517-mafft-cds.filter.json,287,188,1
ENSMUSP00000028533-mafft-cds.filter.json,130,95,0
ENSMUSP00000028536-mafft-cds.filter.json,257,197,3
ENSMUSP00000028551-mafft-cds.filter.json,140,82,0
ENSMUSP00000028552-mafft-cds.filter.json,250,169,0
ENSMUSP00000028554-mafft-cds.filter.json,377,271,1
ENSMUSP00000028583-mafft-cds.filter.json,109,71,0
ENSMUSP00000028592-mafft-cds.filter.json,337,250,0
ENSMUSP00000028593-mafft-cds.filter.json,34,26,0
ENSMUSP00000028595-mafft-cds.filter.json,412,337,0
ENSMUSP00000028599-mafft-cds.filter.json,556,348,1
ENSMUSP00000028603-mafft-cds.filter.json,155,110,0
ENSMUSP00000028607-mafft-cds.filter.json,604,420,0
ENSMUSP00000028608-mafft-cds.filter.json,503,393,2
ENSMUSP00000028610-mafft-cds.filter.json,203,154,0
ENSMUSP00000028612-mafft-cds.filter.json,571,463,4
ENSMUSP00000028617-mafft-cds.filter.json,417,284,0
ENSMUSP00000028636-mafft-cds.filter.json,337,266,0
ENSMUSP00000028624-mafft-cds.filter.json,239,180,0
ENSMUSP00000028633-mafft-cds.filter.json,2218,1610,6
ENSMUSP00000028644-mafft-cds.filter.json,53,39,0
ENSMUSP00000028648-mafft-cds.filter.json,219,164,3
ENSMUSP00000028650-mafft-cds.filter.json,257,188,0
ENSMUSP00000028656-mafft-cds.filter.json,245,167,0
ENSMUSP00000028661-mafft-cds.filter.json,67,42,0
ENSMUSP00000028665-mafft-cds.filter.json,389,315,0
ENSMUSP00000028663-mafft-cds.filter.json,286,218,1
ENSMUSP00000028672-mafft-cds.filter.json,128,87,0
ENSMUSP00000028678-mafft-cds.filter.json,344,217,1
ENSMUSP00000028683-mafft-cds.filter.json,399,300,1
ENSMUSP00000028689-mafft-cds.filter.json,1477,1067,11
ENSMUSP00000028691-mafft-cds.filter.json,469,319,0
ENSMUSP00000028696-mafft-cds.filter.json,297,194,2
ENSMUSP00000028704-mafft-cds.filter.json,240,181,3
ENSMUSP00000028721-mafft-cds.filter.json,673,536,2
ENSMUSP00000028726-mafft-cds.filter.json,643,537,2
ENSMUSP00000028727-mafft-cds.filter.json,149,90,0
ENSMUSP00000028735-mafft-cds.filter.json,959,678,4
ENSMUSP00000028730-mafft-cds.filter.json,513,336,0
ENSMUSP00000028749-mafft-cds.filter.json,588,334,0
ENSMUSP00000028755-mafft-cds.filter.json,250,169,0
ENSMUSP00000028758-mafft-cds.filter.json,296,202,1
ENSMUSP00000028761-mafft-cds.filter.json,401,332,0
ENSMUSP00000028764-mafft-cds.filter.json,40,33,0
ENSMUSP00000028780-mafft-cds.filter.json,211,144,0
ENSMUSP00000028781-mafft-cds.filter.json,1047,786,13
ENSMUSP00000028783-mafft-cds.filter.json,416,348,1
ENSMUSP00000028795-mafft-cds.filter.json,197,149,0
ENSMUSP00000028801-mafft-cds.filter.json,130,52,0
ENSMUSP00000028804-mafft-cds.filter.json,410,314,1
ENSMUSP00000028807-mafft-cds.filter.json,272,200,0
ENSMUSP00000028814-mafft-cds.filter.json,205,120,0
ENSMUSP00000028815-mafft-cds.filter.json,435,286,1
ENSMUSP00000028817-mafft-cds.filter.json,257,166,0
ENSMUSP00000028826-mafft-cds.filter.json,681,459,0
ENSMUSP00000028829-mafft-cds.filter.json,198,148,0
ENSMUSP00000028831-mafft-cds.filter.json,549,423,0
ENSMUSP00000028834-mafft-cds.filter.json,65,56,0
ENSMUSP00000028835-mafft-cds.filter.json,156,89,0
ENSMUSP00000028836-mafft-cds.filter.json,279,193,0
ENSMUSP00000028838-mafft-cds.filter.json,475,338,0
ENSMUSP00000028841-mafft-cds.filter.json,754,628,1
ENSMUSP00000028844-mafft-cds.filter.json,336,247,1
ENSMUSP00000028846-mafft-cds.filter.json,143,121,1
ENSMUSP00000028848-mafft-cds.filter.json,291,230,0
ENSMUSP00000028852-mafft-cds.filter.json,200,158,2
ENSMUSP00000028854-mafft-cds.filter.json,87,56,0
ENSMUSP00000028856-mafft-cds.filter.json,56,48,0
ENSMUSP00000028858-mafft-cds.filter.json,768,580,1
ENSMUSP00000028859-mafft-cds.filter.json,195,77,0
ENSMUSP00000028866-mafft-cds.filter.json,157,131,0
ENSMUSP00000028880-mafft-cds.filter.json,678,499,0
ENSMUSP00000028881-mafft-cds.filter.json,69,62,0
ENSMUSP00000028882-mafft-cds.filter.json,62,51,0
ENSMUSP00000028883-mafft-cds.filter.json,42,38,0
ENSMUSP00000028888-mafft-cds.filter.json,545,439,3
ENSMUSP00000028892-mafft-cds.filter.json,348,232,0
ENSMUSP00000028900-mafft-cds.filter.json,800,616,2
ENSMUSP00000028897-mafft-cds.filter.json,628,485,1
ENSMUSP00000028902-mafft-cds.filter.json,119,94,0
ENSMUSP00000028905-mafft-cds.filter.json,270,163,0
ENSMUSP00000028907-mafft-cds.filter.json,398,360,2
ENSMUSP00000028911-mafft-cds.filter.json,713,548,4
ENSMUSP00000028914-mafft-cds.filter.json,191,134,0
ENSMUSP00000028915-mafft-cds.filter.json,75,40,0
ENSMUSP00000028916-mafft-cds.filter.json,656,492,1
ENSMUSP00000028917-mafft-cds.filter.json,163,114,0
ENSMUSP00000028918-mafft-cds.filter.json,157,122,0
ENSMUSP00000028921-mafft-cds.filter.json,640,404,1
ENSMUSP00000028928-mafft-cds.filter.json,497,431,10
ENSMUSP00000028933-mafft-cds.filter.json,107,90,0
ENSMUSP00000028937-mafft-cds.filter.json,28,27,0
ENSMUSP00000028948-mafft-cds.filter.json,107,61,0
ENSMUSP00000028944-mafft-cds.filter.json,326,245,0
ENSMUSP00000028955-mafft-cds.filter.json,344,246,0
ENSMUSP00000028950-mafft-cds.filter.json,201,155,0
ENSMUSP00000028963-mafft-cds.filter.json,264,171,0
ENSMUSP00000028964-mafft-cds.filter.json,379,291,2
ENSMUSP00000028970-mafft-cds.filter.json,360,244,2
ENSMUSP00000028972-mafft-cds.filter.json,77,61,0
ENSMUSP00000028977-mafft-cds.filter.json,651,423,1
ENSMUSP00000028982-mafft-cds.filter.json,94,73,1
ENSMUSP00000028981-mafft-cds.filter.json,247,180,1
ENSMUSP00000028983-mafft-cds.filter.json,250,193,0
ENSMUSP00000028984-mafft-cds.filter.json,199,120,0
ENSMUSP00000028985-mafft-cds.filter.json,240,151,0
ENSMUSP00000028986-mafft-cds.filter.json,131,104,0
ENSMUSP00000029005-mafft-cds.filter.json,103,79,0
ENSMUSP00000029007-mafft-cds.filter.json,172,117,0
ENSMUSP00000029013-mafft-cds.filter.json,138,96,0
ENSMUSP00000029017-mafft-cds.filter.json,613,536,21
ENSMUSP00000029023-mafft-cds.filter.json,77,62,1
ENSMUSP00000029024-mafft-cds.filter.json,113,33,0
ENSMUSP00000029061-mafft-cds.filter.json,881,723,3
ENSMUSP00000029053-mafft-cds.filter.json,220,163,3
ENSMUSP00000029075-mafft-cds.filter.json,241,157,0
ENSMUSP00000029090-mafft-cds.filter.json,231,163,1
ENSMUSP00000029106-mafft-cds.filter.json,465,360,4
ENSMUSP00000029092-mafft-cds.filter.json,290,178,0
ENSMUSP00000029082-mafft-cds.filter.json,252,170,0
ENSMUSP00000029085-mafft-cds.filter.json,152,65,0
ENSMUSP00000029116-mafft-cds.filter.json,324,209,0
ENSMUSP00000029128-mafft-cds.filter.json,86,43,0
ENSMUSP00000029120-mafft-cds.filter.json,272,200,0
ENSMUSP00000029131-mafft-cds.filter.json,535,384,3
ENSMUSP00000029141-mafft-cds.filter.json,438,300,2
ENSMUSP00000029142-mafft-cds.filter.json,204,161,4
ENSMUSP00000029143-mafft-cds.filter.json,203,160,0
ENSMUSP00000029164-mafft-cds.filter.json,49,40,0
ENSMUSP00000029165-mafft-cds.filter.json,34,20,0
ENSMUSP00000029170-mafft-cds.filter.json,803,625,0
ENSMUSP00000029178-mafft-cds.filter.json,253,176,4
ENSMUSP00000029179-mafft-cds.filter.json,922,737,1
ENSMUSP00000029183-mafft-cds.filter.json,425,351,3
ENSMUSP00000029188-mafft-cds.filter.json,86,71,0
ENSMUSP00000029196-mafft-cds.filter.json,423,380,3
ENSMUSP00000029208-mafft-cds.filter.json,285,202,3
ENSMUSP00000030391-mafft-cds.filter.json,411,336,3
ENSMUSP00000047285-mafft-cds.filter.json,721,553,2
ENSMUSP00000044253-mafft-cds.filter.json,101,83,0
ENSMUSP00000041428-mafft-cds.filter.json,234,183,1
ENSMUSP00000044038-mafft-cds.filter.json,530,450,4
ENSMUSP00000046883-mafft-cds.filter.json,257,207,3
ENSMUSP00000048198-mafft-cds.filter.json,707,456,0
ENSMUSP00000047627-mafft-cds.filter.json,416,345,3
ENSMUSP00000046297-mafft-cds.filter.json,47,40,1
ENSMUSP00000037543-mafft-cds.filter.json,1464,1207,4
ENSMUSP00000038589-mafft-cds.filter.json,45,28,0
ENSMUSP00000038722-mafft-cds.filter.json,372,278,2
ENSMUSP00000040220-mafft-cds.filter.json,260,176,0
ENSMUSP00000041756-mafft-cds.filter.json,127,100,0
ENSMUSP00000043130-mafft-cds.filter.json,617,468,2
ENSMUSP00000047543-mafft-cds.filter.json,437,250,0
ENSMUSP00000037180-mafft-cds.filter.json,628,497,6
ENSMUSP00000037958-mafft-cds.filter.json,658,457,2
ENSMUSP00000042265-mafft-cds.filter.json,770,572,3
ENSMUSP00000048190-mafft-cds.filter.json,178,117,0
ENSMUSP00000049346-mafft-cds.filter.json,313,229,1
ENSMUSP00000036915-mafft-cds.filter.json,922,745,6
ENSMUSP00000041411-mafft-cds.filter.json,146,100,0
ENSMUSP00000043138-mafft-cds.filter.json,727,513,1
ENSMUSP00000049044-mafft-cds.filter.json,123,80,0
ENSMUSP00000039058-mafft-cds.filter.json,866,477,0
ENSMUSP00000040611-mafft-cds.filter.json,280,158,0
ENSMUSP00000048642-mafft-cds.filter.json,225,200,0
ENSMUSP00000044913-mafft-cds.filter.json,346,289,0
ENSMUSP00000046502-mafft-cds.filter.json,630,507,9
ENSMUSP00000047616-mafft-cds.filter.json,396,313,0
ENSMUSP00000037126-mafft-cds.filter.json,395,327,0
ENSMUSP00000039378-mafft-cds.filter.json,1164,927,2
ENSMUSP00000043519-mafft-cds.filter.json,57,53,0
ENSMUSP00000043902-mafft-cds.filter.json,63,55,0
ENSMUSP00000036725-mafft-cds.filter.json,42,33,0
ENSMUSP00000047954-mafft-cds.filter.json,273,220,0
ENSMUSP00000037194-mafft-cds.filter.json,359,211,0
ENSMUSP00000037417-mafft-cds.filter.json,30,25,0
ENSMUSP00000043834-mafft-cds.filter.json,185,169,2
ENSMUSP00000044687-mafft-cds.filter.json,423,303,0
ENSMUSP00000044903-mafft-cds.filter.json,1114,870,20
ENSMUSP00000042291-mafft-cds.filter.json,2501,1930,4
ENSMUSP00000048079-mafft-cds.filter.json,497,314,0
ENSMUSP00000041747-mafft-cds.filter.json,159,140,1
ENSMUSP00000041831-mafft-cds.filter.json,217,156,0
ENSMUSP00000044861-mafft-cds.filter.json,27,16,0
ENSMUSP00000046388-mafft-cds.filter.json,319,223,2
ENSMUSP00000045281-mafft-cds.filter.json,365,241,1
ENSMUSP00000046538-mafft-cds.filter.json,299,177,0
ENSMUSP00000041202-mafft-cds.filter.json,277,158,1
ENSMUSP00000042247-mafft-cds.filter.json,176,145,0
ENSMUSP00000037574-mafft-cds.filter.json,485,318,1
ENSMUSP00000040364-mafft-cds.filter.json,359,248,1
ENSMUSP00000038298-mafft-cds.filter.json,565,473,11
ENSMUSP00000041288-mafft-cds.filter.json,142,99,0
ENSMUSP00000048901-mafft-cds.filter.json,72,51,0
ENSMUSP00000039555-mafft-cds.filter.json,531,393,0
ENSMUSP00000043462-mafft-cds.filter.json,71,56,0
ENSMUSP00000036923-mafft-cds.filter.json,236,182,0
ENSMUSP00000043616-mafft-cds.filter.json,232,150,4
ENSMUSP00000046837-mafft-cds.filter.json,113,78,0
ENSMUSP00000047962-mafft-cds.filter.json,146,113,1
ENSMUSP00000048829-mafft-cds.filter.json,460,360,0
ENSMUSP00000041578-mafft-cds.filter.json,91,64,0
ENSMUSP00000043146-mafft-cds.filter.json,336,236,0
ENSMUSP00000046530-mafft-cds.filter.json,404,323,0
ENSMUSP00000041343-mafft-cds.filter.json,326,191,0
ENSMUSP00000036996-mafft-cds.filter.json,505,374,1
ENSMUSP00000043614-mafft-cds.filter.json,380,319,2
ENSMUSP00000037371-mafft-cds.filter.json,103,90,0
ENSMUSP00000041806-mafft-cds.filter.json,246,211,0
ENSMUSP00000042405-mafft-cds.filter.json,874,786,6
ENSMUSP00000047157-mafft-cds.filter.json,633,473,4
ENSMUSP00000037627-mafft-cds.filter.json,178,99,0
ENSMUSP00000045363-mafft-cds.filter.json,144,125,0
ENSMUSP00000042342-mafft-cds.filter.json,352,182,0
ENSMUSP00000042167-mafft-cds.filter.json,227,171,0
ENSMUSP00000043033-mafft-cds.filter.json,31,23,0
ENSMUSP00000037028-mafft-cds.filter.json,174,101,0
ENSMUSP00000038204-mafft-cds.filter.json,525,416,1
ENSMUSP00000040628-mafft-cds.filter.json,432,368,0
ENSMUSP00000048426-mafft-cds.filter.json,198,149,1
ENSMUSP00000041220-mafft-cds.filter.json,272,229,4
ENSMUSP00000045637-mafft-cds.filter.json,148,102,0
ENSMUSP00000046329-mafft-cds.filter.json,1170,957,8
ENSMUSP00000046441-mafft-cds.filter.json,617,454,6
ENSMUSP00000046992-mafft-cds.filter.json,513,377,0
ENSMUSP00000035325-mafft-cds.filter.json,297,205,0
ENSMUSP00000035824-mafft-cds.filter.json,49,45,0
ENSMUSP00000044078-mafft-cds.filter.json,1024,599,0
ENSMUSP00000035743-mafft-cds.filter.json,696,479,2
ENSMUSP00000040808-mafft-cds.filter.json,479,348,2
ENSMUSP00000046683-mafft-cds.filter.json,49,27,0
ENSMUSP00000036523-mafft-cds.filter.json,590,453,1
ENSMUSP00000039088-mafft-cds.filter.json,260,164,0
ENSMUSP00000046302-mafft-cds.filter.json,296,234,0
ENSMUSP00000040420-mafft-cds.filter.json,104,87,0
ENSMUSP00000040840-mafft-cds.filter.json,266,190,0
ENSMUSP00000047325-mafft-cds.filter.json,750,563,1
ENSMUSP00000049272-mafft-cds.filter.json,670,397,1
ENSMUSP00000036005-mafft-cds.filter.json,141,98,0
ENSMUSP00000043795-mafft-cds.filter.json,2520,1877,3
ENSMUSP00000039190-mafft-cds.filter.json,264,203,0
ENSMUSP00000041967-mafft-cds.filter.json,371,254,1
ENSMUSP00000045918-mafft-cds.filter.json,438,291,0
ENSMUSP00000048313-mafft-cds.filter.json,278,234,0
ENSMUSP00000041941-mafft-cds.filter.json,91,56,0
ENSMUSP00000041622-mafft-cds.filter.json,318,265,2
ENSMUSP00000048457-mafft-cds.filter.json,132,123,0
ENSMUSP00000043078-mafft-cds.filter.json,111,95,0
ENSMUSP00000041848-mafft-cds.filter.json,23,19,0
ENSMUSP00000044731-mafft-cds.filter.json,340,235,1
ENSMUSP00000048764-mafft-cds.filter.json,152,121,0
ENSMUSP00000035468-mafft-cds.filter.json,364,273,7
ENSMUSP00000038970-mafft-cds.filter.json,56,43,0
ENSMUSP00000046787-mafft-cds.filter.json,828,105,0
ENSMUSP00000049404-mafft-cds.filter.json,1708,1435,10
ENSMUSP00000037075-mafft-cds.filter.json,414,259,1
ENSMUSP00000051845-mafft-cds.filter.json,1221,769,2
ENSMUSP00000054150-mafft-cds.filter.json,327,223,2
ENSMUSP00000058007-mafft-cds.filter.json,703,612,2
ENSMUSP00000052194-mafft-cds.filter.json,707,552,0
ENSMUSP00000053962-mafft-cds.filter.json,144,125,1
ENSMUSP00000062747-mafft-cds.filter.json,229,169,0
ENSMUSP00000051620-mafft-cds.filter.json,427,326,2
ENSMUSP00000062702-mafft-cds.filter.json,115,89,0
ENSMUSP00000057632-mafft-cds.filter.json,1067,880,25
ENSMUSP00000050970-mafft-cds.filter.json,645,545,3
ENSMUSP00000060581-mafft-cds.filter.json,433,299,0
ENSMUSP00000100617-mafft-cds.filter.json,480,261,0
ENSMUSP00000050581-mafft-cds.filter.json,235,184,1
ENSMUSP00000056145-mafft-cds.filter.json,538,447,0
ENSMUSP00000062615-mafft-cds.filter.json,264,181,0
ENSMUSP00000050219-mafft-cds.filter.json,450,338,0
ENSMUSP00000059585-mafft-cds.filter.json,57,52,0
ENSMUSP00000061578-mafft-cds.filter.json,71,45,0
ENSMUSP00000055772-mafft-cds.filter.json,706,542,3
ENSMUSP00000055689-mafft-cds.filter.json,211,154,0
ENSMUSP00000051464-mafft-cds.filter.json,97,65,0
ENSMUSP00000062759-mafft-cds.filter.json,263,198,0
ENSMUSP00000052452-mafft-cds.filter.json,746,659,2
ENSMUSP00000053120-mafft-cds.filter.json,812,644,1
ENSMUSP00000055602-mafft-cds.filter.json,1473,1180,0
ENSMUSP00000062967-mafft-cds.filter.json,375,325,0
ENSMUSP00000055036-mafft-cds.filter.json,335,223,1
ENSMUSP00000060159-mafft-cds.filter.json,1221,860,3
ENSMUSP00000049602-mafft-cds.filter.json,252,214,1
ENSMUSP00000058521-mafft-cds.filter.json,432,279,0
ENSMUSP00000049708-mafft-cds.filter.json,1068,606,0
ENSMUSP00000054556-mafft-cds.filter.json,420,365,28
ENSMUSP00000053558-mafft-cds.filter.json,210,142,1
ENSMUSP00000056739-mafft-cds.filter.json,120,64,1
ENSMUSP00000055709-mafft-cds.filter.json,495,250,0
ENSMUSP00000058761-mafft-cds.filter.json,266,201,1
ENSMUSP00000060835-mafft-cds.filter.json,40,29,0
ENSMUSP00000059289-mafft-cds.filter.json,926,672,3
ENSMUSP00000054337-mafft-cds.filter.json,270,142,0
ENSMUSP00000061180-mafft-cds.filter.json,192,128,0
ENSMUSP00000059717-mafft-cds.filter.json,110,88,0
ENSMUSP00000056809-mafft-cds.filter.json,1104,674,2
ENSMUSP00000050398-mafft-cds.filter.json,478,363,6
ENSMUSP00000063004-mafft-cds.filter.json,141,118,1
ENSMUSP00000058746-mafft-cds.filter.json,463,347,0
ENSMUSP00000049834-mafft-cds.filter.json,403,249,0
ENSMUSP00000054134-mafft-cds.filter.json,162,113,0
ENSMUSP00000059353-mafft-cds.filter.json,104,81,0
ENSMUSP00000058490-mafft-cds.filter.json,79,44,0
ENSMUSP00000060255-mafft-cds.filter.json,1255,1106,0
ENSMUSP00000057981-mafft-cds.filter.json,858,700,19
ENSMUSP00000057731-mafft-cds.filter.json,479,366,1
ENSMUSP00000061519-mafft-cds.filter.json,201,154,1
ENSMUSP00000051853-mafft-cds.filter.json,202,73,0
ENSMUSP00000054980-mafft-cds.filter.json,215,165,0
ENSMUSP00000058375-mafft-cds.filter.json,1008,705,0
ENSMUSP00000060499-mafft-cds.filter.json,161,110,1
ENSMUSP00000055362-mafft-cds.filter.json,841,676,6
ENSMUSP00000050907-mafft-cds.filter.json,152,76,0
ENSMUSP00000057742-mafft-cds.filter.json,266,157,0
ENSMUSP00000062221-mafft-cds.filter.json,513,361,0
ENSMUSP00000097885-mafft-cds.filter.json,165,120,0
ENSMUSP00000057595-mafft-cds.filter.json,313,258,1
ENSMUSP00000056188-mafft-cds.filter.json,59,39,0
ENSMUSP00000051492-mafft-cds.filter.json,854,644,0
ENSMUSP00000062412-mafft-cds.filter.json,339,69,0
ENSMUSP00000054300-mafft-cds.filter.json,367,250,0
ENSMUSP00000059977-mafft-cds.filter.json,511,431,7
ENSMUSP00000057009-mafft-cds.filter.json,146,133,0
ENSMUSP00000050992-mafft-cds.filter.json,280,239,0
ENSMUSP00000049619-mafft-cds.filter.json,693,549,1
ENSMUSP00000069631-mafft-cds.filter.json,244,214,2
ENSMUSP00000067305-mafft-cds.filter.json,486,317,1
ENSMUSP00000066244-mafft-cds.filter.json,325,183,1
ENSMUSP00000065624-mafft-cds.filter.json,373,236,1
ENSMUSP00000065836-mafft-cds.filter.json,1402,1127,6
ENSMUSP00000069681-mafft-cds.filter.json,193,99,0
ENSMUSP00000066864-mafft-cds.filter.json,554,428,7
ENSMUSP00000064246-mafft-cds.filter.json,411,319,2
ENSMUSP00000069231-mafft-cds.filter.json,181,114,0
ENSMUSP00000069350-mafft-cds.filter.json,1296,1020,10
ENSMUSP00000068776-mafft-cds.filter.json,591,412,0
ENSMUSP00000065000-mafft-cds.filter.json,465,366,6
ENSMUSP00000066690-mafft-cds.filter.json,203,115,0
ENSMUSP00000063895-mafft-cds.filter.json,218,182,1
ENSMUSP00000064699-mafft-cds.filter.json,111,60,0
ENSMUSP00000064310-mafft-cds.filter.json,369,277,0
ENSMUSP00000096701-mafft-cds.filter.json,417,372,7
ENSMUSP00000063329-mafft-cds.filter.json,305,155,0
ENSMUSP00000066556-mafft-cds.filter.json,1115,878,5
ENSMUSP00000070052-mafft-cds.filter.json,193,95,0
ENSMUSP00000066520-mafft-cds.filter.json,473,378,0
ENSMUSP00000068610-mafft-cds.filter.json,162,86,0
ENSMUSP00000064892-mafft-cds.filter.json,1652,1147,2
ENSMUSP00000065352-mafft-cds.filter.json,100,82,0
ENSMUSP00000071474-mafft-cds.filter.json,192,147,0
ENSMUSP00000071495-mafft-cds.filter.json,950,733,4
ENSMUSP00000072047-mafft-cds.filter.json,606,340,2
ENSMUSP00000072724-mafft-cds.filter.json,747,584,2
ENSMUSP00000072896-mafft-cds.filter.json,675,560,1
ENSMUSP00000072961-mafft-cds.filter.json,391,302,2
ENSMUSP00000073691-mafft-cds.filter.json,500,186,0
ENSMUSP00000073789-mafft-cds.filter.json,173,145,1
ENSMUSP00000073860-mafft-cds.filter.json,365,302,5
ENSMUSP00000073866-mafft-cds.filter.json,617,507,7
ENSMUSP00000073875-mafft-cds.filter.json,344,248,0
ENSMUSP00000074188-mafft-cds.filter.json,67,60,0
ENSMUSP00000074494-mafft-cds.filter.json,147,104,1
ENSMUSP00000074563-mafft-cds.filter.json,934,677,7
ENSMUSP00000074596-mafft-cds.filter.json,77,66,0
ENSMUSP00000075566-mafft-cds.filter.json,380,285,9
ENSMUSP00000075655-mafft-cds.filter.json,761,490,1
ENSMUSP00000075762-mafft-cds.filter.json,377,290,1
ENSMUSP00000075788-mafft-cds.filter.json,577,470,2
ENSMUSP00000076253-mafft-cds.filter.json,111,90,0
ENSMUSP00000076533-mafft-cds.filter.json,616,399,0
ENSMUSP00000089051-mafft-cds.filter.json,265,161,0
ENSMUSP00000076722-mafft-cds.filter.json,85,67,0
ENSMUSP00000076816-mafft-cds.filter.json,219,123,1
ENSMUSP00000076971-mafft-cds.filter.json,601,430,2
ENSMUSP00000077127-mafft-cds.filter.json,192,131,0
ENSMUSP00000077349-mafft-cds.filter.json,418,269,1
ENSMUSP00000077139-mafft-cds.filter.json,706,568,7
ENSMUSP00000077811-mafft-cds.filter.json,184,89,0
ENSMUSP00000078260-mafft-cds.filter.json,141,108,0
ENSMUSP00000078630-mafft-cds.filter.json,235,177,1
ENSMUSP00000078971-mafft-cds.filter.json,584,474,5
ENSMUSP00000079309-mafft-cds.filter.json,292,263,2
ENSMUSP00000079752-mafft-cds.filter.json,3021,2535,15
ENSMUSP00000079909-mafft-cds.filter.json,975,763,1
ENSMUSP00000079965-mafft-cds.filter.json,85,68,0
ENSMUSP00000080337-mafft-cds.filter.json,207,183,0
ENSMUSP00000080501-mafft-cds.filter.json,135,110,1
ENSMUSP00000080600-mafft-cds.filter.json,391,243,0
ENSMUSP00000080643-mafft-cds.filter.json,326,238,0
ENSMUSP00000080911-mafft-cds.filter.json,278,229,0
ENSMUSP00000084794-mafft-cds.filter.json,2247,1740,1
ENSMUSP00000085218-mafft-cds.filter.json,169,104,0
ENSMUSP00000085263-mafft-cds.filter.json,198,103,0
ENSMUSP00000085581-mafft-cds.filter.json,154,102,0
ENSMUSP00000085913-mafft-cds.filter.json,170,132,5
ENSMUSP00000086025-mafft-cds.filter.json,248,145,3
ENSMUSP00000086342-mafft-cds.filter.json,243,198,3
ENSMUSP00000086422-mafft-cds.filter.json,477,320,1
ENSMUSP00000086460-mafft-cds.filter.json,174,87,1
ENSMUSP00000086511-mafft-cds.filter.json,24,19,0
ENSMUSP00000086542-mafft-cds.filter.json,302,195,1
ENSMUSP00000086606-mafft-cds.filter.json,79,49,0
ENSMUSP00000086988-mafft-cds.filter.json,165,118,0
ENSMUSP00000087496-mafft-cds.filter.json,339,70,0
ENSMUSP00000087102-mafft-cds.filter.json,156,119,1
ENSMUSP00000087525-mafft-cds.filter.json,331,263,3
ENSMUSP00000087636-mafft-cds.filter.json,282,181,0
ENSMUSP00000087736-mafft-cds.filter.json,374,312,8
ENSMUSP00000087742-mafft-cds.filter.json,297,185,1
ENSMUSP00000087805-mafft-cds.filter.json,334,292,0
ENSMUSP00000087961-mafft-cds.filter.json,210,165,3
ENSMUSP00000088047-mafft-cds.filter.json,453,323,6
